"","OTU","Sample","Abundance","Condition","Site","Time","Condition_Time","Kingdom","Phylum"
"161","x122","X3300044944.Pre_drought_0hr",0.000629355345263289,"PreDrought","Site3","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"472","x1730","X3300045461.Pre_drought_0hr",0.000625701216880987,"PreDrought","Site2","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"303","x1560","X3300049512.Drought_0hr",0.000624819979356564,"Drought","Site3","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"477","x1730","X3300048095.Drought_6hr",0.000622287867366158,"Drought","Site1","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"191","x1369","X3300045462.Pre_drought_6hr",0.000620409649508763,"PreDrought","Site2","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"950","x2939","X3300048093.Pre_drought_6hr",0.000619409839203078,"PreDrought","Site1","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"905","x2904","X3300045473.Drought_48_hr",0.000618722812574309,"Drought","Site2","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"185","x1369","X3300048100.Pre_drought_6hr",0.000603797580779384,"PreDrought","Site1","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"456","x1730","X3300045472.Drought_48_hr",0.000598019470538289,"Drought","Site3","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"751","x2647","X3300049628.Drought_0hr",0.000597192728829518,"Drought","Site1","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"474","x1730","X3300048053.Pre_Drought_48hr",0.000595939664419753,"PreDrought","Site3","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"949","x2939","X3300048052.Pre_drought_0hr",0.000594462643714506,"PreDrought","Site3","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"2222","x561","X3300048094.Pre_Drought_48hr",0.000591316741086658,"PreDrought","Site1","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"2167","x553","X3300048099.Pre_drought_0hr",0.000590405447803985,"PreDrought","Site1","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"2144","x553","X3300048100.Pre_drought_6hr",0.000590363271194676,"PreDrought","Site1","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"615","x2123","X3300045473.Drought_48_hr",0.000590330178727687,"Drought","Site2","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"759","x2647","X3300044944.Pre_drought_0hr",0.000588100531835988,"PreDrought","Site3","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"2157","x553","X3300048092.Pre_drought_0hr",0.000586458114593916,"PreDrought","Site1","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"464","x1730","X3300048096.Drought_48_hr",0.000585904447008011,"Drought","Site1","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"1811","x484","X3300045458.Pre_Drought_48hr",0.000584310454169731,"PreDrought","Site1","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"2304","x569","X3300048054.Drought_0hr",0.000580783901298131,"Drought","Site3","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"948","x2939","X3300049557.Drought_48_hr",0.000580309988233677,"Drought","Site3","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"971","x2939","X3300048099.Pre_drought_0hr",0.000577525747808261,"PreDrought","Site1","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"2398","x684","X3300045461.Pre_drought_0hr",0.000575880493029022,"PreDrought","Site2","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"885","x2904","X3300044944.Pre_drought_0hr",0.00057581186400658,"PreDrought","Site3","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"1511","x3239","X3300048100.Pre_drought_6hr",0.000574316734746274,"PreDrought","Site1","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"2355","x662","X3300045466.Pre_drought_0hr",0.000574186454168603,"PreDrought","Site2","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"908","x2904","X3300049512.Drought_0hr",0.000572217065283424,"Drought","Site3","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"169","x122","X3300044943.Pre_Drought_48hr",0.00056798752745756,"PreDrought","Site3","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"2411","x684","X3300045463.Pre_Drought_48hr",0.000565152210123592,"PreDrought","Site2","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"902","x2904","X3300044945.Drought_6hr",0.000564026825507054,"Drought","Site3","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"979","x2939","X3300049628.Drought_0hr",0.000561516280094248,"Drought","Site1","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"443","x1725","X3300045465.Drought_48_hr",0.000560658537991166,"Drought","Site2","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"2230","x561","X3300045466.Pre_drought_0hr",0.000560383895174165,"PreDrought","Site2","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"402","x17","X3300049628.Drought_0hr",0.000559577342662983,"Drought","Site1","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"172","x122","X3300045466.Pre_drought_0hr",0.000559463724574536,"PreDrought","Site2","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"1798","x484","X3300045467.Pre_drought_6hr",0.000559091377603237,"PreDrought","Site2","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"1254","x3164","X3300048100.Pre_drought_6hr",0.000554538445635454,"PreDrought","Site1","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"958","x2939","X3300045470.Drought_6hr",0.000552500321551634,"Drought","Site2","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"1579","x3256","X3300048093.Pre_drought_6hr",0.000551800033076797,"PreDrought","Site1","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"1793","x484","X3300045472.Drought_48_hr",0.000550918077640758,"Drought","Site3","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"955","x2939","X3300048053.Pre_Drought_48hr",0.00054958880163155,"PreDrought","Site3","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"313","x1560","X3300049628.Drought_0hr",0.000545616993157878,"Drought","Site1","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"965","x2939","X3300045471.Drought_6hr",0.000544777914561843,"Drought","Site3","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"534","x1772","X3300048051.Drought_0hr",0.000540204580702498,"Drought","Site1","0hr","Drought_0hr","Archaea","Phylum < 2%"
"2223","x561","X3300044944.Pre_drought_0hr",0.000538945860518354,"PreDrought","Site3","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"2373","x662","X3300048096.Drought_48_hr",0.000537360004908382,"Drought","Site1","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"880","x2904","X3300045472.Drought_48_hr",0.000534096151605926,"Drought","Site3","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"2220","x561","X3300045471.Drought_6hr",0.000533723167918948,"Drought","Site3","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"2234","x561","X3300048054.Drought_0hr",0.00053369331470639,"Drought","Site3","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"2353","x662","X3300048053.Pre_Drought_48hr",0.000529724146150892,"PreDrought","Site3","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"2214","x561","X3300044943.Pre_Drought_48hr",0.000529200310119407,"PreDrought","Site3","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"2405","x684","X3300045462.Pre_drought_6hr",0.000528828849743327,"PreDrought","Site2","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"974","x2939","X3300044943.Pre_Drought_48hr",0.000527862819866367,"PreDrought","Site3","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"1366","x3187","X3300048094.Pre_Drought_48hr",0.000525614880965918,"PreDrought","Site1","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"2161","x553","X3300045458.Pre_Drought_48hr",0.000522790765970752,"PreDrought","Site1","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"201","x1369","X3300044945.Drought_6hr",0.000521643306827333,"Drought","Site3","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"967","x2939","X3300045458.Pre_Drought_48hr",0.000515955245059754,"PreDrought","Site1","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"2370","x662","X3300044944.Pre_drought_0hr",0.000511735238896091,"PreDrought","Site3","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"2207","x561","X3300048093.Pre_drought_6hr",0.000510714073969288,"PreDrought","Site1","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"2407","x684","X3300048095.Drought_6hr",0.000509899294091203,"Drought","Site1","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"188","x1369","X3300049511.Drought_6hr",0.000509306991611852,"Drought","Site2","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"876","x2904","X3300044942.Pre_drought_6hr",0.000507707075400041,"PreDrought","Site3","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"850","x2786","X3300045466.Pre_drought_0hr",0.000503333317997157,"PreDrought","Site2","0hr","PreDrought_0hr","Archaea","Phylum < 2%"
"193","x1369","X3300045472.Drought_48_hr",0.000502975588441486,"Drought","Site3","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"1192","x3161","X3300048094.Pre_Drought_48hr",0.000502871929385662,"PreDrought","Site1","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"175","x122","X3300045470.Drought_6hr",0.000502402221655312,"Drought","Site2","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"961","x2939","X3300048100.Pre_drought_6hr",0.000500801207296621,"PreDrought","Site1","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"960","x2939","X3300045460.Drought_48_hr",0.000498880173228179,"Drought","Site1","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"886","x2904","X3300049511.Drought_6hr",0.00049690215883077,"Drought","Site2","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"2212","x561","X3300048053.Pre_Drought_48hr",0.000496616387016461,"PreDrought","Site3","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"1395","x3187","X3300048099.Pre_drought_0hr",0.000491489351836826,"PreDrought","Site1","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"1525","x3239","X3300048093.Pre_drought_6hr",0.000488870905836183,"PreDrought","Site1","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"752","x2647","X3300044943.Pre_Drought_48hr",0.000487292282190827,"PreDrought","Site3","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"426","x1725","X3300045459.Drought_6hr",0.000487185667229051,"Drought","Site1","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"970","x2939","X3300048054.Drought_0hr",0.00048660272811465,"Drought","Site3","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"208","x1369","X3300048099.Pre_drought_0hr",0.000484791907839049,"PreDrought","Site1","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"714","x2536","X3300045468.Pre_Drought_48hr",0.000484373971481551,"PreDrought","Site2","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"199","x1369","X3300045458.Pre_Drought_48hr",0.000483549812592802,"PreDrought","Site1","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"1803","x484","X3300048053.Pre_Drought_48hr",0.000483373283362689,"PreDrought","Site3","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"1820","x484","X3300049511.Drought_6hr",0.000483079630874707,"Drought","Site2","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"152","x122","X3300045469.Drought_0hr",0.000480054206375609,"Drought","Site2","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"2375","x662","X3300048099.Pre_drought_0hr",0.00047964002784076,"PreDrought","Site1","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"909","x2904","X3300045462.Pre_drought_6hr",0.00047728037562386,"PreDrought","Site2","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"1797","x484","X3300045473.Drought_48_hr",0.000475576616930922,"Drought","Site2","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"1816","x484","X3300045462.Pre_drought_6hr",0.00047508682353367,"PreDrought","Site2","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"144","x122","X3300048093.Pre_drought_6hr",0.000471968454304612,"PreDrought","Site1","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"620","x2123","X3300044945.Drought_6hr",0.000471924179145353,"Drought","Site3","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"1463","x3228","X3300048099.Pre_drought_0hr",0.000470366643843838,"PreDrought","Site1","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"1810","x484","X3300048092.Pre_drought_0hr",0.000469923211822996,"PreDrought","Site1","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"618","x2123","X3300045466.Pre_drought_0hr",0.000465606323412361,"PreDrought","Site2","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"2380","x662","X3300048092.Pre_drought_0hr",0.000465382890935817,"PreDrought","Site1","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"174","x122","X3300045471.Drought_6hr",0.000464741548867286,"Drought","Site3","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"741","x2647","X3300048093.Pre_drought_6hr",0.000462867134249152,"PreDrought","Site1","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"1510","x3239","X3300048094.Pre_Drought_48hr",0.000462861181235212,"PreDrought","Site1","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"207","x1369","X3300045463.Pre_Drought_48hr",0.000461456871569665,"PreDrought","Site2","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"192","x1369","X3300049512.Drought_0hr",0.000461237746568141,"Drought","Site3","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"2514","x930","X3300048052.Pre_drought_0hr",0.0004553330888026,"PreDrought","Site3","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"1818","x484","X3300048099.Pre_drought_0hr",0.000453365439849483,"PreDrought","Site1","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"2379","x662","X3300045463.Pre_Drought_48hr",0.000452626368286484,"PreDrought","Site2","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"2359","x662","X3300049511.Drought_6hr",0.00045259918461262,"Drought","Site2","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"740","x2647","X3300045470.Drought_6hr",0.000450172287720849,"Drought","Site2","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"2213","x561","X3300049511.Drought_6hr",0.000450118218056404,"Drought","Site2","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"904","x2904","X3300048092.Pre_drought_0hr",0.000447599967461034,"PreDrought","Site1","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"756","x2647","X3300045471.Drought_6hr",0.000444843004910076,"Drought","Site3","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"204","x1369","X3300048092.Pre_drought_0hr",0.00044419472679565,"PreDrought","Site1","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"1526","x3239","X3300048052.Pre_drought_0hr",0.000442684947446973,"PreDrought","Site3","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"184","x1369","X3300045469.Drought_0hr",0.000441527563061388,"Drought","Site2","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"859","x2786","X3300048094.Pre_Drought_48hr",0.00044053939542496,"PreDrought","Site1","48hr","PreDrought_48hr","Archaea","Phylum < 2%"
"1532","x3239","X3300048099.Pre_drought_0hr",0.000438424987854443,"PreDrought","Site1","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"874","x2786","X3300048053.Pre_Drought_48hr",0.000437022420574486,"PreDrought","Site3","48hr","PreDrought_48hr","Archaea","Phylum < 2%"
"903","x2904","X3300049628.Drought_0hr",0.000435873134548297,"Drought","Site1","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"143","x122","X3300048100.Pre_drought_6hr",0.000434749185171806,"PreDrought","Site1","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"962","x2939","X3300049512.Drought_0hr",0.000433011792675237,"Drought","Site3","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"146","x122","X3300049511.Drought_6hr",0.000430624909400418,"Drought","Site2","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"1460","x3228","X3300048053.Pre_Drought_48hr",0.0004304008687476,"PreDrought","Site3","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"164","x122","X3300048099.Pre_drought_0hr",0.000428121227857864,"PreDrought","Site1","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"2364","x662","X3300044943.Pre_Drought_48hr",0.00042799688097273,"PreDrought","Site3","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"285","x1560","X3300045469.Drought_0hr",0.000426239212539872,"Drought","Site2","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"210","x1369","X3300045468.Pre_Drought_48hr",0.000426000697995313,"PreDrought","Site2","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"2237","x561","X3300045467.Pre_drought_6hr",0.000425131556526359,"PreDrought","Site2","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"159","x122","X3300045458.Pre_Drought_48hr",0.000422789626717266,"PreDrought","Site1","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"1225","x3161","X3300048092.Pre_drought_0hr",0.000422249842507619,"PreDrought","Site1","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"910","x2904","X3300048095.Drought_6hr",0.000422095721220144,"Drought","Site1","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"158","x122","X3300045473.Drought_48_hr",0.000420368717784712,"Drought","Site2","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"155","x122","X3300045462.Pre_drought_6hr",0.000418968449226307,"PreDrought","Site2","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"2228","x561","X3300048092.Pre_drought_0hr",0.000418844601842235,"PreDrought","Site1","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"860","x2786","X3300048052.Pre_drought_0hr",0.000417388664735717,"PreDrought","Site3","0hr","PreDrought_0hr","Archaea","Phylum < 2%"
"1199","x3161","X3300048052.Pre_drought_0hr",0.000417388664735717,"PreDrought","Site3","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"757","x2647","X3300045466.Pre_drought_0hr",0.000415917111032385,"PreDrought","Site2","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"157","x122","X3300045472.Drought_48_hr",0.000415501573060358,"Drought","Site3","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"947","x2939","X3300044942.Pre_drought_6hr",0.000413966310278165,"PreDrought","Site3","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"305","x1560","X3300049557.Drought_48_hr",0.000413560591043791,"Drought","Site3","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"897","x2904","X3300048100.Pre_drought_6hr",0.000411612318664809,"PreDrought","Site1","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"1805","x484","X3300048096.Drought_48_hr",0.000411279301121849,"Drought","Site1","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"2362","x662","X3300045467.Pre_drought_6hr",0.000409167432771084,"PreDrought","Site2","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"760","x2647","X3300049511.Drought_6hr",0.000408650634188215,"Drought","Site2","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"2387","x684","X3300049557.Drought_48_hr",0.000407486937503762,"Drought","Site3","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"2358","x662","X3300044942.Pre_drought_6hr",0.000405766763447174,"PreDrought","Site3","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"2109","x537","X3300048052.Pre_drought_0hr",0.000404740523380089,"PreDrought","Site3","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"1397","x3187","X3300048092.Pre_drought_0hr",0.000402196758589247,"PreDrought","Site1","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"769","x2647","X3300048053.Pre_Drought_48hr",0.000397293109613169,"PreDrought","Site3","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"2346","x662","X3300045470.Drought_6hr",0.000397231742440339,"Drought","Site2","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"463","x1730","X3300049557.Drought_48_hr",0.000395891780745524,"Drought","Site3","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"2229","x561","X3300045470.Drought_6hr",0.000394744602729174,"Drought","Site2","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"1802","x484","X3300045463.Pre_Drought_48hr",0.000392831246054657,"PreDrought","Site2","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"2224","x561","X3300044942.Pre_drought_6hr",0.000391805372897107,"PreDrought","Site3","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"964","x2939","X3300045473.Drought_48_hr",0.00038606095188671,"Drought","Site2","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"896","x2904","X3300045463.Pre_Drought_48hr",0.000385514543334307,"PreDrought","Site2","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"156","x122","X3300045467.Pre_drought_6hr",0.00038279192395802,"PreDrought","Site2","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
