"","OTU","Sample","Abundance","Condition","Site","Time","Condition_Time","Kingdom","Phylum"
"2543","x992","X3300045470.Drought_6hr",5.57829906646987e-05,"Drought","Site2","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"993","x3044","X3300045469.Drought_0hr",5.5649595898319e-05,"Drought","Site2","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"387","x17","X3300045459.Drought_6hr",5.52743633003937e-05,"Drought","Site1","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"2126","x537","X3300049512.Drought_0hr",5.51689098815857e-05,"Drought","Site3","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"217","x1554","X3300045461.Pre_drought_0hr",5.49204829864189e-05,"PreDrought","Site2","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"2","x1067","X3300045471.Drought_6hr",5.48315433487569e-05,"Drought","Site3","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"2059","x529","X3300045473.Drought_48_hr",5.44192148726926e-05,"Drought","Site2","48hr","Drought_48hr","Archaea","Phylum < 2%"
"1859","x501","X3300045466.Pre_drought_0hr",5.42900653781211e-05,"PreDrought","Site2","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"211","x1554","X3300045472.Drought_48_hr",5.42507114623342e-05,"Drought","Site3","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"83","x1131","X3300049511.Drought_6hr",5.42268404430156e-05,"Drought","Site2","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"1013","x3044","X3300045467.Pre_drought_6hr",5.41392023004996e-05,"PreDrought","Site2","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"1295","x3173","X3300048099.Pre_drought_0hr",5.35795519822116e-05,"PreDrought","Site1","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"1292","x3173","X3300048092.Pre_drought_0hr",5.33487704243497e-05,"PreDrought","Site1","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"2045","x529","X3300048093.Pre_drought_6hr",5.33077317534135e-05,"PreDrought","Site1","6hr","PreDrought_6hr","Archaea","Phylum < 2%"
"843","x2786","X3300045464.Drought_0hr",5.31812280692607e-05,"Drought","Site2","0hr","Drought_0hr","Archaea","Phylum < 2%"
"1003","x3044","X3300049628.Drought_0hr",5.31268856166519e-05,"Drought","Site1","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"1015","x3044","X3300045472.Drought_48_hr",5.29890670097218e-05,"Drought","Site3","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"1880","x501","X3300045470.Drought_6hr",5.29405452805103e-05,"Drought","Site2","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"2034","x529","X3300045464.Drought_0hr",5.28336383433178e-05,"Drought","Site2","0hr","Drought_0hr","Archaea","Phylum < 2%"
"2062","x529","X3300045467.Pre_drought_6hr",5.27510176261279e-05,"PreDrought","Site2","6hr","PreDrought_6hr","Archaea","Phylum < 2%"
"1763","x481","X3300045471.Drought_6hr",5.2620594020178e-05,"Drought","Site3","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"990","x3044","X3300048100.Pre_drought_6hr",5.2617712540107e-05,"PreDrought","Site1","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"2466","x910","X3300048051.Drought_0hr",5.22778626486289e-05,"Drought","Site1","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"2542","x992","X3300045472.Drought_48_hr",5.21479707079802e-05,"Drought","Site3","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"96","x1131","X3300048096.Drought_48_hr",5.19155839121022e-05,"Drought","Site1","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"1998","x514","X3300044943.Pre_Drought_48hr",5.17162897842049e-05,"PreDrought","Site3","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"1009","x3044","X3300045458.Pre_Drought_48hr",5.08866556707608e-05,"PreDrought","Site1","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"93","x1131","X3300045463.Pre_Drought_48hr",5.07123188548401e-05,"PreDrought","Site2","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"15","x1067","X3300048052.Pre_drought_0hr",5.05925654225112e-05,"PreDrought","Site3","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"1299","x3176","X3300048052.Pre_drought_0hr",5.05925654225112e-05,"PreDrought","Site3","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"2529","x992","X3300048052.Pre_drought_0hr",5.05925654225112e-05,"PreDrought","Site3","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"1871","x501","X3300048100.Pre_drought_6hr",5.03786609426557e-05,"PreDrought","Site1","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"1004","x3044","X3300048099.Pre_drought_0hr",4.99732359834089e-05,"PreDrought","Site1","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"1430","x3211","X3300048099.Pre_drought_0hr",4.99732359834089e-05,"PreDrought","Site1","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"2225","x561","X3300045465.Drought_48_hr",4.92541145524949e-05,"Drought","Site2","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"2047","x529","X3300044945.Drought_6hr",4.89040600150625e-05,"Drought","Site3","6hr","Drought_6hr","Archaea","Phylum < 2%"
"2336","x579","X3300044945.Drought_6hr",4.89040600150625e-05,"Drought","Site3","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"1886","x501","X3300045473.Drought_48_hr",4.88984249580716e-05,"Drought","Site2","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"78","x1131","X3300049512.Drought_0hr",4.87539203604711e-05,"Drought","Site3","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"84","x1131","X3300048094.Pre_Drought_48hr",4.84340635505454e-05,"PreDrought","Site1","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"29","x1067","X3300045467.Pre_drought_6hr",4.82394174344196e-05,"PreDrought","Site2","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"242","x1554","X3300045473.Drought_48_hr",4.81097406845543e-05,"Drought","Site2","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"518","x1764","X3300048094.Pre_Drought_48hr",4.80128977805406e-05,"PreDrought","Site1","48hr","PreDrought_48hr","Archaea","Phylum < 2%"
"1330","x3176","X3300048099.Pre_drought_0hr",4.79124839840931e-05,"PreDrought","Site1","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"2497","x930","X3300045459.Drought_6hr",4.75616614445248e-05,"Drought","Site1","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"234","x1554","X3300045471.Drought_6hr",4.68721257658728e-05,"Drought","Site3","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"1098","x3153","X3300048093.Pre_drought_6hr",4.65467511407855e-05,"PreDrought","Site1","6hr","PreDrought_6hr","Archaea","Phylum < 2%"
"35","x1067","X3300044945.Drought_6hr",4.64588570143093e-05,"Drought","Site3","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"1878","x501","X3300048099.Pre_drought_0hr",4.63669199846062e-05,"PreDrought","Site1","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"2058","x529","X3300048094.Pre_Drought_48hr",4.63282347005217e-05,"PreDrought","Site1","48hr","PreDrought_48hr","Archaea","Phylum < 2%"
"2528","x992","X3300045461.Pre_drought_0hr",4.62901213742674e-05,"PreDrought","Site2","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"2023","x514","X3300045468.Pre_Drought_48hr",4.59534280636343e-05,"PreDrought","Site2","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"1856","x501","X3300045469.Drought_0hr",4.58650515645486e-05,"Drought","Site2","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"5","x1067","X3300044944.Pre_drought_0hr",4.56436233663752e-05,"PreDrought","Site3","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"2464","x910","X3300045458.Pre_Drought_48hr",4.50638045243553e-05,"PreDrought","Site1","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"30","x1067","X3300045458.Pre_Drought_48hr",4.48106370832073e-05,"PreDrought","Site1","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"28","x1067","X3300045472.Drought_48_hr",4.45781039923057e-05,"Drought","Site3","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"1889","x501","X3300045472.Drought_48_hr",4.45781039923057e-05,"Drought","Site3","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"1861","x501","X3300045461.Pre_drought_0hr",4.43286755533239e-05,"PreDrought","Site2","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"2048","x529","X3300044943.Pre_Drought_48hr",4.41371783503128e-05,"PreDrought","Site3","48hr","PreDrought_48hr","Archaea","Phylum < 2%"
"1061","x3152","X3300048092.Pre_drought_0hr",4.38897685760608e-05,"PreDrought","Site1","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"1873","x501","X3300045471.Drought_6hr",4.37767967058624e-05,"Drought","Site3","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"1783","x481","X3300044943.Pre_Drought_48hr",4.36913482659662e-05,"PreDrought","Site3","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"1988","x513","X3300048099.Pre_drought_0hr",4.32757919856324e-05,"PreDrought","Site1","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"2533","x992","X3300048095.Drought_6hr",4.31035721367015e-05,"Drought","Site1","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"1879","x501","X3300048092.Pre_drought_0hr",4.27546883542661e-05,"PreDrought","Site1","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"2551","x992","X3300049512.Drought_0hr",4.23389308393565e-05,"Drought","Site3","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"2324","x579","X3300048100.Pre_drought_6hr",4.17956298190921e-05,"PreDrought","Site1","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"227","x1554","X3300045458.Pre_Drought_48hr",4.17726277894305e-05,"PreDrought","Site1","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"1627","x3263","X3300048093.Pre_drought_6hr",4.16060345392496e-05,"PreDrought","Site1","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"87","x1131","X3300044945.Drought_6hr",4.15684510128031e-05,"Drought","Site3","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"1863","x501","X3300048093.Pre_drought_6hr",4.13459968233793e-05,"PreDrought","Site1","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"1874","x501","X3300049511.Drought_6hr",4.11131600744432e-05,"Drought","Site2","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"519","x1764","X3300044943.Pre_Drought_48hr",4.10163677598866e-05,"PreDrought","Site3","48hr","PreDrought_48hr","Archaea","Phylum < 2%"
"1769","x481","X3300048094.Pre_Drought_48hr",4.085307969046e-05,"PreDrought","Site1","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"10","x1067","X3300045461.Pre_drought_0hr",4.07980730756255e-05,"PreDrought","Site2","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"1619","x3263","X3300048100.Pre_drought_6hr",4.06761040203664e-05,"PreDrought","Site1","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"2424","x744","X3300048094.Pre_Drought_48hr",4.04319139204553e-05,"PreDrought","Site1","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"1890","x501","X3300049512.Drought_0hr",4.04144339830221e-05,"Drought","Site3","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"502","x1764","X3300045472.Drought_48_hr",4.03726224835976e-05,"Drought","Site3","48hr","Drought_48hr","Archaea","Phylum < 2%"
"919","x2910","X3300048094.Pre_Drought_48hr",4.00107481504505e-05,"PreDrought","Site1","48hr","PreDrought_48hr","Archaea","Phylum < 2%"
"2544","x992","X3300045465.Drought_48_hr",3.98224755956342e-05,"Drought","Site2","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"493","x1764","X3300045471.Drought_6hr",3.97970879144203e-05,"Drought","Site3","6hr","Drought_6hr","Archaea","Phylum < 2%"
"625","x2123","X3300048053.Pre_Drought_48hr",3.97293109613169e-05,"PreDrought","Site3","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"1885","x501","X3300048053.Pre_Drought_48hr",3.97293109613169e-05,"PreDrought","Site3","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"25","x1067","X3300049557.Drought_48_hr",3.92026728492779e-05,"Drought","Site3","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"219","x1554","X3300044945.Drought_6hr",3.912324801205e-05,"Drought","Site3","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"2540","x992","X3300048096.Drought_48_hr",3.91052450247004e-05,"Drought","Site1","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"1119","x3153","X3300048092.Pre_drought_0hr",3.89710876149505e-05,"PreDrought","Site1","0hr","PreDrought_0hr","Archaea","Phylum < 2%"
"11","x1067","X3300045464.Drought_0hr",3.89300493056026e-05,"Drought","Site2","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"1867","x501","X3300044942.Pre_drought_6hr",3.8892445103757e-05,"PreDrought","Site3","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"925","x2910","X3300045466.Pre_drought_0hr",3.86471651844252e-05,"PreDrought","Site2","0hr","PreDrought_0hr","Archaea","Phylum < 2%"
"2031","x529","X3300045459.Drought_6hr",3.85635092793444e-05,"Drought","Site1","6hr","Drought_6hr","Archaea","Phylum < 2%"
"1866","x501","X3300048052.Pre_drought_0hr",3.79444240668834e-05,"PreDrought","Site3","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"226","x1554","X3300045469.Drought_0hr",3.79151092933602e-05,"Drought","Site2","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"799","x2733","X3300045466.Pre_drought_0hr",3.7726994584796e-05,"PreDrought","Site2","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"2451","x910","X3300045461.Pre_drought_0hr",3.76597597621159e-05,"PreDrought","Site2","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"867","x2786","X3300045468.Pre_Drought_48hr",3.72595362678116e-05,"PreDrought","Site2","48hr","PreDrought_48hr","Archaea","Phylum < 2%"
"2462","x910","X3300045460.Drought_48_hr",3.71506511978431e-05,"Drought","Site1","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"517","x1764","X3300049512.Drought_0hr",3.65654402703533e-05,"Drought","Site3","0hr","Drought_0hr","Archaea","Phylum < 2%"
"1011","x3044","X3300045473.Drought_48_hr",3.6279476581795e-05,"Drought","Site2","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"16","x1067","X3300045470.Drought_6hr",3.6241178648403e-05,"Drought","Site2","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"2536","x992","X3300045473.Drought_48_hr",3.58851344450364e-05,"Drought","Site2","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"1888","x501","X3300044945.Drought_6hr",3.58629773443791e-05,"Drought","Site3","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"80","x1131","X3300045461.Pre_drought_0hr",3.56983139411723e-05,"PreDrought","Site2","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"2009","x514","X3300045473.Drought_48_hr",3.54907923082778e-05,"Drought","Site2","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"1014","x3044","X3300048092.Pre_drought_0hr",3.51874868756349e-05,"PreDrought","Site1","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"1864","x501","X3300045463.Pre_Drought_48hr",3.48174129451141e-05,"PreDrought","Site2","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"1872","x501","X3300045468.Pre_Drought_48hr",3.47755671832908e-05,"PreDrought","Site2","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"2440","x744","X3300045463.Pre_Drought_48hr",3.4565112851309e-05,"PreDrought","Site2","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"99","x1131","X3300048099.Pre_drought_0hr",3.45175959885402e-05,"PreDrought","Site1","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"2061","x529","X3300045472.Drought_48_hr",3.44849483714063e-05,"Drought","Site3","48hr","Drought_48hr","Archaea","Phylum < 2%"
"2333","x579","X3300045472.Drought_48_hr",3.44849483714063e-05,"Drought","Site3","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"2317","x579","X3300045471.Drought_6hr",3.40486196601152e-05,"Drought","Site3","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"1821","x500","X3300045466.Pre_drought_0hr",3.40463121862793e-05,"PreDrought","Site2","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"1881","x501","X3300045462.Pre_drought_6hr",3.38172613904305e-05,"PreDrought","Site2","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"1312","x3176","X3300045464.Drought_0hr",3.37162034164594e-05,"Drought","Site2","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"495","x1764","X3300044942.Pre_drought_6hr",3.36846248192083e-05,"PreDrought","Site3","6hr","PreDrought_6hr","Archaea","Phylum < 2%"
"1877","x501","X3300049557.Drought_48_hr",3.36811696310697e-05,"Drought","Site3","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"2526","x992","X3300045471.Drought_6hr",3.36064297943994e-05,"Drought","Site3","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"2312","x579","X3300048093.Pre_drought_6hr",3.32848276313997e-05,"PreDrought","Site1","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"1071","x3152","X3300048053.Pre_Drought_48hr",3.31077591344307e-05,"PreDrought","Site3","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"1290","x3173","X3300048053.Pre_Drought_48hr",3.31077591344307e-05,"PreDrought","Site3","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"2523","x992","X3300048053.Pre_Drought_48hr",3.31077591344307e-05,"PreDrought","Site3","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"1862","x501","X3300045458.Pre_Drought_48hr",3.29117673492483e-05,"PreDrought","Site1","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"235","x1554","X3300049512.Drought_0hr",3.27164465576846e-05,"Drought","Site3","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"2519","x930","X3300049512.Drought_0hr",3.27164465576846e-05,"Drought","Site3","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"1884","x501","X3300048095.Drought_6hr",3.25671433921745e-05,"Drought","Site1","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"2552","x992","X3300045467.Pre_drought_6hr",3.2275293679144e-05,"PreDrought","Site2","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"2013","x514","X3300048095.Drought_6hr",3.22478576726434e-05,"Drought","Site1","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"95","x1131","X3300049557.Drought_48_hr",3.20247186656073e-05,"Drought","Site3","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"1079","x3152","X3300048099.Pre_drought_0hr",3.19416559893954e-05,"PreDrought","Site1","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"2429","x744","X3300048096.Drought_48_hr",3.16887330372572e-05,"Drought","Site1","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"34","x1067","X3300045473.Drought_48_hr",3.15473709406913e-05,"Drought","Site2","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"1415","x3211","X3300048054.Drought_0hr",3.13937243944935e-05,"Drought","Site3","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"2065","x529","X3300048054.Drought_0hr",3.13937243944935e-05,"Drought","Site3","0hr","Drought_0hr","Archaea","Phylum < 2%"
"2432","x744","X3300045467.Pre_drought_6hr",3.08871090047722e-05,"PreDrought","Site2","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"2421","x744","X3300044944.Pre_drought_0hr",3.07216695735218e-05,"PreDrought","Site3","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"98","x1131","X3300045472.Drought_48_hr",3.0700015013569e-05,"Drought","Site3","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"104","x1131","X3300048092.Pre_drought_0hr",3.06471659884562e-05,"PreDrought","Site1","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"2002","x514","X3300045458.Pre_Drought_48hr",3.03800929377676e-05,"PreDrought","Site1","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"1614","x3263","X3300048094.Pre_Drought_48hr",3.03239354403414e-05,"PreDrought","Site1","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"2422","x744","X3300048100.Pre_drought_6hr",3.02271965655934e-05,"PreDrought","Site1","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"2032","x529","X3300044942.Pre_drought_6hr",3.00280701513337e-05,"PreDrought","Site3","6hr","PreDrought_6hr","Archaea","Phylum < 2%"
"1","x1067","X3300045469.Drought_0hr",2.99651670221718e-05,"Drought","Site2","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"1773","x481","X3300048092.Pre_drought_0hr",2.98904458405931e-05,"PreDrought","Site1","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"794","x2733","X3300048099.Pre_drought_0hr",2.98809039900795e-05,"PreDrought","Site1","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"2448","x744","X3300045468.Pre_Drought_48hr",2.98076290142493e-05,"PreDrought","Site2","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"503","x1764","X3300045458.Pre_Drought_48hr",2.96205906143235e-05,"PreDrought","Site1","48hr","PreDrought_48hr","Archaea","Phylum < 2%"
"934","x2910","X3300048100.Pre_drought_6hr",2.91076707668677e-05,"PreDrought","Site1","6hr","PreDrought_6hr","Archaea","Phylum < 2%"
"938","x2910","X3300045463.Pre_Drought_48hr",2.90145107875951e-05,"PreDrought","Site2","48hr","PreDrought_48hr","Archaea","Phylum < 2%"
"2316","x579","X3300044944.Pre_drought_0hr",2.8966145597892e-05,"PreDrought","Site3","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"1997","x514","X3300045459.Drought_6hr",2.89226319595083e-05,"Drought","Site1","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"2433","x744","X3300044945.Drought_6hr",2.85273683421198e-05,"Drought","Site3","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"2101","x537","X3300045459.Drought_6hr",2.82799068048526e-05,"Drought","Site1","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"2470","x910","X3300049557.Drought_48_hr",2.81596664128616e-05,"Drought","Site3","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"522","x1764","X3300048099.Pre_drought_0hr",2.78201519907637e-05,"PreDrought","Site1","0hr","PreDrought_0hr","Archaea","Phylum < 2%"
"785","x2733","X3300045464.Drought_0hr",2.78071780754304e-05,"Drought","Site2","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"939","x2910","X3300045458.Pre_Drought_48hr",2.75952510851389e-05,"PreDrought","Site1","48hr","PreDrought_48hr","Archaea","Phylum < 2%"
"852","x2786","X3300045465.Drought_48_hr",2.72469569864866e-05,"Drought","Site2","48hr","Drought_48hr","Archaea","Phylum < 2%"
"2335","x579","X3300048092.Pre_drought_0hr",2.72419253230722e-05,"PreDrought","Site1","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"2064","x529","X3300048095.Drought_6hr",2.68200004406143e-05,"Drought","Site1","6hr","Drought_6hr","Archaea","Phylum < 2%"
"506","x1764","X3300048093.Pre_drought_6hr",2.65238470187716e-05,"PreDrought","Site1","6hr","PreDrought_6hr","Archaea","Phylum < 2%"
"7","x1067","X3300048053.Pre_Drought_48hr",2.64862073075446e-05,"PreDrought","Site3","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"2445","x744","X3300045471.Drought_6hr",2.60892020772311e-05,"Drought","Site3","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"2554","x992","X3300044945.Drought_6hr",2.60821653413666e-05,"Drought","Site3","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"245","x1554","X3300045468.Pre_Drought_48hr",2.60816753874681e-05,"PreDrought","Site2","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"2507","x930","X3300045473.Drought_48_hr",2.60265810260704e-05,"Drought","Site2","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"781","x2733","X3300044943.Pre_Drought_48hr",2.58581448921024e-05,"PreDrought","Site3","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"523","x1764","X3300049511.Drought_6hr",2.55185131496544e-05,"Drought","Site2","6hr","Drought_6hr","Archaea","Phylum < 2%"
"1944","x509","X3300044944.Pre_drought_0hr",2.54550976466323e-05,"PreDrought","Site3","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"1401","x3211","X3300048052.Pre_drought_0hr",2.52962827112556e-05,"PreDrought","Site3","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"1935","x509","X3300048052.Pre_drought_0hr",2.52962827112556e-05,"PreDrought","Site3","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"2021","x514","X3300045462.Pre_drought_6hr",2.5225849037186e-05,"PreDrought","Site2","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"916","x2910","X3300045471.Drought_6hr",2.52048223457996e-05,"Drought","Site3","6hr","Drought_6hr","Archaea","Phylum < 2%"
"2042","x529","X3300045465.Drought_48_hr",2.51510372182953e-05,"Drought","Site2","48hr","Drought_48hr","Archaea","Phylum < 2%"
"1316","x3176","X3300045463.Pre_Drought_48hr",2.47254091929071e-05,"PreDrought","Site2","48hr","PreDrought_48hr","Bacteria","Phylum < 2%"
"782","x2733","X3300048093.Pre_drought_6hr",2.47035830076794e-05,"PreDrought","Site1","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"1778","x481","X3300045467.Pre_drought_6hr",2.46402779700992e-05,"PreDrought","Site2","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"1001","x3044","X3300045465.Drought_48_hr",2.46270572762475e-05,"Drought","Site2","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"214","x1554","X3300049557.Drought_48_hr",2.42946141601159e-05,"Drought","Site3","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"1777","x481","X3300048096.Drought_48_hr",2.4272221049814e-05,"Drought","Site1","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"2419","x744","X3300045470.Drought_6hr",2.4160785765602e-05,"Drought","Site2","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"1771","x481","X3300045461.Pre_drought_0hr",2.39296390155111e-05,"PreDrought","Site2","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"524","x1764","X3300048092.Pre_drought_0hr",2.38366846576882e-05,"PreDrought","Site1","0hr","PreDrought_0hr","Archaea","Phylum < 2%"
"2442","x744","X3300045462.Pre_drought_6hr",2.37634809770593e-05,"PreDrought","Site2","6hr","PreDrought_6hr","Bacteria","Phylum < 2%"
"737","x2647","X3300048051.Drought_0hr",2.32346056216128e-05,"Drought","Site1","0hr","Drought_0hr","Bacteria","Phylum < 2%"
"2247","x562","X3300045466.Pre_drought_0hr",2.30042649907293e-05,"PreDrought","Site2","0hr","PreDrought_0hr","Bacteria","Phylum < 2%"
"6","x1067","X3300048095.Drought_6hr",2.29885718062408e-05,"Drought","Site1","6hr","Drought_6hr","Bacteria","Phylum < 2%"
"2344","x579","X3300048096.Drought_48_hr",2.29237643248243e-05,"Drought","Site1","48hr","Drought_48hr","Bacteria","Phylum < 2%"
"504","x1764","X3300045462.Pre_drought_6hr",2.28495009394801e-05,"PreDrought","Site2","6hr","PreDrought_6hr","Archaea","Phylum < 2%"
