"","OTU","Sample","Abundance","Condition","Site","Time","Condition_time","Condition_site","Kingdom","Phylum"
"926","x3005","X3300045968_PreDrought_Site3_48hr",0.00022267273852418,"PreDrought","Site3","48hr","PreDrought_48hr","PreDrought_Site3","Bacteria","Phylum < 2%"
"855","x2849","X3300045967_PreDrought_Site3_6hr",0.000222400480537107,"PreDrought","Site3","6hr","PreDrought_6hr","PreDrought_Site3","Archaea","Phylum < 2%"
"1769","x834","X3300045934_PreDrought_Site3_6hr",0.000222004321046922,"PreDrought","Site3","6hr","PreDrought_6hr","PreDrought_Site3","Bacteria","Phylum < 2%"
"1766","x834","X3300045933_PreDrought_Site2_48hr",0.00022172940254184,"PreDrought","Site2","48hr","PreDrought_48hr","PreDrought_Site2","Bacteria","Phylum < 2%"
"1131","x509","X3300045966_PreDrought_Site3_0hr",0.000220506172482407,"PreDrought","Site3","0hr","PreDrought_0hr","PreDrought_Site3","Bacteria","Phylum < 2%"
"929","x3005","X3300045910_PreDrought_Site1_0hr",0.000219301313922075,"PreDrought","Site1","0hr","PreDrought_0hr","PreDrought_Site1","Bacteria","Phylum < 2%"
"632","x2164","X3300049730_PreDrought_Site1_6hr",0.000219243234898998,"PreDrought","Site1","6hr","PreDrought_6hr","PreDrought_Site1","Bacteria","Phylum < 2%"
"1145","x509","X3300045968_PreDrought_Site3_48hr",0.000218254628632828,"PreDrought","Site3","48hr","PreDrought_48hr","PreDrought_Site3","Bacteria","Phylum < 2%"
"1144","x509","X3300045955_Drought_Site3_0hr",0.000218191055035166,"Drought","Site3","0hr","Drought_0hr","Drought_Site3","Bacteria","Phylum < 2%"
"919","x3005","X3300046482_Drought_Site3_6hr",0.000217400019118867,"Drought","Site3","6hr","Drought_6hr","Drought_Site3","Bacteria","Phylum < 2%"
"1342","x544","X3300045965_PreDrought_Site3_48hr",0.000216999796705454,"PreDrought","Site3","48hr","PreDrought_48hr","PreDrought_Site3","Bacteria","Phylum < 2%"
"902","x3005","X3300045933_PreDrought_Site2_48hr",0.000216994966900377,"PreDrought","Site2","48hr","PreDrought_48hr","PreDrought_Site2","Bacteria","Phylum < 2%"
"644","x2164","X3300045910_PreDrought_Site1_0hr",0.000216259686821907,"PreDrought","Site1","0hr","PreDrought_0hr","PreDrought_Site1","Bacteria","Phylum < 2%"
"1777","x834","X3300045931_Drought_Site2_0hr",0.000215740479855828,"Drought","Site2","0hr","Drought_0hr","Drought_Site2","Bacteria","Phylum < 2%"
"861","x2849","X3300045966_PreDrought_Site3_0hr",0.000215622730843104,"PreDrought","Site3","0hr","PreDrought_0hr","PreDrought_Site3","Archaea","Phylum < 2%"
"1150","x509","X3300045947_Drought_Site3_6hr",0.000213855065687787,"Drought","Site3","6hr","Drought_6hr","Drought_Site3","Bacteria","Phylum < 2%"
"1355","x544","X3300045946_Drought_Site3_48hr",0.000213540683109806,"Drought","Site3","48hr","Drought_48hr","Drought_Site3","Bacteria","Phylum < 2%"
"844","x2849","X3300045928_PreDrought_Site1_0hr",0.000213382512922026,"PreDrought","Site1","0hr","PreDrought_0hr","PreDrought_Site1","Archaea","Phylum < 2%"
"1336","x544","X3300045964_Drought_Site1_6hr",0.000212218894531838,"Drought","Site1","6hr","Drought_6hr","Drought_Site1","Bacteria","Phylum < 2%"
"1135","x509","X3300049731_Drought_Site1_48hr",0.000211765938087102,"Drought","Site1","48hr","Drought_48hr","Drought_Site1","Bacteria","Phylum < 2%"
"1780","x834","X3300045936_Drought_Site2_0hr",0.00021172370653349,"Drought","Site2","0hr","Drought_0hr","Drought_Site2","Bacteria","Phylum < 2%"
"906","x3005","X3300045932_PreDrought_Site2_6hr",0.00021141110342263,"PreDrought","Site2","6hr","PreDrought_6hr","PreDrought_Site2","Bacteria","Phylum < 2%"
"1789","x834","X3300045884_Drought_Site1_6hr",0.000210840733126142,"Drought","Site1","6hr","Drought_6hr","Drought_Site1","Bacteria","Phylum < 2%"
"614","x2164","X3300045928_PreDrought_Site1_0hr",0.000210207177908305,"PreDrought","Site1","0hr","PreDrought_0hr","PreDrought_Site1","Bacteria","Phylum < 2%"
"1770","x834","X3300045930_PreDrought_Site2_6hr",0.000210185889494573,"PreDrought","Site2","6hr","PreDrought_6hr","PreDrought_Site2","Bacteria","Phylum < 2%"
"1772","x834","X3300045945_PreDrought_Site3_0hr",0.000210184896334597,"PreDrought","Site3","0hr","PreDrought_0hr","PreDrought_Site3","Bacteria","Phylum < 2%"
"1117","x509","X3300045946_Drought_Site3_48hr",0.000209741026826713,"Drought","Site3","48hr","Drought_48hr","Drought_Site3","Bacteria","Phylum < 2%"
"860","x2849","X3300045926_Drought_Site2_48hr",0.000209665305169179,"Drought","Site2","48hr","Drought_48hr","Drought_Site2","Archaea","Phylum < 2%"
"1768","x834","X3300045947_Drought_Site3_6hr",0.000209610614002381,"Drought","Site3","6hr","Drought_6hr","Drought_Site3","Bacteria","Phylum < 2%"
"1787","x834","X3300045940_Drought_Site1_0hr",0.000209609103856509,"Drought","Site1","0hr","Drought_0hr","Drought_Site1","Bacteria","Phylum < 2%"
"836","x2849","X3300045953_Drought_Site3_48hr",0.000209227436739469,"Drought","Site3","48hr","Drought_48hr","Drought_Site3","Archaea","Phylum < 2%"
"1781","x834","X3300045927_Drought_Site2_6hr",0.000208892256650761,"Drought","Site2","6hr","Drought_6hr","Drought_Site2","Bacteria","Phylum < 2%"
"1139","x509","X3300045944_PreDrought_Site2_48hr",0.000208484241705614,"PreDrought","Site2","48hr","PreDrought_48hr","PreDrought_Site2","Bacteria","Phylum < 2%"
"853","x2849","X3300045945_PreDrought_Site3_0hr",0.000207340288715031,"PreDrought","Site3","0hr","PreDrought_0hr","PreDrought_Site3","Archaea","Phylum < 2%"
"1357","x544","X3300049732_PreDrought_0hr",0.000207317236045395,"PreDrought","Site2","0hr","PreDrought_0hr","PreDrought_Site2","Bacteria","Phylum < 2%"
"843","x2849","X3300045931_Drought_Site2_0hr",0.00020723336314227,"Drought","Site2","0hr","Drought_0hr","Drought_Site2","Archaea","Phylum < 2%"
"864","x2849","X3300045955_Drought_Site3_0hr",0.000207064396756009,"Drought","Site3","0hr","Drought_0hr","Drought_Site3","Archaea","Phylum < 2%"
"1148","x509","X3300045930_PreDrought_Site2_6hr",0.000207060448758594,"PreDrought","Site2","6hr","PreDrought_6hr","PreDrought_Site2","Bacteria","Phylum < 2%"
"831","x2849","X3300045978_Drought_Site1_48hr",0.00020687462999892,"Drought","Site1","48hr","Drought_48hr","Drought_Site1","Archaea","Phylum < 2%"
"280","x1588","X3300045927_Drought_Site2_6hr",0.000205541043977219,"Drought","Site2","6hr","Drought_6hr","Drought_Site2","Bacteria","Phylum < 2%"
"862","x2849","X3300045947_Drought_Site3_6hr",0.000204060177183003,"Drought","Site3","6hr","Drought_6hr","Drought_Site3","Archaea","Phylum < 2%"
"1143","x509","X3300045964_Drought_Site1_6hr",0.000203673167235254,"Drought","Site1","6hr","Drought_6hr","Drought_Site1","Bacteria","Phylum < 2%"
"627","x2164","X3300045932_PreDrought_Site2_6hr",0.000202652074655591,"PreDrought","Site2","6hr","PreDrought_6hr","PreDrought_Site2","Bacteria","Phylum < 2%"
"1366","x544","X3300045932_PreDrought_Site2_6hr",0.000202652074655591,"PreDrought","Site2","6hr","PreDrought_6hr","PreDrought_Site2","Bacteria","Phylum < 2%"
"936","x3005","X3300045936_Drought_Site2_0hr",0.000202538296271734,"Drought","Site2","0hr","Drought_0hr","Drought_Site2","Bacteria","Phylum < 2%"
"835","x2849","X3300045975_PreDrought_Site1_6hr",0.000202311033921177,"PreDrought","Site1","6hr","PreDrought_6hr","PreDrought_Site1","Archaea","Phylum < 2%"
"1348","x544","X3300045966_PreDrought_Site3_0hr",0.000202099353995801,"PreDrought","Site3","0hr","PreDrought_0hr","PreDrought_Site3","Bacteria","Phylum < 2%"
"1364","x544","X3300045953_Drought_Site3_48hr",0.000201625747861392,"Drought","Site3","48hr","Drought_48hr","Drought_Site3","Bacteria","Phylum < 2%"
"642","x2164","X3300045929_PreDrought_Site1_48hr",0.000201394420688949,"PreDrought","Site1","48hr","PreDrought_48hr","PreDrought_Site1","Bacteria","Phylum < 2%"
"833","x2849","X3300049732_PreDrought_0hr",0.000200335835710045,"PreDrought","Site2","0hr","PreDrought_0hr","PreDrought_Site2","Archaea","Phylum < 2%"
"256","x1588","X3300045936_Drought_Site2_0hr",0.000199323402680119,"Drought","Site2","0hr","Drought_0hr","Drought_Site2","Bacteria","Phylum < 2%"
"1783","x834","X3300045975_PreDrought_Site1_6hr",0.000199245715225402,"PreDrought","Site1","6hr","PreDrought_6hr","PreDrought_Site1","Bacteria","Phylum < 2%"
"845","x2849","X3300045933_PreDrought_Site2_48hr",0.000198451760637981,"PreDrought","Site2","48hr","PreDrought_48hr","PreDrought_Site2","Archaea","Phylum < 2%"
"1788","x834","X3300045946_Drought_Site3_48hr",0.000198342057977435,"Drought","Site3","48hr","Drought_48hr","Drought_Site3","Bacteria","Phylum < 2%"
"1129","x509","X3300045965_PreDrought_Site3_48hr",0.000198073498646933,"PreDrought","Site3","48hr","PreDrought_48hr","PreDrought_Site3","Bacteria","Phylum < 2%"
"1141","x509","X3300049733_Drought_Site2_48hr",0.000197983825886036,"Drought","Site2","48hr","Drought_48hr","Drought_Site2","Bacteria","Phylum < 2%"
"1771","x834","X3300045932_PreDrought_Site2_6hr",0.000197874422600842,"PreDrought","Site2","6hr","PreDrought_6hr","PreDrought_Site2","Bacteria","Phylum < 2%"
"1118","x509","X3300045884_Drought_Site1_6hr",0.000197805757353274,"Drought","Site1","6hr","Drought_6hr","Drought_Site1","Bacteria","Phylum < 2%"
"1347","x544","X3300045941_PreDrought_Site2_0hr",0.000196798719765889,"PreDrought","Site2","0hr","PreDrought_0hr","PreDrought_Site2","Bacteria","Phylum < 2%"
"1767","x834","X3300045941_PreDrought_Site2_0hr",0.000195851053378573,"PreDrought","Site2","0hr","PreDrought_0hr","PreDrought_Site2","Bacteria","Phylum < 2%"
"1125","x509","X3300045941_PreDrought_Site2_0hr",0.000193955720603941,"PreDrought","Site2","0hr","PreDrought_0hr","PreDrought_Site2","Bacteria","Phylum < 2%"
"1800","x834","X3300045955_Drought_Site3_0hr",0.000192952537475128,"Drought","Site3","0hr","Drought_0hr","Drought_Site3","Bacteria","Phylum < 2%"
"842","x2849","X3300045936_Drought_Site2_0hr",0.000192893615496889,"Drought","Site2","0hr","Drought_0hr","Drought_Site2","Archaea","Phylum < 2%"
"848","x2849","X3300045946_Drought_Site3_48hr",0.000192642573552796,"Drought","Site3","48hr","Drought_48hr","Drought_Site3","Archaea","Phylum < 2%"
"1334","x544","X3300046482_Drought_Site3_6hr",0.000192422144581806,"Drought","Site3","6hr","Drought_6hr","Drought_Site3","Bacteria","Phylum < 2%"
"1775","x834","X3300045920_PreDrought_Site1_48hr",0.000190020916252397,"PreDrought","Site1","48hr","PreDrought_48hr","PreDrought_Site1","Bacteria","Phylum < 2%"
"1774","x834","X3300046482_Drought_Site3_6hr",0.000189955194010244,"Drought","Site3","6hr","Drought_6hr","Drought_Site3","Bacteria","Phylum < 2%"
"1791","x834","X3300045926_Drought_Site2_48hr",0.00018976037113413,"Drought","Site2","48hr","Drought_48hr","Drought_Site2","Bacteria","Phylum < 2%"
"1786","x834","X3300045965_PreDrought_Site3_48hr",0.000189589296068975,"PreDrought","Site3","48hr","PreDrought_48hr","PreDrought_Site3","Bacteria","Phylum < 2%"
"1137","x509","X3300045967_PreDrought_Site3_6hr",0.00018894536551614,"PreDrought","Site3","6hr","PreDrought_6hr","PreDrought_Site3","Bacteria","Phylum < 2%"
"1368","x544","X3300045975_PreDrought_Site1_6hr",0.000188787569086874,"PreDrought","Site1","6hr","PreDrought_6hr","PreDrought_Site1","Bacteria","Phylum < 2%"
"1132","x509","X3300045936_Drought_Site2_0hr",0.000188760180879099,"Drought","Site2","0hr","Drought_0hr","Drought_Site2","Bacteria","Phylum < 2%"
"851","x2849","X3300049733_Drought_Site2_48hr",0.000188434017813886,"Drought","Site2","48hr","Drought_48hr","Drought_Site2","Archaea","Phylum < 2%"
"1197","x516","X3300049734_Drought_Site3_0hr",0.000186751795690343,"Drought","Site3","0hr","Drought_0hr","Drought_Site3","Bacteria","Phylum < 2%"
"841","x2849","X3300045930_PreDrought_Site2_6hr",0.000186745083974732,"PreDrought","Site2","6hr","PreDrought_6hr","PreDrought_Site2","Archaea","Phylum < 2%"
"1126","x509","X3300045945_PreDrought_Site3_0hr",0.000185531630298358,"PreDrought","Site3","0hr","PreDrought_0hr","PreDrought_Site3","Bacteria","Phylum < 2%"
"1779","x834","X3300045978_Drought_Site1_48hr",0.000184930972089734,"Drought","Site1","48hr","Drought_48hr","Drought_Site1","Bacteria","Phylum < 2%"
"1147","x509","X3300045927_Drought_Site2_6hr",0.000184689054008516,"Drought","Site2","6hr","Drought_6hr","Drought_Site2","Bacteria","Phylum < 2%"
"838","x2849","X3300045932_PreDrought_Site2_6hr",0.000183939604107825,"PreDrought","Site2","6hr","PreDrought_6hr","PreDrought_Site2","Archaea","Phylum < 2%"
"1360","x544","X3300045952_Drought_Site2_6hr",0.000183351969555911,"Drought","Site2","6hr","Drought_6hr","Drought_Site2","Bacteria","Phylum < 2%"
"1358","x544","X3300045928_PreDrought_Site1_0hr",0.00018321683029168,"PreDrought","Site1","0hr","PreDrought_0hr","PreDrought_Site1","Bacteria","Phylum < 2%"
"259","x1588","X3300045933_PreDrought_Site2_48hr",0.000183064844803227,"PreDrought","Site2","48hr","PreDrought_48hr","PreDrought_Site2","Bacteria","Phylum < 2%"
"1340","x544","X3300045920_PreDrought_Site1_48hr",0.000183045111691002,"PreDrought","Site1","48hr","PreDrought_48hr","PreDrought_Site1","Bacteria","Phylum < 2%"
"852","x2849","X3300045941_PreDrought_Site2_0hr",0.000182583723956153,"PreDrought","Site2","0hr","PreDrought_0hr","PreDrought_Site2","Archaea","Phylum < 2%"
"1361","x544","X3300045945_PreDrought_Site3_0hr",0.000181106685112367,"PreDrought","Site3","0hr","PreDrought_0hr","PreDrought_Site3","Bacteria","Phylum < 2%"
"1335","x544","X3300045977_Drought_Site1_0hr",0.00018101022455364,"Drought","Site1","0hr","Drought_0hr","Drought_Site1","Bacteria","Phylum < 2%"
"1353","x544","X3300045930_PreDrought_Site2_6hr",0.000180884882594772,"PreDrought","Site2","6hr","PreDrought_6hr","PreDrought_Site2","Bacteria","Phylum < 2%"
"1776","x834","X3300049733_Drought_Site2_48hr",0.00017958297618604,"Drought","Site2","48hr","Drought_48hr","Drought_Site2","Bacteria","Phylum < 2%"
"1797","x834","X3300049734_Drought_Site3_0hr",0.000179569034317638,"Drought","Site3","0hr","Drought_0hr","Drought_Site3","Bacteria","Phylum < 2%"
"264","x1588","X3300045941_PreDrought_Site2_0hr",0.000178477169611119,"PreDrought","Site2","0hr","PreDrought_0hr","PreDrought_Site2","Bacteria","Phylum < 2%"
"846","x2849","X3300045944_PreDrought_Site2_48hr",0.000177629727372972,"PreDrought","Site2","48hr","PreDrought_48hr","PreDrought_Site2","Archaea","Phylum < 2%"
"1359","x544","X3300049734_Drought_Site3_0hr",0.000177573822825219,"Drought","Site3","0hr","Drought_0hr","Drought_Site3","Bacteria","Phylum < 2%"
"1133","x509","X3300046482_Drought_Site3_6hr",0.000176386965866655,"Drought","Site3","6hr","Drought_6hr","Drought_Site3","Bacteria","Phylum < 2%"
"863","x2849","X3300045952_Drought_Site2_6hr",0.000175963158842463,"Drought","Site2","6hr","Drought_6hr","Drought_Site2","Archaea","Phylum < 2%"
"1778","x834","X3300045953_Drought_Site3_48hr",0.000175562814565125,"Drought","Site3","48hr","Drought_48hr","Drought_Site3","Bacteria","Phylum < 2%"
"951","x3114","X3300045934_PreDrought_Site3_6hr",0.000175518093352165,"PreDrought","Site3","6hr","PreDrought_6hr","PreDrought_Site3","Bacteria","Phylum < 2%"
"1341","x544","X3300049733_Drought_Site2_48hr",0.000175390377520218,"Drought","Site2","48hr","Drought_48hr","Drought_Site2","Bacteria","Phylum < 2%"
"1339","x544","X3300045931_Drought_Site2_0hr",0.000175246604299293,"Drought","Site2","0hr","Drought_0hr","Drought_Site2","Bacteria","Phylum < 2%"
"1344","x544","X3300045929_PreDrought_Site1_48hr",0.000173970499573858,"PreDrought","Site1","48hr","PreDrought_48hr","PreDrought_Site1","Bacteria","Phylum < 2%"
"268","x1588","X3300049734_Drought_Site3_0hr",0.000173782920989625,"Drought","Site3","0hr","Drought_0hr","Drought_Site3","Bacteria","Phylum < 2%"
"962","x3114","X3300045952_Drought_Site2_6hr",0.000173773881594035,"Drought","Site2","6hr","Drought_6hr","Drought_Site2","Bacteria","Phylum < 2%"
"1142","x509","X3300049732_PreDrought_0hr",0.00017332085180369,"PreDrought","Site2","0hr","PreDrought_0hr","PreDrought_Site2","Bacteria","Phylum < 2%"
"849","x2849","X3300045929_PreDrought_Site1_48hr",0.000173113502039011,"PreDrought","Site1","48hr","PreDrought_48hr","PreDrought_Site1","Archaea","Phylum < 2%"
"267","x1588","X3300045930_PreDrought_Site2_6hr",0.000173071280754825,"PreDrought","Site2","6hr","PreDrought_6hr","PreDrought_Site2","Bacteria","Phylum < 2%"
"832","x2849","X3300049730_PreDrought_Site1_6hr",0.000172001141794814,"PreDrought","Site1","6hr","PreDrought_6hr","PreDrought_Site1","Archaea","Phylum < 2%"
"275","x1588","X3300045944_PreDrought_Site2_48hr",0.000171285808538223,"PreDrought","Site2","48hr","PreDrought_48hr","PreDrought_Site2","Bacteria","Phylum < 2%"
"282","x1588","X3300045977_Drought_Site1_0hr",0.000171274614866492,"Drought","Site1","0hr","Drought_0hr","Drought_Site1","Bacteria","Phylum < 2%"
"1120","x509","X3300045978_Drought_Site1_48hr",0.000171096926886117,"Drought","Site1","48hr","Drought_48hr","Drought_Site1","Bacteria","Phylum < 2%"
"1354","x544","X3300045967_PreDrought_Site3_6hr",0.000170697120959249,"PreDrought","Site3","6hr","PreDrought_6hr","PreDrought_Site3","Bacteria","Phylum < 2%"
"1138","x509","X3300045975_PreDrought_Site1_6hr",0.000169494092589935,"PreDrought","Site1","6hr","PreDrought_6hr","PreDrought_Site1","Bacteria","Phylum < 2%"
"1130","x509","X3300045920_PreDrought_Site1_48hr",0.000167698341655933,"PreDrought","Site1","48hr","PreDrought_48hr","PreDrought_Site1","Bacteria","Phylum < 2%"
"1345","x544","X3300045944_PreDrought_Site2_48hr",0.00016753712922678,"PreDrought","Site2","48hr","PreDrought_48hr","PreDrought_Site2","Bacteria","Phylum < 2%"
"850","x2849","X3300045884_Drought_Site1_6hr",0.000167499438681356,"Drought","Site1","6hr","Drought_6hr","Drought_Site1","Archaea","Phylum < 2%"
"1363","x544","X3300045936_Drought_Site2_0hr",0.000166715196250883,"Drought","Site2","0hr","Drought_0hr","Drought_Site2","Bacteria","Phylum < 2%"
"288","x1588","X3300045967_PreDrought_Site3_6hr",0.000166515231581629,"PreDrought","Site3","6hr","PreDrought_6hr","PreDrought_Site3","Bacteria","Phylum < 2%"
"1140","x509","X3300049730_PreDrought_Site1_6hr",0.000166345398254172,"PreDrought","Site1","6hr","PreDrought_6hr","PreDrought_Site1","Bacteria","Phylum < 2%"
"858","x2849","X3300049734_Drought_Site3_0hr",0.000166201117318436,"Drought","Site3","0hr","Drought_0hr","Drought_Site3","Archaea","Phylum < 2%"
"1765","x834","X3300045952_Drought_Site2_6hr",0.000166111411224534,"Drought","Site2","6hr","Drought_6hr","Drought_Site2","Bacteria","Phylum < 2%"
"1352","x544","X3300045968_PreDrought_Site3_48hr",0.000165826391255441,"PreDrought","Site3","48hr","PreDrought_48hr","PreDrought_Site3","Bacteria","Phylum < 2%"
"1122","x509","X3300045953_Drought_Site3_48hr",0.000165427229394355,"Drought","Site3","48hr","Drought_48hr","Drought_Site3","Bacteria","Phylum < 2%"
"1338","x544","X3300049730_PreDrought_Site1_6hr",0.000164349253475122,"PreDrought","Site1","6hr","PreDrought_6hr","PreDrought_Site1","Bacteria","Phylum < 2%"
"278","x1588","X3300045928_PreDrought_Site1_0hr",0.000164164820209356,"PreDrought","Site1","0hr","PreDrought_0hr","PreDrought_Site1","Bacteria","Phylum < 2%"
"283","x1588","X3300045966_PreDrought_Site3_0hr",0.00016378311959511,"PreDrought","Site3","0hr","PreDrought_0hr","PreDrought_Site3","Bacteria","Phylum < 2%"
"1119","x509","X3300045933_PreDrought_Site2_48hr",0.000162548957023555,"PreDrought","Site2","48hr","PreDrought_48hr","PreDrought_Site2","Bacteria","Phylum < 2%"
"1351","x544","X3300045933_PreDrought_Site2_48hr",0.000162548957023555,"PreDrought","Site2","48hr","PreDrought_48hr","PreDrought_Site2","Bacteria","Phylum < 2%"
"1136","x509","X3300045932_PreDrought_Site2_6hr",0.000162440169861456,"PreDrought","Site2","6hr","PreDrought_6hr","PreDrought_Site2","Bacteria","Phylum < 2%"
"255","x1588","X3300045975_PreDrought_Site1_6hr",0.00016228157801164,"PreDrought","Site1","6hr","PreDrought_6hr","PreDrought_Site1","Bacteria","Phylum < 2%"
"266","x1588","X3300049733_Drought_Site2_48hr",0.000161880892930347,"Drought","Site2","48hr","Drought_48hr","Drought_Site2","Bacteria","Phylum < 2%"
"286","x1588","X3300045945_PreDrought_Site3_0hr",0.00016151049928869,"PreDrought","Site3","0hr","PreDrought_0hr","PreDrought_Site3","Bacteria","Phylum < 2%"
"1362","x544","X3300045955_Drought_Site3_0hr",0.000161472236002393,"Drought","Site3","0hr","Drought_0hr","Drought_Site3","Bacteria","Phylum < 2%"
"830","x2849","X3300045920_PreDrought_Site1_48hr",0.00016128060145945,"PreDrought","Site1","48hr","PreDrought_48hr","PreDrought_Site1","Archaea","Phylum < 2%"
"839","x2849","X3300045977_Drought_Site1_0hr",0.000159736114496539,"Drought","Site1","0hr","Drought_0hr","Drought_Site1","Archaea","Phylum < 2%"
"1333","x544","X3300045978_Drought_Site1_48hr",0.000158693989807012,"Drought","Site1","48hr","Drought_48hr","Drought_Site1","Bacteria","Phylum < 2%"
"1790","x834","X3300045968_PreDrought_Site3_48hr",0.000157873793451006,"PreDrought","Site3","48hr","PreDrought_48hr","PreDrought_Site3","Bacteria","Phylum < 2%"
"1123","x509","X3300045928_PreDrought_Site1_0hr",0.000157814150181915,"PreDrought","Site1","0hr","PreDrought_0hr","PreDrought_Site1","Bacteria","Phylum < 2%"
"1127","x509","X3300049734_Drought_Site3_0hr",0.000157621707901037,"Drought","Site3","0hr","Drought_0hr","Drought_Site3","Bacteria","Phylum < 2%"
"257","x1588","X3300045940_Drought_Site1_0hr",0.000156958475873595,"Drought","Site1","0hr","Drought_0hr","Drought_Site1","Bacteria","Phylum < 2%"
"954","x3114","X3300045965_PreDrought_Site3_48hr",0.000156957747692215,"PreDrought","Site3","48hr","PreDrought_48hr","PreDrought_Site3","Bacteria","Phylum < 2%"
"859","x2849","X3300046482_Drought_Site3_6hr",0.000156342992472717,"Drought","Site3","6hr","Drought_6hr","Drought_Site3","Archaea","Phylum < 2%"
"279","x1588","X3300045953_Drought_Site3_48hr",0.000154929659038915,"Drought","Site3","48hr","Drought_48hr","Drought_Site3","Bacteria","Phylum < 2%"
"1349","x544","X3300045926_Drought_Site2_48hr",0.000154373821738488,"Drought","Site2","48hr","Drought_48hr","Drought_Site2","Bacteria","Phylum < 2%"
"287","x1588","X3300045968_PreDrought_Site3_48hr",0.000154339305537924,"PreDrought","Site3","48hr","PreDrought_48hr","PreDrought_Site3","Bacteria","Phylum < 2%"
"847","x2849","X3300045910_PreDrought_Site1_0hr",0.000154210493978491,"PreDrought","Site1","0hr","PreDrought_0hr","PreDrought_Site1","Archaea","Phylum < 2%"
"254","x1588","X3300045934_PreDrought_Site3_6hr",0.000153361106320085,"PreDrought","Site3","6hr","PreDrought_6hr","PreDrought_Site3","Bacteria","Phylum < 2%"
"277","x1588","X3300045946_Drought_Site3_48hr",0.000152366216952015,"Drought","Site3","48hr","Drought_48hr","Drought_Site3","Bacteria","Phylum < 2%"
"856","x2849","X3300045968_PreDrought_Site3_48hr",0.000151982980262536,"PreDrought","Site3","48hr","PreDrought_48hr","PreDrought_Site3","Archaea","Phylum < 2%"
"957","x3114","X3300045945_PreDrought_Site3_0hr",0.000151396338863567,"PreDrought","Site3","0hr","PreDrought_0hr","PreDrought_Site3","Bacteria","Phylum < 2%"
"1149","x509","X3300045926_Drought_Site2_48hr",0.000151277498666369,"Drought","Site2","48hr","Drought_48hr","Drought_Site2","Bacteria","Phylum < 2%"
"958","x3114","X3300045940_Drought_Site1_0hr",0.000150998027422699,"Drought","Site1","0hr","Drought_0hr","Drought_Site1","Bacteria","Phylum < 2%"
"1350","x544","X3300045910_PreDrought_Site1_0hr",0.000149952216038256,"PreDrought","Site1","0hr","PreDrought_0hr","PreDrought_Site1","Bacteria","Phylum < 2%"
"1124","x509","X3300045952_Drought_Site2_6hr",0.000148049873924996,"Drought","Site2","6hr","Drought_6hr","Drought_Site2","Bacteria","Phylum < 2%"
"262","x1588","X3300045926_Drought_Site2_48hr",0.000147738843726805,"Drought","Site2","48hr","Drought_48hr","Drought_Site2","Bacteria","Phylum < 2%"
"1356","x544","X3300045884_Drought_Site1_6hr",0.00014729522623341,"Drought","Site1","6hr","Drought_6hr","Drought_Site1","Bacteria","Phylum < 2%"
"269","x1588","X3300045929_PreDrought_Site1_48hr",0.00014697507722619,"PreDrought","Site1","48hr","PreDrought_48hr","PreDrought_Site1","Bacteria","Phylum < 2%"
"276","x1588","X3300045965_PreDrought_Site3_48hr",0.000144884074792814,"PreDrought","Site3","48hr","PreDrought_48hr","PreDrought_Site3","Bacteria","Phylum < 2%"
"285","x1588","X3300045955_Drought_Site3_0hr",0.000144103793810539,"Drought","Site3","0hr","Drought_0hr","Drought_Site3","Bacteria","Phylum < 2%"
"281","x1588","X3300049732_PreDrought_0hr",0.000143877554737214,"PreDrought","Site2","0hr","PreDrought_0hr","PreDrought_Site2","Bacteria","Phylum < 2%"
"265","x1588","X3300046482_Drought_Site3_6hr",0.000143699870793464,"Drought","Site3","6hr","Drought_6hr","Drought_Site3","Bacteria","Phylum < 2%"
"258","x1588","X3300045978_Drought_Site1_48hr",0.000142792788423544,"Drought","Site1","48hr","Drought_48hr","Drought_Site1","Bacteria","Phylum < 2%"
"274","x1588","X3300045964_Drought_Site1_6hr",0.000142428788276402,"Drought","Site1","6hr","Drought_6hr","Drought_Site1","Bacteria","Phylum < 2%"
"1214","x516","X3300045952_Drought_Site2_6hr",0.000142303021147871,"Drought","Site2","6hr","Drought_6hr","Drought_Site2","Bacteria","Phylum < 2%"
"967","x3114","X3300045944_PreDrought_Site2_48hr",0.000141296374046682,"PreDrought","Site2","48hr","PreDrought_48hr","PreDrought_Site2","Bacteria","Phylum < 2%"
"963","x3114","X3300045930_PreDrought_Site2_6hr",0.000141035513211043,"PreDrought","Site2","6hr","PreDrought_6hr","PreDrought_Site2","Bacteria","Phylum < 2%"
"271","x1588","X3300049731_Drought_Site1_48hr",0.000138777059890157,"Drought","Site1","48hr","Drought_48hr","Drought_Site1","Bacteria","Phylum < 2%"
"1146","x509","X3300045940_Drought_Site1_0hr",0.000138745994495857,"Drought","Site1","0hr","Drought_0hr","Drought_Site1","Bacteria","Phylum < 2%"
"284","x1588","X3300045910_PreDrought_Site1_0hr",0.00013839403305762,"PreDrought","Site1","0hr","PreDrought_0hr","PreDrought_Site1","Bacteria","Phylum < 2%"
"27","x1076","X3300045928_PreDrought_Site1_0hr",0.000138127073096847,"PreDrought","Site1","0hr","PreDrought_0hr","PreDrought_Site1","Bacteria","Phylum < 2%"
"261","x1588","X3300045884_Drought_Site1_6hr",0.000136867245615116,"Drought","Site1","6hr","Drought_6hr","Drought_Site1","Bacteria","Phylum < 2%"
