"","OTU","Sample","Abundance","Condition","Site","Time","Condition_time","Condition_site","Kingdom","Phylum"
"2116","x508","X3300045968_PreDrought_Site3_48hr",7.05802223629906e-06,"PreDrought","Site3","48hr","PreDrought_48hr","PreDrought_Site3","Bacteria","Candidatus_Bipolaricaulota"
"518","x1655","X3300045930_PreDrought_Site2_6hr",7.02060938889496e-06,"PreDrought","Site2","6hr","PreDrought_6hr","PreDrought_Site2","Eukaryota","Mollusca"
"2322","x541","X3300045975_PreDrought_Site1_6hr",7.02009420966429e-06,"PreDrought","Site1","6hr","PreDrought_6hr","PreDrought_Site1","Archaea","Candidatus_Korarchaeota"
"2117","x508","X3300045978_Drought_Site1_48hr",6.98553074316204e-06,"Drought","Site1","48hr","Drought_48hr","Drought_Site1","Bacteria","Candidatus_Bipolaricaulota"
"806","x1951","X3300049732_PreDrought_0hr",6.97056723445473e-06,"PreDrought","Site2","0hr","PreDrought_0hr","PreDrought_Site2","Eukaryota","Heterolobosea"
"254","x1302","X3300045936_Drought_Site2_0hr",6.87782822027941e-06,"Drought","Site2","0hr","Drought_0hr","Drought_Site2","Bacteria","Tenericutes"
"817","x1951","X3300045936_Drought_Site2_0hr",6.87782822027941e-06,"Drought","Site2","0hr","Drought_0hr","Drought_Site2","Eukaryota","Heterolobosea"
"2678","x615","X3300045936_Drought_Site2_0hr",6.87782822027941e-06,"Drought","Site2","0hr","Drought_0hr","Drought_Site2","Eukaryota","Blastocladiomycota"
"2330","x541","X3300045947_Drought_Site3_6hr",6.84484783414347e-06,"Drought","Site3","6hr","Drought_6hr","Drought_Site3","Archaea","Candidatus_Korarchaeota"
"513","x1655","X3300045929_PreDrought_Site1_48hr",6.84336228075578e-06,"PreDrought","Site1","48hr","PreDrought_48hr","PreDrought_Site1","Eukaryota","Mollusca"
"1045","x2175","X3300045929_PreDrought_Site1_48hr",6.84336228075578e-06,"PreDrought","Site1","48hr","PreDrought_48hr","PreDrought_Site1","Eukaryota","Ciliophora"
"2679","x615","X3300045967_PreDrought_Site3_6hr",6.8321074128745e-06,"PreDrought","Site3","6hr","PreDrought_6hr","PreDrought_Site3","Eukaryota","Blastocladiomycota"
"854","x1989","X3300045931_Drought_Site2_0hr",6.7938105668212e-06,"Drought","Site2","0hr","Drought_0hr","Drought_Site2","Eukaryota","Cnidaria"
"2694","x615","X3300045931_Drought_Site2_0hr",6.7938105668212e-06,"Drought","Site2","0hr","Drought_0hr","Drought_Site2","Eukaryota","Blastocladiomycota"
"1745","x3074","X3300049734_Drought_Site3_0hr",6.77196271994688e-06,"Drought","Site3","0hr","Drought_0hr","Drought_Site3","Eukaryota","Placozoa"
"805","x1951","X3300049733_Drought_Site2_48hr",6.74446680454838e-06,"Drought","Site2","48hr","Drought_48hr","Drought_Site2","Eukaryota","Heterolobosea"
"795","x1951","X3300045910_PreDrought_Site1_0hr",6.68107146165141e-06,"PreDrought","Site1","0hr","PreDrought_0hr","PreDrought_Site1","Eukaryota","Heterolobosea"
"274","x1302","X3300045977_Drought_Site1_0hr",6.65943248316379e-06,"Drought","Site1","0hr","Drought_0hr","Drought_Site1","Bacteria","Tenericutes"
"535","x1655","X3300045977_Drought_Site1_0hr",6.65943248316379e-06,"Drought","Site1","0hr","Drought_0hr","Drought_Site1","Eukaryota","Mollusca"
"2006","x475","X3300045928_PreDrought_Site1_0hr",6.65745612894922e-06,"PreDrought","Site1","0hr","PreDrought_0hr","PreDrought_Site1","Eukaryota","Nematoda"
"823","x1951","X3300045926_Drought_Site2_48hr",6.62295516259355e-06,"Drought","Site2","48hr","Drought_48hr","Drought_Site2","Eukaryota","Heterolobosea"
"2617","x583","X3300045941_PreDrought_Site2_0hr",6.62157479336745e-06,"PreDrought","Site2","0hr","PreDrought_0hr","PreDrought_Site2","Bacteria","Candidatus_Saccharibacteria"
"62","x1086","X3300045978_Drought_Site1_48hr",6.50924455612826e-06,"Drought","Site1","48hr","Drought_48hr","Drought_Site1","Viruses","unclassified_phages"
"519","x1655","X3300045978_Drought_Site1_48hr",6.50924455612826e-06,"Drought","Site1","48hr","Drought_48hr","Drought_Site1","Eukaryota","Mollusca"
"2111","x508","X3300045884_Drought_Site1_6hr",6.50687304732807e-06,"Drought","Site1","6hr","Drought_6hr","Drought_Site1","Bacteria","Candidatus_Bipolaricaulota"
"2188","x510","X3300045884_Drought_Site1_6hr",6.50687304732807e-06,"Drought","Site1","6hr","Drought_6hr","Drought_Site1","Bacteria","Candidatus_Gracilibacteria"
"793","x1951","X3300045955_Drought_Site3_0hr",6.50172336304892e-06,"Drought","Site3","0hr","Drought_0hr","Drought_Site3","Eukaryota","Heterolobosea"
"1744","x3074","X3300045931_Drought_Site2_0hr",6.45412003848014e-06,"Drought","Site2","0hr","Drought_0hr","Drought_Site2","Eukaryota","Placozoa"
"1747","x3074","X3300045964_Drought_Site1_6hr",6.39838021450214e-06,"Drought","Site1","6hr","Drought_6hr","Drought_Site1","Eukaryota","Placozoa"
"2430","x552","X3300045964_Drought_Site1_6hr",6.39838021450214e-06,"Drought","Site1","6hr","Drought_6hr","Drought_Site1","Bacteria","Candidatus_Microgenomates"
"1166","x2250","X3300049730_PreDrought_Site1_6hr",6.31218540815421e-06,"PreDrought","Site1","6hr","PreDrought_6hr","PreDrought_Site1","Eukaryota","Perkinsozoa"
"2448","x552","X3300045941_PreDrought_Site2_0hr",6.306261707969e-06,"PreDrought","Site2","0hr","PreDrought_0hr","PreDrought_Site2","Bacteria","Candidatus_Microgenomates"
"1052","x2175","X3300049733_Drought_Site2_48hr",6.27933116285538e-06,"Drought","Site2","48hr","Drought_48hr","Drought_Site2","Eukaryota","Ciliophora"
"1798","x3084","X3300049733_Drought_Site2_48hr",6.27933116285538e-06,"Drought","Site2","48hr","Drought_48hr","Drought_Site2","Eukaryota","Euglenozoa"
"796","x1951","X3300045978_Drought_Site1_48hr",6.19172043143908e-06,"Drought","Site1","48hr","Drought_48hr","Drought_Site1","Eukaryota","Heterolobosea"
"2669","x615","X3300046482_Drought_Site3_6hr",6.15770751012481e-06,"Drought","Site3","6hr","Drought_6hr","Drought_Site3","Eukaryota","Blastocladiomycota"
"1056","x2175","X3300045934_PreDrought_Site3_6hr",6.07194561618538e-06,"PreDrought","Site3","6hr","PreDrought_6hr","PreDrought_Site3","Eukaryota","Ciliophora"
"2425","x552","X3300045934_PreDrought_Site3_6hr",6.07194561618538e-06,"PreDrought","Site3","6hr","PreDrought_6hr","PreDrought_Site3","Bacteria","Candidatus_Microgenomates"
"1775","x3084","X3300045946_Drought_Site3_48hr",6.06874829790575e-06,"Drought","Site3","48hr","Drought_48hr","Drought_Site3","Eukaryota","Euglenozoa"
"1991","x475","X3300045978_Drought_Site1_48hr",6.03295836909449e-06,"Drought","Site1","48hr","Drought_48hr","Drought_Site1","Eukaryota","Nematoda"
"2121","x508","X3300045952_Drought_Site2_6hr",6.0098764123551e-06,"Drought","Site2","6hr","Drought_6hr","Drought_Site2","Bacteria","Candidatus_Bipolaricaulota"
"1737","x3074","X3300045941_PreDrought_Site2_0hr",5.99094862257055e-06,"PreDrought","Site2","0hr","PreDrought_0hr","PreDrought_Site2","Eukaryota","Placozoa"
"279","x1302","X3300045929_PreDrought_Site1_48hr",5.98794199566131e-06,"PreDrought","Site1","48hr","PreDrought_48hr","PreDrought_Site1","Bacteria","Tenericutes"
"1914","x43","X3300045929_PreDrought_Site1_48hr",5.98794199566131e-06,"PreDrought","Site1","48hr","PreDrought_48hr","PreDrought_Site1","Viruses","Uroviricota"
"1924","x43","X3300049730_PreDrought_Site1_6hr",5.97996512351452e-06,"PreDrought","Site1","6hr","PreDrought_6hr","PreDrought_Site1","Viruses","Uroviricota"
"802","x1951","X3300049734_Drought_Site3_0hr",5.97526122348254e-06,"Drought","Site3","0hr","Drought_0hr","Drought_Site3","Eukaryota","Heterolobosea"
"850","x1989","X3300045933_PreDrought_Site2_48hr",5.90870576890579e-06,"PreDrought","Site2","48hr","PreDrought_48hr","PreDrought_Site2","Eukaryota","Cnidaria"
"1938","x43","X3300045968_PreDrought_Site3_48hr",5.88168519691588e-06,"PreDrought","Site3","48hr","PreDrought_48hr","PreDrought_Site3","Viruses","Uroviricota"
"259","x1302","X3300045930_PreDrought_Site2_6hr",5.85050782407913e-06,"PreDrought","Site2","6hr","PreDrought_6hr","PreDrought_Site2","Bacteria","Tenericutes"
"1186","x2250","X3300049733_Drought_Site2_48hr",5.81419552116239e-06,"Drought","Site2","48hr","Drought_48hr","Drought_Site2","Eukaryota","Perkinsozoa"
"1909","x43","X3300045953_Drought_Site3_48hr",5.7827994966073e-06,"Drought","Site3","48hr","Drought_48hr","Drought_Site3","Viruses","Uroviricota"
"2426","x552","X3300045931_Drought_Site2_0hr",5.77473898179802e-06,"Drought","Site2","0hr","Drought_0hr","Drought_Site2","Bacteria","Candidatus_Microgenomates"
"271","x1302","X3300049732_PreDrought_0hr",5.75829467194086e-06,"PreDrought","Site2","0hr","PreDrought_0hr","PreDrought_Site2","Bacteria","Tenericutes"
"1178","x2250","X3300049732_PreDrought_0hr",5.75829467194086e-06,"PreDrought","Site2","0hr","PreDrought_0hr","PreDrought_Site2","Eukaryota","Perkinsozoa"
"2440","x552","X3300045926_Drought_Site2_48hr",5.73989447424774e-06,"Drought","Site2","48hr","Drought_48hr","Drought_Site2","Bacteria","Candidatus_Microgenomates"
"2622","x583","X3300045978_Drought_Site1_48hr",5.7154342444053e-06,"Drought","Site1","48hr","Drought_48hr","Drought_Site1","Bacteria","Candidatus_Saccharibacteria"
"2092","x508","X3300045928_PreDrought_Site1_0hr",5.70639096767076e-06,"PreDrought","Site1","0hr","PreDrought_0hr","PreDrought_Site1","Bacteria","Candidatus_Bipolaricaulota"
"2404","x548","X3300045946_Drought_Site3_48hr",5.68945152928664e-06,"Drought","Site3","48hr","Drought_48hr","Drought_Site3","Archaea","Candidatus_Micrarchaeota"
"2433","x552","X3300045966_PreDrought_Site3_0hr",5.62439818939373e-06,"PreDrought","Site3","0hr","PreDrought_0hr","PreDrought_Site3","Bacteria","Candidatus_Microgenomates"
"818","x1951","X3300045927_Drought_Site2_6hr",5.57558014840708e-06,"Drought","Site2","6hr","Drought_6hr","Drought_Site2","Eukaryota","Heterolobosea"
"2415","x552","X3300049731_Drought_Site1_48hr",5.55526689953038e-06,"Drought","Site1","48hr","Drought_48hr","Drought_Site1","Bacteria","Candidatus_Microgenomates"
"1746","x3074","X3300045965_PreDrought_Site3_48hr",5.53800767242098e-06,"PreDrought","Site3","48hr","PreDrought_48hr","PreDrought_Site3","Eukaryota","Placozoa"
"1998","x475","X3300045965_PreDrought_Site3_48hr",5.53800767242098e-06,"PreDrought","Site3","48hr","PreDrought_48hr","PreDrought_Site3","Eukaryota","Nematoda"
"846","x1989","X3300045945_PreDrought_Site3_0hr",5.36426854411858e-06,"PreDrought","Site3","0hr","PreDrought_0hr","PreDrought_Site3","Eukaryota","Cnidaria"
"1742","x3074","X3300045945_PreDrought_Site3_0hr",5.36426854411858e-06,"PreDrought","Site3","0hr","PreDrought_0hr","PreDrought_Site3","Eukaryota","Placozoa"
"269","x1302","X3300049730_PreDrought_Site1_6hr",5.31552455423513e-06,"PreDrought","Site1","6hr","PreDrought_6hr","PreDrought_Site1","Bacteria","Tenericutes"
"2685","x615","X3300045968_PreDrought_Site3_48hr",5.29351667722429e-06,"PreDrought","Site3","48hr","PreDrought_48hr","PreDrought_Site3","Eukaryota","Blastocladiomycota"
"1931","x43","X3300045940_Drought_Site1_0hr",5.29000816645011e-06,"Drought","Site1","0hr","Drought_0hr","Drought_Site1","Viruses","Uroviricota"
"2205","x516","X3300049731_Drought_Site1_48hr",5.22848649367566e-06,"Drought","Site1","48hr","Drought_48hr","Drought_Site1","Bacteria","unclassified"
"1929","x43","X3300045965_PreDrought_Site3_48hr",5.21224251521975e-06,"PreDrought","Site3","48hr","PreDrought_48hr","PreDrought_Site3","Viruses","Uroviricota"
"1916","x43","X3300049734_Drought_Site3_0hr",5.1785597270182e-06,"Drought","Site3","0hr","Drought_0hr","Drought_Site3","Viruses","Uroviricota"
"1780","x3084","X3300045955_Drought_Site3_0hr",5.14719766241373e-06,"Drought","Site3","0hr","Drought_0hr","Drought_Site3","Eukaryota","Euglenozoa"
"2098","x508","X3300045929_PreDrought_Site1_48hr",5.13252171056684e-06,"PreDrought","Site1","48hr","PreDrought_48hr","PreDrought_Site1","Bacteria","Candidatus_Bipolaricaulota"
"2204","x516","X3300045933_PreDrought_Site2_48hr",5.12087833305168e-06,"PreDrought","Site2","48hr","PreDrought_48hr","PreDrought_Site2","Bacteria","unclassified"
"2090","x508","X3300045931_Drought_Site2_0hr",5.0953579251159e-06,"Drought","Site2","0hr","Drought_0hr","Drought_Site2","Bacteria","Candidatus_Bipolaricaulota"
"2340","x541","X3300045931_Drought_Site2_0hr",5.0953579251159e-06,"Drought","Site2","0hr","Drought_0hr","Drought_Site2","Archaea","Candidatus_Korarchaeota"
"2664","x601","X3300045931_Drought_Site2_0hr",5.0953579251159e-06,"Drought","Site2","0hr","Drought_0hr","Drought_Site2","Eukaryota","Annelida"
"1736","x3074","X3300045928_PreDrought_Site1_0hr",5.07234752681845e-06,"PreDrought","Site1","0hr","PreDrought_0hr","PreDrought_Site1","Eukaryota","Placozoa"
"809","x1951","X3300045930_PreDrought_Site2_6hr",5.07044011420191e-06,"PreDrought","Site2","6hr","PreDrought_6hr","PreDrought_Site2","Eukaryota","Heterolobosea"
"2418","x552","X3300045953_Drought_Site3_48hr",5.05994955953139e-06,"Drought","Site3","48hr","Drought_48hr","Drought_Site3","Bacteria","Candidatus_Microgenomates"
"2420","x552","X3300045945_PreDrought_Site3_0hr",5.04872333564102e-06,"PreDrought","Site3","0hr","PreDrought_0hr","PreDrought_Site3","Bacteria","Candidatus_Microgenomates"
"2103","x508","X3300049730_PreDrought_Site1_6hr",4.98330426959543e-06,"PreDrought","Site1","6hr","PreDrought_6hr","PreDrought_Site1","Bacteria","Candidatus_Bipolaricaulota"
"2211","x516","X3300049730_PreDrought_Site1_6hr",4.98330426959543e-06,"PreDrought","Site1","6hr","PreDrought_6hr","PreDrought_Site1","Bacteria","unclassified"
"517","x1655","X3300049734_Drought_Site3_0hr",4.97938435290211e-06,"Drought","Site3","0hr","Drought_0hr","Drought_Site3","Eukaryota","Mollusca"
"1064","x2175","X3300045964_Drought_Site1_6hr",4.97651794461278e-06,"Drought","Site1","6hr","Drought_6hr","Drought_Site1","Eukaryota","Ciliophora"
"2194","x510","X3300045946_Drought_Site3_48hr",4.93085799204842e-06,"Drought","Site3","48hr","Drought_48hr","Drought_Site3","Bacteria","Candidatus_Gracilibacteria"
"797","x1951","X3300046482_Drought_Site3_6hr",4.92616600809985e-06,"Drought","Site3","6hr","Drought_6hr","Drought_Site3","Eukaryota","Heterolobosea"
"1942","x43","X3300045978_Drought_Site1_48hr",4.92162393268235e-06,"Drought","Site1","48hr","Drought_48hr","Drought_Site1","Viruses","Uroviricota"
"1748","x3074","X3300045884_Drought_Site1_6hr",4.88015478549605e-06,"Drought","Site1","6hr","Drought_6hr","Drought_Site1","Eukaryota","Placozoa"
"1763","x3074","X3300049732_PreDrought_0hr",4.84909025005546e-06,"PreDrought","Site2","0hr","PreDrought_0hr","PreDrought_Site2","Eukaryota","Placozoa"
"2005","x475","X3300045927_Drought_Site2_6hr",4.8321694619528e-06,"Drought","Site2","6hr","Drought_6hr","Drought_Site2","Eukaryota","Nematoda"
"520","x1655","X3300045932_PreDrought_Site2_6hr",4.7707894105968e-06,"PreDrought","Site2","6hr","PreDrought_6hr","PreDrought_Site2","Eukaryota","Mollusca"
"1062","x2175","X3300045932_PreDrought_Site2_6hr",4.7707894105968e-06,"PreDrought","Site2","6hr","PreDrought_6hr","PreDrought_Site2","Eukaryota","Ciliophora"
"1760","x3074","X3300045978_Drought_Site1_48hr",4.76286187033775e-06,"Drought","Site1","48hr","Drought_48hr","Drought_Site1","Eukaryota","Placozoa"
"1995","x475","X3300045945_PreDrought_Site3_0hr",4.73317812716346e-06,"PreDrought","Site3","0hr","PreDrought_0hr","PreDrought_Site3","Eukaryota","Nematoda"
"804","x1951","X3300045968_PreDrought_Site3_48hr",4.7053481575327e-06,"PreDrought","Site3","48hr","PreDrought_48hr","PreDrought_Site3","Eukaryota","Heterolobosea"
"1734","x3074","X3300045929_PreDrought_Site1_48hr",4.7048115680196e-06,"PreDrought","Site1","48hr","PreDrought_48hr","PreDrought_Site1","Eukaryota","Placozoa"
"2687","x615","X3300045929_PreDrought_Site1_48hr",4.7048115680196e-06,"PreDrought","Site1","48hr","PreDrought_48hr","PreDrought_Site1","Eukaryota","Blastocladiomycota"
"509","x1655","X3300045936_Drought_Site2_0hr",4.58521881351961e-06,"Drought","Site2","0hr","Drought_0hr","Drought_Site2","Eukaryota","Mollusca"
"1989","x475","X3300049731_Drought_Site1_48hr",4.5749256819662e-06,"Drought","Site1","48hr","Drought_48hr","Drought_Site1","Eukaryota","Nematoda"
"1795","x3084","X3300045965_PreDrought_Site3_48hr",4.56071220081728e-06,"PreDrought","Site3","48hr","PreDrought_48hr","PreDrought_Site3","Eukaryota","Euglenozoa"
"1741","x3074","X3300045910_PreDrought_Site1_0hr",4.55527599658051e-06,"PreDrought","Site1","0hr","PreDrought_0hr","PreDrought_Site1","Eukaryota","Placozoa"
"2002","x475","X3300045966_PreDrought_Site3_0hr",4.49951855151499e-06,"PreDrought","Site3","0hr","PreDrought_0hr","PreDrought_Site3","Eukaryota","Nematoda"
"1923","x43","X3300045927_Drought_Site2_6hr",4.46046411872566e-06,"Drought","Site2","6hr","Drought_6hr","Drought_Site2","Viruses","Uroviricota"
"1051","x2175","X3300045928_PreDrought_Site1_0hr",4.43830408596615e-06,"PreDrought","Site1","0hr","PreDrought_0hr","PreDrought_Site1","Eukaryota","Ciliophora"
"1176","x2250","X3300045945_PreDrought_Site3_0hr",4.41763291868589e-06,"PreDrought","Site3","0hr","PreDrought_0hr","PreDrought_Site3","Eukaryota","Perkinsozoa"
"2212","x516","X3300045926_Drought_Site2_48hr",4.41530344172903e-06,"Drought","Site2","48hr","Drought_48hr","Drought_Site2","Bacteria","unclassified"
"277","x1302","X3300045932_PreDrought_Site2_6hr",4.3732236263804e-06,"PreDrought","Site2","6hr","PreDrought_6hr","PreDrought_Site2","Bacteria","Tenericutes"
"2223","x516","X3300045932_PreDrought_Site2_6hr",4.3732236263804e-06,"PreDrought","Site2","6hr","PreDrought_6hr","PreDrought_Site2","Bacteria","unclassified"
"1925","x43","X3300045934_PreDrought_Site3_6hr",4.33710401156098e-06,"PreDrought","Site3","6hr","PreDrought_6hr","PreDrought_Site3","Viruses","Uroviricota"
"2172","x510","X3300045953_Drought_Site3_48hr",4.33709962245548e-06,"Drought","Site3","48hr","Drought_48hr","Drought_Site3","Bacteria","Candidatus_Gracilibacteria"
"2010","x475","X3300045955_Drought_Site3_0hr",4.33448224203261e-06,"Drought","Site3","0hr","Drought_0hr","Drought_Site3","Eukaryota","Nematoda"
"2185","x510","X3300045955_Drought_Site3_0hr",4.33448224203261e-06,"Drought","Site3","0hr","Drought_0hr","Drought_Site3","Bacteria","Candidatus_Gracilibacteria"
"2618","x583","X3300045955_Drought_Site3_0hr",4.33448224203261e-06,"Drought","Site3","0hr","Drought_0hr","Drought_Site3","Bacteria","Candidatus_Saccharibacteria"
"2612","x583","X3300045933_PreDrought_Site2_48hr",4.33305089719758e-06,"PreDrought","Site2","48hr","PreDrought_48hr","PreDrought_Site2","Bacteria","Candidatus_Saccharibacteria"
"287","x1302","X3300045975_PreDrought_Site1_6hr",4.32005797517803e-06,"PreDrought","Site1","6hr","PreDrought_6hr","PreDrought_Site1","Bacteria","Tenericutes"
"2198","x516","X3300045975_PreDrought_Site1_6hr",4.32005797517803e-06,"PreDrought","Site1","6hr","PreDrought_6hr","PreDrought_Site1","Bacteria","unclassified"
"268","x1302","X3300045947_Drought_Site3_6hr",4.23728675446977e-06,"Drought","Site3","6hr","Drought_6hr","Drought_Site3","Bacteria","Tenericutes"
"2594","x583","X3300045884_Drought_Site1_6hr",4.22946748076324e-06,"Drought","Site1","6hr","Drought_6hr","Drought_Site1","Bacteria","Candidatus_Saccharibacteria"
"1774","x3084","X3300045920_PreDrought_Site1_48hr",4.17867106002856e-06,"PreDrought","Site1","48hr","PreDrought_48hr","PreDrought_Site1","Eukaryota","Euglenozoa"
"2115","x508","X3300045920_PreDrought_Site1_48hr",4.17867106002856e-06,"PreDrought","Site1","48hr","PreDrought_48hr","PreDrought_Site1","Bacteria","Candidatus_Bipolaricaulota"
"1735","x3074","X3300045946_Drought_Site3_48hr",4.1722644548102e-06,"Drought","Site3","48hr","Drought_48hr","Drought_Site3","Eukaryota","Placozoa"
"534","x1655","X3300045966_PreDrought_Site3_0hr",4.12455867222207e-06,"PreDrought","Site3","0hr","PreDrought_0hr","PreDrought_Site3","Eukaryota","Mollusca"
"815","x1951","X3300045966_PreDrought_Site3_0hr",4.12455867222207e-06,"PreDrought","Site3","0hr","PreDrought_0hr","PreDrought_Site3","Eukaryota","Heterolobosea"
"1936","x43","X3300045952_Drought_Site2_6hr",4.09764300842393e-06,"Drought","Site2","6hr","Drought_6hr","Drought_Site2","Viruses","Uroviricota"
"2611","x583","X3300045944_PreDrought_Site2_48hr",4.02998655423772e-06,"PreDrought","Site2","48hr","PreDrought_48hr","PreDrought_Site2","Bacteria","Candidatus_Saccharibacteria"
"2606","x583","X3300049732_PreDrought_0hr",3.93988582817006e-06,"PreDrought","Site2","0hr","PreDrought_0hr","PreDrought_Site2","Bacteria","Candidatus_Saccharibacteria"
"1057","x2175","X3300049731_Drought_Site1_48hr",3.92136487025674e-06,"Drought","Site1","48hr","Drought_48hr","Drought_Site1","Eukaryota","Ciliophora"
"1165","x2250","X3300045947_Drought_Site3_6hr",3.91134161951055e-06,"Drought","Site3","6hr","Drought_6hr","Drought_Site3","Eukaryota","Perkinsozoa"
"2113","x508","X3300045964_Drought_Site1_6hr",3.91012124219575e-06,"Drought","Site1","6hr","Drought_6hr","Drought_Site1","Bacteria","Candidatus_Bipolaricaulota"
"2613","x583","X3300045964_Drought_Site1_6hr",3.91012124219575e-06,"Drought","Site1","6hr","Drought_6hr","Drought_Site1","Bacteria","Candidatus_Saccharibacteria"
"1077","x2175","X3300045965_PreDrought_Site3_48hr",3.90918188641481e-06,"PreDrought","Site3","48hr","PreDrought_48hr","PreDrought_Site3","Eukaryota","Ciliophora"
"1185","x2250","X3300045965_PreDrought_Site3_48hr",3.90918188641481e-06,"PreDrought","Site3","48hr","PreDrought_48hr","PreDrought_Site3","Eukaryota","Perkinsozoa"
"2161","x510","X3300045965_PreDrought_Site3_48hr",3.90918188641481e-06,"PreDrought","Site3","48hr","PreDrought_48hr","PreDrought_Site3","Bacteria","Candidatus_Gracilibacteria"
"2608","x583","X3300045965_PreDrought_Site3_48hr",3.90918188641481e-06,"PreDrought","Site3","48hr","PreDrought_48hr","PreDrought_Site3","Bacteria","Candidatus_Saccharibacteria"
"1164","x2250","X3300045934_PreDrought_Site3_6hr",3.90339361040489e-06,"PreDrought","Site3","6hr","PreDrought_6hr","PreDrought_Site3","Eukaryota","Perkinsozoa"
"2008","x475","X3300045934_PreDrought_Site3_6hr",3.90339361040489e-06,"PreDrought","Site3","6hr","PreDrought_6hr","PreDrought_Site3","Eukaryota","Nematoda"
"1160","x2250","X3300045930_PreDrought_Site2_6hr",3.90033854938609e-06,"PreDrought","Site2","6hr","PreDrought_6hr","PreDrought_Site2","Eukaryota","Perkinsozoa"
"1158","x2250","X3300045929_PreDrought_Site1_48hr",3.84939128292513e-06,"PreDrought","Site1","48hr","PreDrought_48hr","PreDrought_Site1","Eukaryota","Perkinsozoa"
"2009","x475","X3300045929_PreDrought_Site1_48hr",3.84939128292513e-06,"PreDrought","Site1","48hr","PreDrought_48hr","PreDrought_Site1","Eukaryota","Nematoda"
"516","x1655","X3300045967_PreDrought_Site3_6hr",3.79561522937472e-06,"PreDrought","Site3","6hr","PreDrought_6hr","PreDrought_Site3","Eukaryota","Mollusca"
"1733","x3074","X3300045967_PreDrought_Site3_6hr",3.79561522937472e-06,"PreDrought","Site3","6hr","PreDrought_6hr","PreDrought_Site3","Eukaryota","Placozoa"
"1163","x2250","X3300045955_Drought_Site3_0hr",3.79267196177854e-06,"Drought","Site3","0hr","Drought_0hr","Drought_Site3","Eukaryota","Perkinsozoa"
"819","x1951","X3300045945_PreDrought_Site3_0hr",3.78654250173077e-06,"PreDrought","Site3","0hr","PreDrought_0hr","PreDrought_Site3","Eukaryota","Heterolobosea"
"2165","x510","X3300045945_PreDrought_Site3_0hr",3.78654250173077e-06,"PreDrought","Site3","0hr","PreDrought_0hr","PreDrought_Site3","Bacteria","Candidatus_Gracilibacteria"
"1928","x43","X3300045977_Drought_Site1_0hr",3.77967789584972e-06,"Drought","Site1","0hr","Drought_0hr","Drought_Site1","Viruses","Uroviricota"
"1184","x2250","X3300045966_PreDrought_Site3_0hr",3.74959879292916e-06,"PreDrought","Site3","0hr","PreDrought_0hr","PreDrought_Site3","Eukaryota","Perkinsozoa"
"946","x2049","X3300045944_PreDrought_Site2_48hr",3.74213037179217e-06,"PreDrought","Site2","48hr","PreDrought_48hr","PreDrought_Site2","Eukaryota","Microsporidia"
"2598","x583","X3300045927_Drought_Site2_6hr",3.71705343227138e-06,"Drought","Site2","6hr","Drought_6hr","Drought_Site2","Bacteria","Candidatus_Saccharibacteria"
"2452","x558","X3300045936_Drought_Site2_0hr",3.66817505081569e-06,"Drought","Site2","0hr","Drought_0hr","Drought_Site2","Archaea","Nanoarchaeota"
"2214","x516","X3300045910_PreDrought_Site1_0hr",3.6442207972644e-06,"PreDrought","Site1","0hr","PreDrought_0hr","PreDrought_Site1","Bacteria","unclassified"
"2424","x552","X3300045910_PreDrought_Site1_0hr",3.6442207972644e-06,"PreDrought","Site1","0hr","PreDrought_0hr","PreDrought_Site1","Bacteria","Candidatus_Microgenomates"
"2224","x516","X3300045940_Drought_Site1_0hr",3.63688061443445e-06,"Drought","Site1","0hr","Drought_0hr","Drought_Site1","Bacteria","unclassified"
"2011","x475","X3300045947_Drought_Site3_6hr",3.58539648455134e-06,"Drought","Site3","6hr","Drought_6hr","Drought_Site3","Eukaryota","Nematoda"
"2398","x548","X3300045952_Drought_Site2_6hr",3.55129060730074e-06,"Drought","Site2","6hr","Drought_6hr","Drought_Site2","Archaea","Candidatus_Micrarchaeota"
"1739","x3074","X3300045968_PreDrought_Site3_48hr",3.52901111814953e-06,"PreDrought","Site3","48hr","PreDrought_48hr","PreDrought_Site3","Eukaryota","Placozoa"
"2623","x583","X3300045930_PreDrought_Site2_6hr",3.51030469444748e-06,"PreDrought","Site2","6hr","PreDrought_6hr","PreDrought_Site2","Bacteria","Candidatus_Saccharibacteria"
"2192","x510","X3300049733_Drought_Site2_48hr",3.48851731269744e-06,"Drought","Site2","48hr","Drought_48hr","Drought_Site2","Bacteria","Candidatus_Gracilibacteria"
"798","x1951","X3300045934_PreDrought_Site3_6hr",3.46968320924879e-06,"PreDrought","Site3","6hr","PreDrought_6hr","PreDrought_Site3","Eukaryota","Heterolobosea"
"2003","x475","X3300045975_PreDrought_Site1_6hr",3.42004589701594e-06,"PreDrought","Site1","6hr","PreDrought_6hr","PreDrought_Site1","Eukaryota","Nematoda"
"1154","x2250","X3300045977_Drought_Site1_0hr",3.41970857243546e-06,"Drought","Site1","0hr","Drought_0hr","Drought_Site1","Eukaryota","Perkinsozoa"
"2614","x583","X3300045946_Drought_Site3_48hr",3.41367091757198e-06,"Drought","Site3","48hr","Drought_48hr","Drought_Site3","Bacteria","Candidatus_Saccharibacteria"
