"","Label","Flux","Time"
"97","S3P1.C1",-0.000883,-0.13472
"98","S3P3.C1",-0.003,-0.14976
"99","S1P2.C2",-0.0026,-0.56874
"100","S1P6.C2",-0.000388,-0.09373
"101","S3P4.C2",0.000594,-0.10604
"102","S1P2.W",-0.0017,-0.14918
"103","S1P4.W",-0.00432,-0.11354
"104","S1P3.C1",-0.00237,-0.04409
"105","S1P5.C1",0.00297,-0.55466
"106","S2P3.C1",0.00714,-0.08523
"107","S3P1.C1",0.00657,-0.05639
"108","S3P3.C1",0.00374,-0.07152
"109","S1P2.C2",0.03106,-0.55449
"110","S1P6.C2",-0.00513,-0.00727
"111","S2P4.C2",0.00159,-0.02988
"112","S3P4.C2",-0.00339,-0.02773
"113","S3P6.C2",0.00454,-0.04285
"114","S1P2.W",0.00286,-0.07093
"115","S1P4.W",-0.00353,-0.03534
"116","S1P1.C1",-0.0042,0.000313
"117","S1P3.C1",0.00138,-0.00744
"118","S1P5.C1",0.01224,-0.54042
"119","S2P3.C1",-0.00459,-0.00734
"120","S3P1.C1",-0.00317,-0.00745
"121","S3P3.C1",-0.0048,-0.00747
"122","S3P5.C1",0.03428,0.03589
"123","S1P2.C2",0.00371,-0.54024
"124","S1P6.C2",0.00958,0.01411
"125","S2P4.C2",-0.02489,-0.00728
"126","S2P6.C2",-0.00692,-0.00716
"127","S3P2.C2",-0.00197,0.03609
"128","S3P4.C2",0.00771,-0.00729
"129","S3P6.C2",0.00678,-0.00729
"130","S1P2.W",0.000333,-0.00985
"131","S1P4.W",0.00231,-0.00274
"132","S1P1.C1",-0.0051,0.02169
"133","S1P3.C1",0.00341,0.01394
"134","S1P5.C1",0.00222,-0.52617
"135","S2P1.C1",-0.00262,0.01392
"136","S2P3.C1",0.01482,0.01406
"137","S3P1.C1",0.0015,0.01392
"138","S3P3.C1",-0.00854,0.01389
"139","S1P2.C2",-0.00313,-0.526
"140","S1P6.C2",0.00613,0.03546
"141","S2P4.C2",-0.00693,0.0141
"142","S2P6.C2",0.00816,0.01427
"143","S3P2.C2",-0.01187,0.05745
"144","S3P4.C2",0.00799,0.01409
"145","S3P6.C2",-0.00715,0.01407
"146","S1P2.W",-0.00899,0.0115
"147","S1P4.W",-0.00234,0.01862
"148","S1P1.C1",0.00149,0.04309
"149","S1P3.C1",-0.00921,0.03529
"150","S1P5.C1",-0.00242,-0.51193
"151","S2P1.C1",0.00694,0.0353
"152","S2P3.C1",-0.00436,0.03544
"153","S3P1.C1",0.00118,0.03528
"154","S3P3.C1",-0.01289,0.03523
"155","S3P5.C1",-0.00832,0.08562
"156","S1P4.C2",-0.01347,-1.27897
"157","S1P6.C2",-0.00168,0.05681
"158","S2P4.C2",0.01703,0.03547
"159","S2P6.C2",-0.00679,0.03564
"160","S3P2.C2",0.00224,0.08583
"161","S3P4.C2",-0.00147,0.03544
"162","S3P6.C2",0.000177,0.03542
"163","S1P2.W",-0.00414,0.03288
"164","S1P4.W",-0.00609,0.04
"165","S1P1.C1",0.01543,0.06444
"166","S1P3.C1",-0.00703,0.05663
"167","S1P5.C1",-0.01084,-0.49065
"168","S2P1.C1",-0.00491,0.05667
"169","S2P3.C1",-0.00618,0.05685
"170","S3P1.C1",0.00525,0.05666
"171","S3P3.C1",-0.01177,0.05659
"172","S1P4.C2",0.01175,-1.23634
"173","S2P4.C2",0.02232,0.05688
"174","S2P6.C2",-0.00516,0.05705
"175","S3P2.C2",0.000724,0.10719
"176","S3P4.C2",-0.00875,0.05682
"177","S3P6.C2",0.009,0.05676
"178","S1P2.W",0.0016,0.05425
"179","S1P4.W",-0.0062,0.06137
"180","S1P1.C1",-0.00724,0.09284
"181","S1P3.C1",0.00472,0.08502
"182","S1P5.C1",-0.01107,-0.47641
"183","S2P1.C1",-0.01679,0.08514
"184","S2P3.C1",0.0036,0.08524
"185","S3P1.C1",0.00202,0.08501
"186","S3P3.C1",-0.01281,0.08497
"187","S3P5.C1",-8.68e-05,0.12841
"188","S1P4.C2",0.00128,-1.20071
"189","S2P4.C2",0.03503,0.08531
"190","S2P6.C2",-0.000316,0.08544
"191","S3P2.C2",0.0115,0.12861
"192","S3P4.C2",0.0079,0.08517
"193","S3P6.C2",0.00646,0.08515
"194","S1P2.W",0.00381,0.08269
"195","S1P4.W",-0.0038,0.08979
"196","S1P1.C1",0.000496,0.1142
"197","S2P1.C1",0.00933,0.10652
"198","S3P1.C1",-0.00619,0.10638
"199","S3P3.C1",-0.00352,0.10632
"200","S3P5.C1",-0.00647,0.14977
"201","S2P4.C2",0.02292,0.10669
"202","S2P6.C2",0.00439,0.10683
"203","S3P2.C2",0.00946,0.14997
"204","S3P4.C2",0.01952,0.10654
"205","S3P6.C2",0.00868,0.10649
"206","S1P2.W",-0.00251,0.10405
"207","S1P4.W",0.00215,0.11116
"208","S1P1.C1",0.00469,0.13557
"209","S2P1.C1",0.00269,0.12791
"210","S2P3.C1",-0.00816,0.12799
"211","S3P1.C1",0.00839,0.12774
"212","S3P3.C1",-0.00793,0.12765
"213","S3P5.C1",0.00268,0.17817
"214","S1P4.C2",-0.03237,-1.12242
"215","S2P4.C2",0.04509,0.12808
"216","S2P6.C2",0.01126,0.12816
"217","S3P2.C2",0.02025,0.17837
"218","S3P4.C2",0.04178,0.12791
"219","S3P6.C2",0.00595,0.12784
"220","S1P2.W",-0.00809,0.12542
"221","S1P4.W",0.00375,0.13253
"222","S1P1.C1",0.01049,0.15692
"223","S2P1.C1",-0.00503,0.14927
"224","S2P3.C1",-0.00213,0.14939
"225","S3P1.C1",0.00156,0.14913
"226","S3P3.C1",0.00321,0.149
"227","S3P5.C1",-0.00853,0.19959
"228","S1P4.C2",-0.0081,-1.07972
"229","S2P4.C2",0.06249,0.14944
"230","S2P6.C2",0.00722,0.14959
"231","S3P2.C2",0.04705,0.19979
"232","S3P4.C2",0.06371,0.14929
"233","S3P6.C2",0.01467,0.14919
"234","S1P2.W",0.00104,0.14679
"235","S1P4.W",-0.000397,0.15391
"236","S1P1.C1",-0.00661,0.18535
"237","S2P1.C1",-0.00523,0.17767
"238","S2P3.C1",-4.03e-05,0.17779
"239","S3P1.C1",0.01466,0.17752
"240","S3P3.C1",-0.00455,0.17743
"241","S3P5.C1",0.00442,0.22095
"242","S1P4.C2",-0.00466,-1.04414
"243","S2P2.C2",0.00591,0.16569
"244","S2P4.C2",0.0815,0.17788
"245","S2P6.C2",0.00726,0.178
"246","S3P2.C2",0.06502,0.22113
"247","S3P4.C2",0.0423,0.17769
"248","S3P6.C2",0.01258,0.17762
"249","S1P2.W",-0.00309,0.1752
"250","S1P4.W",-0.000736,0.18228
"251","S1P1.C1",-0.00617,0.20671
"252","S2P1.C1",0.0058,0.19904
"253","S2P3.C1",0.00142,0.19922
"254","S3P1.C1",0.00466,0.1989
"255","S3P3.C1",0.00512,0.19877
"256","S3P5.C1",-0.00909,0.24229
"257","S1P4.C2",0.000759,-0.66071
"258","S2P2.C2",0.01322,0.18707
"259","S2P4.C2",0.07013,0.19921
"260","S2P6.C2",0.01018,0.19939
"261","S3P2.C2",0.05318,0.24249
"262","S3P4.C2",0.06281,0.19906
"263","S3P6.C2",0.02926,0.19896
"264","S1P2.W",-0.000892,0.19653
"265","S1P4.W",0.00699,0.20363
"266","S1P1.C1",-0.01111,0.2281
"267","S2P1.C1",-0.00494,0.22045
"268","S2P3.C1",-0.00654,0.22056
"269","S3P1.C1",0.00108,0.22025
"270","S3P3.C1",-0.01054,0.22015
"271","S3P5.C1",-0.00497,0.28663
"272","S1P4.C2",0.00352,-0.58242
"273","S2P2.C2",0.01226,0.20841
"274","S2P4.C2",0.08263,0.22064
"275","S2P6.C2",0.00556,0.22075
"276","S3P2.C2",0.04634,0.28683
"277","S3P4.C2",0.12584,0.22042
"278","S3P6.C2",0.02143,0.22032
"279","S1P2.W",-0.00509,0.21788
"280","S1P4.W",-0.00826,0.225
"281","S1P1.C1",-3.38e-05,0.24948
"282","S2P1.C1",-0.00254,0.24183
"283","S2P3.C1",0.00458,0.24199
"284","S3P1.C1",0.0046,0.24164
"285","S3P3.C1",-0.0078,0.24149
"286","S3P5.C1",-0.000896,0.32222
"287","S1P4.C2",0.01733,-0.50404
"288","S2P2.C2",0.02426,0.22976
"289","S2P4.C2",0.10612,0.242
"290","S2P6.C2",0.02273,0.24215
"291","S3P2.C2",0.04931,0.32242
"292","S3P4.C2",0.18115,0.24182
"293","S3P6.C2",0.03063,0.24168
"294","S1P2.W",0.0026,0.23924
"295","S1P4.W",-0.00672,0.24638
"296","S1P1.C1",0.00338,0.28852
"297","S2P1.C1",-0.00048,0.28213
"298","S2P3.C1",0.00717,0.30049
"299","S2P5.C1",-0.00489,0.258
"300","S3P1.C1",0.01065,0.27527
"301","S3P3.C1",-0.00654,0.27263
"302","S3P5.C1",0.000598,0.36493
"303","S1P4.C2",0.01022,-0.42568
"304","S1P6.C2",0.06185,0.30943
"305","S2P2.C2",0.02025,0.25817
"306","S2P4.C2",0.09941,0.2823
"307","S2P6.C2",0.01548,0.30069
"308","S3P2.C2",0.0901,0.36513
"309","S3P4.C2",0.17301,0.27543
"310","S3P6.C2",0.03197,0.27281
"311","S1P2.W",0.00609,0.26766
"312","S1P4.W",-0.01157,0.27479
"313","S1P1.C1",0.02337,0.3242
"314","S1P3.C1",-0.00777,0.30926
"315","S2P1.C1",-0.00739,0.31774
"316","S2P3.C1",-0.00106,0.33616
"317","S2P5.C1",-0.0123,0.27683
"318","S3P1.C1",0.02312,0.31093
"319","S3P3.C1",-0.00398,0.30825
"320","S3P5.C1",-0.000707,0.40057
"321","S2P2.C2",0.02238,0.27701
"322","S2P4.C2",0.12839,0.31792
"323","S2P6.C2",0.01931,0.33637
"324","S3P2.C2",0.07096,0.40076
"325","S3P4.C2",0.1717,0.31109
"326","S3P6.C2",0.04161,0.30844
"327","S1P2.W",-0.00512,0.28903
"328","S1P4.W",-0.00204,0.29615
"329","S1P1.C1",0.01573,0.36685
"330","S2P1.C1",-0.00171,0.36037
"331","S2P3.C1",-0.00713,0.37888
"332","S2P5.C1",-0.0071,0.31245
"333","S3P1.C1",0.01252,0.35156
"334","S3P3.C1",-0.00944,0.35086
"335","S3P5.C1",0.00502,0.44319
"336","S1P6.C2",0.08251,0.38769
"337","S2P2.C2",0.03,0.31264
"338","S2P4.C2",0.11432,0.36054
"339","S2P6.C2",0.01465,0.37907
"340","S3P2.C2",0.08717,0.44339
"341","S3P4.C2",0.1977,0.35172
"342","S3P6.C2",0.04885,0.35104
"343","S1P2.W",-0.00376,0.31041
"344","S1P4.W",-0.000343,0.31751
"345","S1P1.C1",0.00949,0.40251
"346","S1P3.C1",0.00612,0.38751
"347","S2P1.C1",0.00343,0.39601
"348","S2P3.C1",-0.00722,0.41454
"349","S2P5.C1",-0.02374,0.35509
"350","S3P1.C1",0.00967,0.38725
"351","S3P3.C1",-0.00558,0.38642
"352","S3P5.C1",0.00535,0.47883
"353","S1P6.C2",0.07162,0.43038
"354","S2P2.C2",0.0368,0.35528
"355","S2P4.C2",0.10738,0.39618
"356","S2P6.C2",-0.0019,0.41473
"357","S3P2.C2",0.08103,0.47904
"358","S3P4.C2",0.23561,0.38741
"359","S3P6.C2",0.05805,0.38661
"360","S1P2.W",0.00333,0.33176
"361","S1P4.W",0.000251,0.33888
"362","S1P1.C1",0.00776,0.44519
"363","S1P3.C1",-0.00527,0.43021
"364","S2P1.C1",0.000924,0.43867
"365","S2P3.C1",0.0045,0.45725
"366","S2P5.C1",-0.00013,0.39071
"367","S3P1.C1",0.00489,0.42795
"368","S3P3.C1",0.000886,0.429
"369","S3P5.C1",-0.00752,0.52152
"370","S1P6.C2",0.10185,0.466
"371","S2P2.C2",0.05606,0.39089
"372","S2P4.C2",0.11395,0.43884
"373","S2P6.C2",0.00346,0.45744
"374","S3P2.C2",0.0993,0.52171
"375","S3P4.C2",0.18258,0.42811
"376","S3P6.C2",0.06172,0.42919
"377","S1P2.W",0.00428,0.36017
"378","S1P4.W",0.00152,0.3673
"379","S1P1.C1",-0.00658,0.48086
"380","S1P3.C1",0.01597,0.46581
"381","S2P1.C1",-0.00605,0.47435
"382","S2P3.C1",0.00375,0.49292
"383","S2P5.C1",-0.00565,0.43339
"384","S3P1.C1",0.00573,0.46361
"385","S3P3.C1",0.00441,0.46459
"386","S1P4.C2",-0.00461,-0.03403
"387","S1P6.C2",0.08228,0.50873
"388","S2P2.C2",0.05113,0.43356
"389","S2P4.C2",0.1206,0.47453
"390","S2P6.C2",0.02469,0.49311
"391","S3P4.C2",0.20925,0.46377
"392","S3P6.C2",0.07295,0.46478
"393","S1P2.W",-0.00544,0.38155
"394","S1P4.W",0.00695,0.38867
"395","S1P1.C1",0.00468,0.52355
"396","S1P3.C1",-0.00276,0.50854
"397","S2P1.C1",-0.00298,0.51705
"398","S2P3.C1",0.01468,0.53561
"399","S2P5.C1",-0.00344,0.469
"400","S3P1.C1",0.01947,0.50433
"401","S3P3.C1",-0.00216,0.50721
"402","S1P4.C2",0.00102,0.000521
"403","S2P2.C2",0.06971,0.46919
"404","S2P4.C2",0.17642,0.51722
"405","S3P4.C2",0.20374,0.50449
"406","S3P6.C2",0.06853,0.5074
"407","S1P2.W",0.000915,0.40292
"408","S1P4.W",0.00607,0.41005
"409","S2P5.C1",-0.0154,0.51169
"410","S3P1.C1",0.02117,0.53999
"411","S3P3.C1",-0.00497,0.54279
"412","S1P4.C2",0.00568,0.02187
"413","S2P2.C2",0.04755,0.51186
"414","S1P2.W",0.01031,0.42428
"415","S1P4.W",-0.00201,0.43141
"416","S1P4.C2",-0.00205,0.04328
"417","S1P2.W",-0.00571,0.45272
"418","S1P4.W",0.00146,0.45985
"419","S1P4.C2",-0.000697,0.06463
"420","S3P2.C2",0.10604,0.71392
"421","S1P2.W",-0.00222,0.4741
"422","S1P4.W",0.00571,0.48122
"423","S1P4.C2",0.00859,0.09302
"424","S3P2.C2",0.11857,0.75655
"425","S1P2.W",0.00212,0.49549
"426","S1P4.W",-7.6e-05,0.50262
"427","S1P1.C1",-0.00743,0.71583
"428","S2P3.C1",0.00239,0.72794
"429","S3P5.C1",-0.00834,0.79199
"430","S1P4.C2",0.00694,0.11439
"431","S1P6.C2",0.1359,0.74369
"432","S2P6.C2",0.01476,0.72814
"433","S3P2.C2",0.14506,0.79219
"434","S1P2.W",-0.00633,0.51685
"435","S1P4.W",-0.0052,0.52398
"436","S1P1.C1",0.0043,0.75846
"437","S1P3.C1",0.02283,0.74351
"438","S2P3.C1",0.01013,0.77064
"439","S3P1.C1",0.01863,0.73351
"440","S3P3.C1",0.0042,0.74206
"441","S1P4.C2",0.00218,0.13575
"442","S1P6.C2",0.11853,0.77927
"443","S2P2.C2",0.05888,0.70396
"444","S2P6.C2",0.01165,0.77084
"445","S3P2.C2",0.12102,0.83484
"446","S3P4.C2",0.25128,0.73367
"447","S3P6.C2",0.07471,0.74225
"448","S1P2.W",-0.00245,0.54524
"449","S1P4.W",-0.000146,0.55236
"450","S1P1.C1",2.94e-05,0.7941
"451","S1P3.C1",0.0063,0.7791
"452","S2P3.C1",0.00295,0.8063
"453","S2P5.C1",0.01252,0.74646
"454","S3P1.C1",0.01238,0.76918
"455","S3P3.C1",-0.00518,0.77772
"456","S1P4.C2",0.01157,0.15711
"457","S1P6.C2",0.12027,0.82191
"458","S2P2.C2",0.05938,0.74662
"459","S2P6.C2",0.01043,0.80649
"460","S3P2.C2",0.13809,0.87047
"461","S3P4.C2",0.2384,0.76934
"462","S3P6.C2",0.08839,0.77791
"463","S1P2.W",-0.0021,0.5666
"464","S1P4.W",-0.00598,0.57373
"465","S1P1.C1",0.00895,0.83676
"466","S1P3.C1",0.00761,0.82172
"467","S2P3.C1",-0.00255,0.84902
"468","S2P5.C1",0.0157,0.78206
"469","S3P1.C1",0.01539,0.8099
"470","S3P3.C1",-0.01166,0.82037
"471","S1P4.C2",0.01456,0.18553
"472","S1P6.C2",0.11898,0.85755
"473","S2P2.C2",0.06862,0.78223
"474","S2P6.C2",0.00735,0.8492
"475","S3P2.C2",0.13844,0.91312
"476","S3P4.C2",0.22026,0.81006
"477","S3P6.C2",0.07408,0.82056
"478","S1P1.C1",-0.00094,0.8724
"479","S1P3.C1",0.00681,0.85736
"480","S2P3.C1",0.00537,0.88469
"481","S2P5.C1",-0.00231,0.82473
"482","S3P1.C1",0.0119,0.84558
"483","S3P3.C1",-0.00585,0.85601
"484","S1P4.C2",0.01163,0.20691
"485","S1P6.C2",0.11424,0.90022
"486","S2P2.C2",0.06642,0.82491
"487","S2P6.C2",0.01569,0.88488
"488","S3P2.C2",0.14514,0.94875
"489","S3P4.C2",0.28253,0.84574
"490","S3P6.C2",0.10058,0.85619
"491","S1P1.C1",-0.00429,0.91507
"492","S1P3.C1",0.00436,0.90003
"493","S2P3.C1",-0.00315,0.92742
"494","S2P5.C1",0.00508,0.86036
"495","S3P1.C1",0.02143,0.88627
"496","S3P5.C1",-0.00303,1.00681
"497","S1P4.C2",0.00573,0.2283
"498","S1P6.C2",0.11711,0.93578
"499","S2P2.C2",0.06605,0.86053
"500","S2P6.C2",0.02102,0.92758
"501","S3P2.C2",0.1758,1.02126
"502","S3P4.C2",0.19943,0.88644
"503","S1P1.C1",0.00603,0.95073
"504","S1P3.C1",0.01596,0.9356
"505","S2P3.C1",0.00777,0.96304
"506","S2P5.C1",0.00369,0.90302
"507","S3P1.C1",0.02086,0.92193
"508","S3P5.C1",-0.0023,1.04956
"509","S1P4.C2",0.01702,0.24968
"510","S1P6.C2",0.20095,1.02119
"511","S2P2.C2",0.07784,0.90319
"512","S2P6.C2",0.01953,0.96324
"513","S3P2.C2",0.20215,1.06404
"514","S3P4.C2",0.32106,0.92211
"515","S1P1.C1",0.00645,1.00676
"516","S1P3.C1",0.01573,0.97824
"517","S2P1.C1",-0.0075,1.01458
"518","S2P3.C1",0.00933,1.00683
"519","S2P5.C1",-0.0038,0.93861
"520","S3P1.C1",0.01213,0.96266
"521","S3P5.C1",0.00318,1.0994
"522","S1P4.C2",0.01098,0.28872
"523","S1P6.C2",0.25149,1.06388
"524","S2P2.C2",0.08083,0.93877
"525","S2P4.C2",0.27474,1.029
"526","S2P6.C2",0.0332,1.02123
"527","S3P2.C2",0.22317,1.11385
"528","S3P4.C2",0.50257,0.96282
"529","S3P6.C2",0.10104,1.00922
"530","S1P1.C1",0.01355,1.04949
"531","S1P3.C1",0.01529,1.00678
"532","S1P5.C1",-0.01301,-0.06387
"533","S2P1.C1",0.01098,1.05734
"534","S2P3.C1",0.02164,1.04953
"535","S2P5.C1",-7.75e-05,0.98123
"536","S3P1.C1",0.01734,1.00693
"537","S3P5.C1",0.00429,1.14216
"538","S1P4.C2",0.02682,0.3244
"539","S1P6.C2",0.2424,1.11361
"540","S2P2.C2",0.08056,1.02123
"541","S2P4.C2",0.32852,1.07176
"542","S2P6.C2",0.03341,1.06391
"543","S3P2.C2",0.23096,1.15661
"544","S3P4.C2",0.48742,1.02138
"545","S3P6.C2",0.23561,1.05196
"546","S1P1.C1",0.00939,1.09922
"547","S1P3.C1",0.03307,1.04948
"548","S2P1.C1",-0.00655,1.10708
"549","S2P5.C1",0.000526,1.00682
"550","S3P1.C1",0.00829,1.04972
"551","S3P5.C1",-0.00322,1.19193
"552","S1P4.C2",0.02604,0.36705
"553","S1P6.C2",0.22416,1.15631
"554","S2P2.C2",0.12642,1.06398
"555","S2P4.C2",0.34195,1.1215
"556","S3P2.C2",0.23895,1.20639
"557","S3P4.C2",0.55715,1.06414
"558","S3P6.C2",0.25349,1.10169
"559","S1P1.C1",-0.00113,1.14197
"560","S1P3.C1",0.01523,1.09921
"561","S1P5.C1",0.00762,-0.000486
"562","S2P1.C1",-0.000338,1.1498
"563","S2P5.C1",0.000774,1.04956
"564","S3P1.C1",0.02184,1.09953
"565","S3P5.C1",0.00179,1.23472
"566","S1P2.C2",-0.00286,-0.000324
"567","S1P4.C2",0.04429,0.40271
"568","S1P6.C2",0.3036,1.20608
"569","S2P2.C2",0.12672,1.11377
"570","S2P4.C2",0.32594,1.16424
"571","S3P2.C2",0.20737,1.24918
"572","S3P4.C2",0.64435,1.11392
"573","S3P6.C2",0.26338,1.14444
"574","S1P1.C1",0.00945,1.19175
"575","S1P3.C1",0.02065,1.1419
"576","S1P5.C1",-0.04477,0.01374
"577","S2P1.C1",0.00479,1.19959
"578","S2P5.C1",0.0066,1.09935
"579","S3P1.C1",0.01905,1.14226
"580","S3P5.C1",-0.01038,1.29635
"581","S1P2.C2",0.00537,0.0139
"582","S1P4.C2",0.04074,0.44538
"583","S1P6.C2",0.29571,1.24881
"584","S2P2.C2",0.14459,1.15652
"585","S2P4.C2",0.36298,1.21404
"586","S3P2.C2",0.1892,1.29655
"587","S3P4.C2",0.57499,1.15669
"588","S3P6.C2",0.22862,1.19419
"589","S1P1.C1",0.00941,1.23447
"590","S1P3.C1",0.01626,1.19168
"591","S1P5.C1",-0.02591,0.02795
"592","S2P1.C1",0.00238,1.24236
"593","S2P5.C1",0.00969,1.14209
"594","S3P1.C1",0.01716,1.19208
"595","S3P5.C1",0.00406,1.33197
"596","S1P2.C2",-0.000292,0.02811
"597","S1P4.C2",0.05504,0.48106
"598","S1P6.C2",0.27009,1.28704
"599","S2P2.C2",0.14247,1.20626
"600","S2P4.C2",0.37939,1.25681
"601","S3P2.C2",0.18057,1.33216
"602","S3P4.C2",0.58511,1.20648
"603","S3P6.C2",0.22556,1.2369
"604","S1P1.C1",0.01181,1.2895
"605","S1P3.C1",0.02498,1.23439
"606","S1P5.C1",0.00288,0.04218
"607","S2P1.C1",-0.01041,1.30278
"608","S2P5.C1",0.01313,1.19183
"609","S3P1.C1",0.02269,1.23486
"610","S3P5.C1",-0.000316,1.37462
"611","S1P2.C2",0.00294,0.04235
"612","S1P4.C2",0.04705,0.52375
"613","S1P6.C2",0.27709,1.32267
"614","S2P2.C2",0.1672,1.24898
"615","S2P4.C2",0.34758,1.30296
"616","S3P2.C2",0.18587,1.37481
"617","S3P4.C2",0.5726,1.24926
"618","S3P6.C2",0.19458,1.29128
"619","S1P1.C1",0.02062,1.32515
"620","S1P3.C1",0.01518,1.28688
"621","S1P5.C1",0.0037,0.05641
"622","S2P1.C1",-0.00478,1.33846
"623","S2P3.C1",0.00115,1.3235
"624","S2P5.C1",0.0138,1.23455
"625","S3P1.C1",0.01142,1.31479
"626","S3P3.C1",-0.01446,1.3267
"627","S3P5.C1",-0.00937,1.41027
"628","S1P2.C2",-0.00241,0.05657
"629","S1P6.C2",0.23932,1.36528
"630","S2P2.C2",0.17714,1.29876
"631","S2P4.C2",0.33289,1.33863
"632","S2P6.C2",0.04644,1.32369
"633","S3P2.C2",0.14044,1.41046
"634","S3P4.C2",0.4959,1.31495
"635","S3P6.C2",0.17118,1.32689
"636","S1P1.C1",0.01782,1.3658
"637","S1P3.C1",0.02601,1.3225
"638","S1P5.C1",-0.00127,0.07061
"639","S2P1.C1",-0.00671,1.38111
"640","S2P5.C1",0.01967,1.28434
"641","S3P1.C1",0.0138,1.35047
"642","S3P3.C1",-0.01857,1.36935
"643","S3P5.C1",0.000713,1.45295
"644","S1P2.C2",0.000504,0.07078
"645","S1P6.C2",0.28625,1.40086
"646","S2P2.C2",0.15712,1.34148
"647","S2P4.C2",0.37241,1.38128
"648","S3P2.C2",0.15914,1.45316
"649","S3P4.C2",0.36625,1.35064
"650","S3P6.C2",0.1382,1.36954
"651","S1P1.C1",0.01014,1.40149
