"","Label","Pyr","Flux","Time","Condition"
"675","S3P3","C1",-0.00344,1.44764,"Drought"
"676","S3P5","C1",-0.00602,1.53133,"Drought"
"677","S1P2","C2",-0.00254,0.10626,"Drought"
"678","S1P6","C2",0.24736,1.47903,"Drought"
"679","S2P2","C2",0.05955,1.43403,"Drought"
"680","S2P4","C2",0.33365,1.45962,"Drought"
"681","S2P6","C2",0.0271,1.44464,"Drought"
"682","S3P2","C2",0.13122,1.53153,"Drought"
"683","S3P4","C2",0.31713,1.429,"Drought"
"684","S3P6","C2",0.11351,1.44782,"Drought"
"685","S1P1","C1",0.00414,1.47785,"Drought"
"686","S1P3","C1",0.00751,1.44325,"Drought"
"687","S1P5","C1",-0.000372,0.12034,"Drought"
"688","S2P1","C1",0.00221,1.49513,"Drought"
"689","S2P3","C1",0.01585,1.48006,"Drought"
"690","S2P5","C1",0.0151,1.41959,"Drought"
"691","S3P1","C1",0.01371,1.47155,"Drought"
"692","S3P3","C1",-0.00519,1.48326,"Drought"
"693","S1P2","C2",-0.00249,0.12049,"Drought"
"694","S1P4","C2",0.05752,0.71603,"Drought"
"695","S1P6","C2",0.25361,1.52164,"Drought"
"696","S2P2","C2",0.09337,1.48383,"Drought"
"697","S2P4","C2",0.27547,1.4953,"Drought"
"698","S2P6","C2",0.02662,1.48027,"Drought"
"699","S3P4","C2",0.32269,1.47171,"Drought"
"700","S3P6","C2",0.13302,1.48345,"Drought"
"701","S1P1","C1",-0.01164,1.51855,"Drought"
"702","S1P3","C1",0.02083,1.47885,"Drought"
"703","S1P5","C1",0.00381,0.13454,"Drought"
"704","S2P1","C1",-0.01606,1.53781,"Drought"
"705","S2P3","C1",0.000112,1.52279,"Drought"
"706","S2P5","C1",0.00825,1.46941,"Drought"
"707","S3P1","C1",0.01421,1.50721,"Drought"
"708","S3P3","C1",-0.01317,1.52594,"Drought"
"709","S1P2","C2",0.0028,0.1347,"Drought"
"710","S1P4","C2",0.04638,0.75866,"Drought"
"711","S2P2","C2",0.089,1.52659,"Drought"
"712","S2P6","C2",0.01315,1.52299,"Drought"
"713","S3P4","C2",0.30023,1.50737,"Drought"
"714","S3P6","C2",0.12449,1.52612,"Drought"
"715","S1P2","W",-0.00538,0.95789,"Drought"
"716","S1P4","W",0.00632,0.96501,"Drought"
"717","S1P3","C1",0.02754,1.52147,"Drought"
"718","S1P5","C1",-0.00509,0.14875,"Drought"
"719","S2P5","C1",0.00674,1.51216,"Drought"
"720","S1P2","C2",0.00395,0.14891,"Drought"
"721","S1P4","C2",0.04869,0.79429,"Drought"
"722","S1P2","W",0.00291,0.97927,"Drought"
"723","S1P4","W",-0.00217,0.98639,"Drought"
"724","S1P5","C1",0.00148,0.16296,"Drought"
"725","S1P2","C2",0.00348,0.16314,"Drought"
"726","S1P4","C2",0.04725,0.83696,"Drought"
"727","S1P2","W",-0.01107,1.00771,"Drought"
"728","S1P4","W",0.00577,1.01481,"Drought"
"729","S1P5","C1",-0.00895,0.18421,"Drought"
"730","S1P2","C2",0.00859,0.18438,"Drought"
"731","S1P4","C2",0.06151,0.8726,"Drought"
"732","S1P2","W",-0.00762,1.0599,"Drought"
"733","S1P4","W",0.0075,1.06701,"Drought"
"734","S1P5","C1",-0.000684,0.19843,"Drought"
"735","S1P2","C2",0.00817,0.1986,"Drought"
"736","S1P4","C2",0.04434,0.91525,"Drought"
"737","S1P6","C2",0.25317,1.71382,"Drought"
"738","S1P2","W",-0.0031,1.11903,"Drought"
"739","S1P4","W",0.00121,1.12613,"Drought"
"740","S1P5","C1",-0.00647,0.21267,"Drought"
"741","S2P1","C1",-0.02462,1.73009,"Drought"
"742","S2P3","C1",0.01413,1.71508,"Drought"
"743","S3P3","C1",-0.00517,1.71804,"Drought"
"744","S1P2","C2",0.00198,0.21282,"Drought"
"745","S1P4","C2",0.0711,0.95091,"Drought"
"746","S1P6","C2",0.28107,1.7565,"Drought"
"747","S2P4","C2",0.23187,1.73027,"Drought"
"748","S2P6","C2",0.0457,1.71528,"Drought"
"749","S3P4","C2",0.34288,1.70674,"Drought"
"750","S3P6","C2",0.13061,1.71823,"Drought"
"751","S1P2","W",-0.000401,1.17814,"Drought"
"752","S1P4","W",0.000352,1.18524,"Drought"
"753","S1P1","C1",0.00929,1.74774,"Drought"
"754","S1P3","C1",0.00433,1.71363,"Drought"
"755","S1P5","C1",0.00614,0.22689,"Drought"
"756","S2P1","C1",0.00997,1.77272,"Drought"
