"","Label","Flux","Time"
"1276","S2P8.C2",-0.01824,1.5749
"1277","S3P6.C2",-0.00967,2.84262
"1278","S1P5.C1",0.00936,-0.38943
"1279","S2P1.C1",-0.00425,10.52207
"1280","S2P7.C1",-0.00232,1.58912
"1281","S3P3.C1",0.00795,2.78544
"1282","S1P2.C2",0.0202,-0.35715
"1283","S2P8.C2",-0.00634,1.59625
"1284","S3P6.C2",0.01483,2.88892
"1285","S1P5.C1",-0.0246,-0.37517
"1286","S2P1.C1",0.00372,10.61469
"1287","S2P7.C1",-0.00187,1.61403
"1288","S3P3.C1",-0.00242,2.82817
"1289","S1P2.C2",-0.00362,-0.34292
"1290","S2P8.C2",-0.0015,1.62116
"1291","S3P6.C2",0.00309,2.93168
"1292","S1P5.C1",0.00543,-0.35735
"1293","S2P1.C1",-0.00148,10.70714
"1294","S2P7.C1",0.00374,1.63539
"1295","S3P3.C1",-0.01384,2.87447
"1296","S1P2.C2",-0.00697,-0.32868
"1297","S2P8.C2",0.00919,1.64252
"1298","S3P6.C2",-0.00341,2.97787
"1299","S1P5.C1",-0.00315,-0.3431
"1300","S2P1.C1",0.00208,10.79971
"1301","S2P7.C1",0.00311,1.65678
"1302","S3P3.C1",-0.01805,2.91723
"1303","S1P2.C2",-0.00858,-0.3144
"1304","S2P8.C2",-0.00941,1.66391
"1305","S1P5.C1",-0.00699,-0.32887
"1306","S2P1.C1",-0.0025,10.89231
"1307","S2P7.C1",-0.00301,1.67813
"1308","S3P3.C1",0.000486,2.96352
"1309","S1P2.C2",0.00385,-0.30012
"1310","S2P8.C2",-0.000266,1.68525
"1311","S1P5.C1",-0.00984,-0.31459
"1312","S2P1.C1",0.00696,10.98493
"1313","S2P7.C1",0.00733,1.70308
"1314","S1P2.C2",-0.000385,-0.28588
"1315","S2P8.C2",-0.00824,1.71021
"1316","S1P5.C1",0.00417,-0.30031
"1317","S2P1.C1",0.00329,11.07749
"1318","S2P7.C1",0.01001,1.7244
"1319","S1P2.C2",0.00416,-0.2681
"1320","S2P8.C2",0.00648,1.73153
"1321","S1P5.C1",0.00804,-0.28608
"1322","S2P1.C1",-0.01522,11.17012
"1323","S2P7.C1",-0.01102,1.74578
"1324","S1P2.C2",-0.00963,-0.25382
"1325","S2P8.C2",-0.00824,1.75291
"1326","S1P5.C1",0.00949,-0.26829
"1327","S2P1.C1",-0.00782,11.26273
"1328","S2P7.C1",-0.00305,1.76714
"1329","S1P2.C2",-0.0109,-0.23958
"1330","S2P8.C2",-0.0037,1.77427
"1331","S1P5.C1",-0.00744,-0.25402
"1332","S2P1.C1",0.01686,11.37456
"1333","S2P7.C1",-0.00236,1.79205
"1334","S1P2.C2",0.00144,-0.22535
"1335","S2P8.C2",0.000691,1.79918
"1336","S1P5.C1",0.00598,-0.23978
"1337","S2P1.C1",0.0023,11.46711
"1338","S2P7.C1",-0.000591,1.8134
"1339","S1P2.C2",0.0106,-0.21111
"1340","S2P8.C2",-0.00843,1.82053
"1341","S1P5.C1",0.00427,-0.22554
"1342","S2P1.C1",0.00886,11.55962
"1343","S2P7.C1",-0.00381,1.83478
"1344","S1P2.C2",0.01736,-0.19688
"1345","S2P8.C2",0.01233,1.84191
"1346","S1P5.C1",-0.00527,-0.21131
"1347","S2P1.C1",0.00906,11.65223
"1348","S2P7.C1",-0.000648,1.85613
"1349","S1P2.C2",0.01058,-0.17911
"1350","S2P8.C2",-0.01451,1.86326
"1351","S1P5.C1",-0.00792,-0.19707
"1352","S2P1.C1",-0.00672,11.7448
"1353","S2P7.C1",0.0109,1.88108
"1354","S1P2.C2",0.000357,-0.16487
"1355","S2P8.C2",-0.0168,1.88821
"1356","S1P5.C1",0.00441,-0.17931
"1357","S2P1.C1",0.01537,11.8373
"1358","S2P7.C1",-0.000452,1.90244
"1359","S1P2.C2",-0.01188,-0.15064
"1360","S2P8.C2",0.0186,1.90957
"1361","S1P5.C1",-0.0133,-0.16507
"1362","S2P1.C1",-0.00908,11.92984
"1363","S2P7.C1",0.0036,1.92383
"1364","S1P2.C2",0.00132,-0.1364
"1365","S2P8.C2",0.000552,1.93097
"1366","S1P5.C1",0.0198,-0.15083
"1367","S2P1.C1",0.0094,12.02241
"1368","S2P7.C1",-0.0064,1.9452
"1369","S1P2.C2",0.01023,-0.12216
"1370","S2P8.C2",0.01652,1.95233
"1371","S1P5.C1",-0.00373,-0.1366
"1372","S2P1.C1",0.01204,12.11506
"1373","S2P7.C1",-0.00318,1.97013
"1374","S1P2.C2",-0.00476,-0.10792
"1375","S2P8.C2",-0.00165,1.97726
"1376","S1P5.C1",0.00291,-0.12236
"1377","S2P1.C1",0.0162,12.20766
"1378","S2P7.C1",0.00112,1.99148
"1379","S1P2.C2",0.00984,-0.09015
"1380","S2P8.C2",0.00134,1.99862
"1381","S1P5.C1",0.00664,-0.10811
"1382","S2P1.C1",0.00791,12.30024
"1383","S2P7.C1",0.01119,2.01278
"1384","S1P2.C2",0.00842,-0.07589
"1385","S1P5.C1",0.00348,-0.09035
"1386","S2P1.C1",0.00442,12.99633
"1387","S1P2.C2",-0.01429,-0.06161
"1388","S1P5.C1",0.00757,-0.07609
"1389","S2P1.C1",-0.00981,13.08892
"1390","S1P2.C2",0.00928,-0.04735
"1391","S1P5.C1",0.01398,-0.06181
"1392","S2P1.C1",0.01465,13.18146
"1393","S1P2.C2",0.00235,-0.03307
"1394","S1P5.C1",0.00134,-0.04753
"1395","S2P1.C1",0.00906,13.274
"1396","S1P2.C2",0.00429,-0.01878
"1397","S1P5.C1",-0.00233,-0.03326
"1398","S2P1.C1",0.00756,13.3665
"1399","S1P2.C2",-0.00405,-0.000972
"1400","S1P5.C1",0.00719,-0.01898
"1401","S2P1.C1",-0.0082,13.45898
"1402","S1P2.C2",0.00496,0.01329
"1403","S1P5.C1",0.00361,-0.00117
"1404","S2P1.C1",0.0013,13.55154
"1405","S1P2.C2",0.00301,0.02757
"1406","S1P5.C1",-0.000151,0.01309
"1407","S2P1.C1",0.00172,13.64404
"1408","S1P2.C2",0.00883,0.04183
"1409","S1P5.C1",0.00535,0.02737
"1410","S2P1.C1",-0.00224,13.73664
"1411","S1P2.C2",0.00553,0.05609
"1412","S1P5.C1",4.06e-06,0.04164
"1413","S2P1.C1",0.01106,13.82926
"1414","S1P2.C2",-0.00228,0.07037
"1415","S1P5.C1",-0.00726,0.0559
"1416","S2P1.C1",0.00512,13.92183
"1417","S1P2.C2",0.00528,0.08818
"1418","S1P5.C1",0.00831,0.07017
"1419","S2P1.C1",-0.0014,14.01441
"1420","S1P2.C2",0.00226,0.10241
"1421","S1P5.C1",-0.00267,0.08799
"1422","S2P1.C1",-0.01298,14.10698
"1423","S1P2.C2",-0.01545,0.11668
"1424","S1P5.C1",-0.00617,0.10222
"1425","S2P1.C1",-0.00316,14.19951
"1426","S1P2.C2",-0.000995,0.13095
"1427","S1P5.C1",-0.00225,0.11649
"1428","S2P1.C1",0.00169,14.29204
"1429","S1P2.C2",-0.00317,0.14522
"1430","S1P5.C1",-0.00768,0.13076
"1431","S2P1.C1",0.00118,14.38451
"1432","S1P2.C2",0.00861,0.15949
"1433","S1P5.C1",-0.00906,0.14503
"1434","S2P1.C1",0.01161,14.47713
"1435","S1P2.C2",0.000121,0.17731
"1436","S1P5.C1",0.01148,0.15931
"1437","S2P1.C1",0.00764,14.56968
"1438","S1P2.C2",0.00012,0.1916
"1439","S1P5.C1",0.00959,0.17713
"1440","S2P1.C1",5.13e-05,14.66223
"1441","S1P2.C2",0.00939,0.20587
"1442","S1P5.C1",0.00107,0.1914
"1443","S2P1.C1",0.00612,14.75469
"1444","S1P2.C2",0.000396,0.22014
"1445","S1P5.C1",-0.00866,0.20568
"1446","S2P1.C1",-0.00104,14.84712
"1447","S1P2.C2",-0.00545,0.23441
"1448","S1P5.C1",0.01576,0.21995
"1449","S2P1.C1",0.00797,14.93965
"1450","S1P2.C2",0.0172,0.24868
"1451","S1P5.C1",0.00153,0.23422
"1452","S2P1.C1",0.00471,15.0322
"1453","S1P2.C2",-0.00309,0.26648
"1454","S1P5.C1",0.00191,0.2485
"1455","S2P1.C1",0.00564,15.12479
"1456","S1P2.C2",0.019,0.28075
"1457","S1P5.C1",-0.01234,0.2663
"1458","S2P1.C1",0.000881,15.21609
"1459","S1P2.C2",0.00825,0.29502
"1460","S1P5.C1",0.00752,0.28057
"1461","S2P1.C1",0.00154,15.30869
"1462","S1P2.C2",-0.000791,0.30929
"1463","S1P5.C1",-0.00172,0.29484
"1464","S2P1.C1",-0.01012,15.40131
"1465","S1P2.C2",0.000321,0.33177
"1466","S1P5.C1",-0.00249,0.30911
"1467","S2P1.C1",0.000299,15.49392
"1468","S1P2.C2",0.0055,0.34604
"1469","S1P5.C1",0.0021,0.3316
"1470","S2P1.C1",-0.00495,15.58652
"1471","S1P2.C2",-0.00134,0.36731
"1472","S1P5.C1",-0.000409,0.34586
"1473","S2P1.C1",-0.00179,15.67896
"1474","S1P2.C2",0.00601,0.38157
"1475","S1P5.C1",-0.00563,0.36713
"1476","S2P1.C1",-0.00121,15.7716
"1477","S1P2.C2",0.00327,0.40652
"1478","S1P5.C1",-0.015,0.38139
"1479","S1P2.C2",-0.00362,0.42076
"1480","S1P5.C1",0.00347,0.40633
"1481","S2P1.C1",0.00541,15.95685
"1482","S1P2.C2",0.01742,0.44205
"1483","S1P5.C1",-0.00606,0.42058
"1484","S2P1.C1",-0.00728,16.02764
"1485","S1P2.C2",0.01222,0.45628
"1486","S1P5.C1",0.00912,0.44188
"1487","S2P1.C1",0.01944,16.1203
"1488","S1P2.C2",0.007,0.48117
"1489","S1P5.C1",0.01529,0.45611
"1490","S2P1.C1",-0.01149,16.21288
"1491","S1P2.C2",0.00757,0.49541
"1492","S1P5.C1",0.00492,0.481
"1493","S2P1.C1",0.000404,16.35304
"1494","S1P2.C2",-0.01573,0.51667
"1495","S1P5.C1",0.00212,0.49523
"1496","S2P1.C1",8.61e-05,16.4948
"1497","S1P2.C2",-0.00486,0.53091
"1498","S1P5.C1",-0.00603,0.51648
"1499","S2P1.C1",0.000636,16.6366
"1500","S1P2.C2",-0.01519,0.55584
"1501","S1P5.C1",0.00745,0.53073
"1502","S2P1.C1",0.00066,16.77836
"1503","S1P2.C2",0.00291,0.57006
"1504","S1P5.C1",0.0169,0.55566
"1505","S2P1.C1",0.000118,16.92005
"1506","S1P2.C2",0.00024,0.59131
"1507","S1P5.C1",-0.00762,0.56988
"1508","S2P1.C1",-0.000463,17.0617
"1509","S1P2.C2",-0.00967,0.60554
"1510","S1P5.C1",0.00357,0.59113
"1511","S2P1.C1",0.00069,17.20338
"1512","S1P2.C2",0.01048,0.63044
"1513","S1P5.C1",0.00549,0.60537
"1514","S2P1.C1",-0.000113,17.34508
"1515","S1P2.C2",-0.01137,0.64466
"1516","S1P5.C1",-0.00947,0.63027
"1517","S1P2.C2",0.01,0.66591
"1518","S1P5.C1",0.00135,0.64448
"1519","S1P2.C2",0.01446,0.68014
"1520","S1P5.C1",0.00851,0.66573
"1521","S1P2.C2",7.44e-05,0.70506
"1522","S1P5.C1",0.01705,0.67995
"1523","S1P2.C2",-0.00295,0.71927
"1524","S1P5.C1",0.00421,0.70488
"1525","S1P2.C2",-0.00079,0.74059
"1526","S1P5.C1",0.00306,0.7191
"1527","S1P2.C2",0.02175,0.75481
"1528","S1P5.C1",-0.00268,0.74041
"1529","S1P2.C2",-0.00114,0.77971
"1530","S1P5.C1",-0.00181,0.75464
"1531","S1P2.C2",-0.00584,0.79399
"1532","S1P5.C1",0.000775,0.77953
"1533","S1P2.C2",-0.0085,0.81529
"1534","S1P5.C1",-0.0101,0.7938
"1535","S1P2.C2",0.00555,0.82955
"1536","S1P5.C1",-0.00179,0.8151
"1537","S1P2.C2",-0.00673,0.85446
"1538","S1P5.C1",0.0131,0.82936
"1539","S1P2.C2",-0.00582,0.86872
"1540","S1P5.C1",-0.0022,0.85427
"1541","S1P2.C2",0.00636,0.89005
"1542","S1P5.C1",0.00575,0.86853
"1543","S1P2.C2",0.00208,0.90431
"1544","S1P5.C1",-0.000726,0.88986
"1545","S1P2.C2",0.00678,0.92925
"1546","S1P5.C1",-0.00911,0.90412
"1547","S1P2.C2",0.01239,0.94351
"1548","S1P5.C1",-0.0033,0.92906
"1549","S1P2.C2",-0.00324,0.96492
"1550","S1P5.C1",0.01127,0.94332
"1551","S1P2.C2",0.00569,0.97919
"1552","S1P5.C1",0.00799,0.96473
"1553","S1P2.C2",-0.00344,1.04209
"1554","S1P5.C1",-0.00229,0.979
"1555","S1P2.C2",0.01348,1.08493
"1556","S1P5.C1",0.01104,1.02762
"1557","S1P2.C2",0.00205,1.13127
"1558","S1P5.C1",-0.0142,1.07046
"1559","S1P2.C2",0.00622,1.17411
"1560","S1P5.C1",-0.000928,1.11681
"1561","S1P2.C2",-0.00221,1.22043
"1562","S1P5.C1",0.00763,1.15965
"1563","S1P2.C2",-0.0178,1.26324
"1564","S1P5.C1",0.00118,1.20601
"1565","S1P2.C2",-0.00513,1.34006
"1566","S1P5.C1",0.01413,1.24878
"1567","S1P2.C2",-0.0105,1.37569
"1568","S1P5.C1",-0.00672,1.29514
"1569","S1P2.C2",0.0097,1.41486
"1570","S1P5.C1",-0.00204,1.33987
"1571","S1P2.C2",0.01054,1.45056
"1572","S1P5.C1",-0.0018,1.37552
"1573","S1P2.C2",-0.00276,1.48972
"1574","S1P5.C1",-0.01543,1.41468
"1575","S1P2.C2",-0.00989,1.52536
"1576","S1P5.C1",0.01091,1.45037
"1577","S1P2.C2",0.00444,1.56456
"1578","S1P5.C1",-0.00306,1.48955
"1579","S1P2.C2",-0.00406,1.6002
"1580","S1P5.C1",0.00579,1.52517
"1581","S1P2.C2",-0.01463,1.63939
"1582","S1P5.C1",0.02343,1.56438
"1583","S1P2.C2",-0.00368,1.67499
"1584","S1P5.C1",0.01142,1.60001
"1585","S1P2.C2",-0.00076,1.71414
"1586","S1P5.C1",0.03032,1.63921
"1587","S1P2.C2",0.00695,1.74976
"1588","S1P5.C1",0.00371,1.67481
"1589","S1P2.C2",0.00486,1.78892
"1590","S1P5.C1",0.01322,1.71396
"1591","S1P2.C2",0.000169,1.82458
"1592","S1P5.C1",0.0061,1.74957
"1593","S1P2.C2",0.02262,1.86376
"1594","S1P5.C1",0.00767,1.78875
"1595","S1P2.C2",-0.00767,1.89942
"1596","S1P5.C1",-0.00784,1.8244
"1597","S1P2.C2",0.000123,1.93867
"1598","S1P5.C1",-0.00457,1.86359
"1599","S1P2.C2",0.0086,1.97431
"1600","S1P5.C1",-0.01045,1.89924
"1601","S1P5.C1",-0.01045,1.93848
"1602","S1P5.C1",-0.00502,1.93848
"1603","S1P5.C1",-0.00502,1.97413
"1604","S1P5.C1",-0.00761,1.97413
