"","Label","Pyr","Flux","Time","Condition"
"382","S3P2","C2",0.0091,0.36513,"Drought"
"383","S3P4","C2",0.00644,0.27543,"Drought"
"384","S3P6","C2",0.01783,0.27281,"Drought"
"385","S1P2","W",0.01326,0.26766,"Drought"
"386","S1P4","W",0.00979,0.27479,"Drought"
"387","S1P1","C1",0.03252,0.3242,"Drought"
"388","S1P3","C1",0.03546,0.30926,"Drought"
"389","S1P5","C1",0.00365,-0.34124,"Drought"
"390","S2P1","C1",0.0033,0.31774,"Drought"
"391","S2P3","C1",0.03098,0.33616,"Drought"
"392","S2P5","C1",0.02471,0.27683,"Drought"
"393","S3P1","C1",0.0736,0.31093,"Drought"
"394","S3P3","C1",0.0224,0.30825,"Drought"
"395","S3P5","C1",-0.01156,0.40057,"Drought"
"396","S1P2","C2",0.000952,-0.34106,"Drought"
"397","S2P2","C2",0.03923,0.27701,"Drought"
"398","S2P4","C2",0.05619,0.31792,"Drought"
"399","S2P6","C2",-0.00494,0.33637,"Drought"
"400","S3P2","C2",0.00474,0.40076,"Drought"
"401","S3P4","C2",0.02086,0.31109,"Drought"
"402","S3P6","C2",0.01922,0.30844,"Drought"
"403","S1P2","W",0.00497,0.28903,"Drought"
"404","S1P4","W",0.00211,0.29615,"Drought"
"405","S1P1","C1",0.01687,0.36685,"Drought"
"406","S1P5","C1",0.000281,-0.327,"Drought"
"407","S2P1","C1",0.01327,0.36037,"Drought"
"408","S2P3","C1",0.01798,0.37888,"Drought"
"409","S2P5","C1",0.0159,0.31245,"Drought"
"410","S3P1","C1",0.07034,0.35156,"Drought"
"411","S3P3","C1",0.00693,0.35086,"Drought"
"412","S3P5","C1",-0.00132,0.44319,"Drought"
"413","S1P2","C2",-0.00455,-0.32683,"Drought"
"414","S1P6","C2",0.01062,0.38769,"Drought"
"415","S2P2","C2",0.03261,0.31264,"Drought"
"416","S2P4","C2",0.05547,0.36054,"Drought"
"417","S2P6","C2",0.0018,0.37907,"Drought"
"418","S3P2","C2",0.01749,0.44339,"Drought"
"419","S3P4","C2",0.01527,0.35172,"Drought"
"420","S3P6","C2",0.01489,0.35104,"Drought"
"421","S1P2","W",0.00475,0.31041,"Drought"
"422","S1P4","W",0.00634,0.31751,"Drought"
"423","S1P1","C1",0.01666,0.40251,"Drought"
"424","S1P3","C1",0.04615,0.38751,"Drought"
"425","S1P5","C1",-0.00224,-0.30572,"Drought"
"426","S2P1","C1",0.00704,0.39601,"Drought"
"427","S2P3","C1",0.01479,0.41454,"Drought"
"428","S2P5","C1",0.03089,0.35509,"Drought"
"429","S3P1","C1",0.04615,0.38725,"Drought"
"430","S3P3","C1",0.0116,0.38642,"Drought"
"431","S3P5","C1",0.00385,0.47883,"Drought"
"432","S1P2","C2",-0.01054,-0.30554,"Drought"
"433","S1P6","C2",-0.00408,0.43038,"Drought"
"434","S2P2","C2",0.03127,0.35528,"Drought"
"435","S2P4","C2",0.03799,0.39618,"Drought"
"436","S2P6","C2",0.0126,0.41473,"Drought"
"437","S3P2","C2",0.0108,0.47904,"Drought"
"438","S3P4","C2",0.00785,0.38741,"Drought"
"439","S3P6","C2",0.02364,0.38661,"Drought"
"440","S1P2","W",-0.000509,0.33176,"Drought"
"441","S1P4","W",0.00152,0.33888,"Drought"
"442","S1P1","C1",0.0231,0.44519,"Drought"
"443","S1P3","C1",0.02571,0.43021,"Drought"
"444","S1P5","C1",0.00899,-0.29148,"Drought"
"445","S2P1","C1",0.00809,0.43867,"Drought"
"446","S2P3","C1",0.01681,0.45725,"Drought"
"447","S2P5","C1",0.02136,0.39071,"Drought"
"448","S3P1","C1",0.0456,0.42795,"Drought"
"449","S3P3","C1",0.00802,0.429,"Drought"
"450","S3P5","C1",0.00205,0.52152,"Drought"
"451","S1P2","C2",-0.000116,-0.29131,"Drought"
"452","S1P6","C2",0.01764,0.466,"Drought"
"453","S2P2","C2",0.02315,0.39089,"Drought"
"454","S2P4","C2",0.05545,0.43884,"Drought"
"455","S2P6","C2",-0.00608,0.45744,"Drought"
"456","S3P2","C2",0.00974,0.52171,"Drought"
"457","S3P4","C2",0.02447,0.42811,"Drought"
"458","S3P6","C2",-0.00752,0.42919,"Drought"
"459","S1P2","W",0.00831,0.36017,"Drought"
"460","S1P4","W",0.00459,0.3673,"Drought"
"461","S1P1","C1",0.01986,0.48086,"Drought"
"462","S1P3","C1",0.04116,0.46581,"Drought"
"463","S1P5","C1",0.00223,-0.27725,"Drought"
"464","S2P1","C1",-0.00216,0.47435,"Drought"
"465","S2P3","C1",0.03102,0.49292,"Drought"
"466","S2P5","C1",0.00631,0.43339,"Drought"
"467","S3P1","C1",0.02727,0.46361,"Drought"
"468","S3P3","C1",-0.00567,0.46459,"Drought"
"469","S3P5","C1",0.00201,0.55713,"Drought"
"470","S1P2","C2",0.00163,-0.27707,"Drought"
"471","S1P4","C2",-0.00153,-0.03403,"Drought"
"472","S1P6","C2",0.00549,0.50873,"Drought"
"473","S2P2","C2",0.04138,0.43356,"Drought"
"474","S2P4","C2",0.04404,0.47453,"Drought"
"475","S2P6","C2",-0.000228,0.49311,"Drought"
"476","S3P2","C2",0.01238,0.55734,"Drought"
"477","S3P4","C2",0.00468,0.46377,"Drought"
"478","S3P6","C2",0.01641,0.46478,"Drought"
"479","S1P2","W",0.00513,0.38155,"Drought"
"480","S1P4","W",3.48e-05,0.38867,"Drought"
"481","S1P1","C1",0.00438,0.52355,"Drought"
"482","S1P3","C1",0.03567,0.50854,"Drought"
"483","S1P5","C1",0.0035,-0.26301,"Drought"
"484","S2P1","C1",0.02078,0.51705,"Drought"
"485","S2P3","C1",0.02592,0.53561,"Drought"
"486","S2P5","C1",0.00789,0.469,"Drought"
"487","S3P1","C1",0.01411,0.50433,"Drought"
"488","S3P3","C1",0.00795,0.50721,"Drought"
"489","S1P2","C2",-0.01343,-0.26284,"Drought"
"490","S1P4","C2",-0.00269,0.000521,"Drought"
"491","S1P6","C2",0.000647,0.54436,"Drought"
"492","S2P2","C2",0.03395,0.46919,"Drought"
"493","S2P4","C2",0.03317,0.51722,"Drought"
"494","S2P6","C2",0.00301,0.53581,"Drought"
"495","S3P4","C2",0.01213,0.50449,"Drought"
"496","S3P6","C2",0.01337,0.5074,"Drought"
"497","S1P2","W",0.00137,0.40292,"Drought"
"498","S1P4","W",0.00409,0.41005,"Drought"
"499","S1P1","C1",0.00475,0.55922,"Drought"
"500","S1P3","C1",0.03409,0.54418,"Drought"
"501","S1P5","C1",-0.00147,-0.24877,"Drought"
"502","S2P1","C1",0.00833,0.55272,"Drought"
"503","S2P3","C1",0.02705,0.5713,"Drought"
