"","Label","Flux","Time"
"649","S3P5.C1",0.00379,1.00681
"650","S1P2.C2",0.00554,-0.1064
"651","S1P4.C2",-0.00519,0.2283
"652","S1P6.C2",0.01031,0.93578
"653","S2P2.C2",0.02133,0.86053
"654","S2P6.C2",0.00473,0.92758
"655","S3P2.C2",-0.00116,1.02126
"656","S3P4.C2",0.00728,0.88644
"657","S1P1.C1",0.01331,0.95073
"658","S1P3.C1",0.02011,0.9356
"659","S1P5.C1",-0.00207,-0.09234
"660","S2P3.C1",0.01514,0.96304
"661","S2P5.C1",0.0049,0.90302
"662","S3P1.C1",0.01767,0.92193
"663","S3P5.C1",0.00171,1.04956
"664","S1P2.C2",-0.01116,-0.09216
"665","S1P4.C2",0.0162,0.24968
"666","S1P6.C2",0.02032,1.02119
"667","S2P2.C2",0.02205,0.90319
"668","S2P6.C2",-0.00452,0.96324
"669","S3P2.C2",0.00205,1.06404
"670","S3P4.C2",0.01394,0.92211
"671","S1P1.C1",0.01013,1.00676
"672","S1P3.C1",0.03173,0.97824
"673","S1P5.C1",0.01556,-0.0781
"674","S2P1.C1",0.000491,1.01458
"675","S2P3.C1",0.03482,1.00683
"676","S2P5.C1",0.01558,0.93861
"677","S3P1.C1",0.01301,0.96266
"678","S3P3.C1",0.01296,0.99479
"679","S3P5.C1",0.0112,1.0994
"680","S1P2.C2",0.000621,-0.07793
"681","S1P4.C2",0.0118,0.28872
"682","S1P6.C2",0.0116,1.06388
"683","S2P2.C2",0.01936,0.93877
"684","S2P4.C2",0.01951,1.029
"685","S2P6.C2",-0.00289,1.02123
"686","S3P2.C2",0.00466,1.11385
"687","S3P4.C2",0.01974,0.96282
"688","S3P6.C2",0.01578,1.00922
"689","S1P1.C1",-0.00229,1.04949
"690","S1P3.C1",0.04077,1.00678
"691","S1P5.C1",-0.00541,-0.06387
"692","S2P1.C1",0.000336,1.05734
"693","S2P3.C1",0.01834,1.04953
"694","S2P5.C1",0.01291,0.98123
"695","S3P1.C1",0.0247,1.00693
"696","S3P3.C1",0.01042,1.03751
"697","S3P5.C1",-0.00749,1.14216
"698","S1P2.C2",0.0032,-0.0637
"699","S1P4.C2",0.01665,0.3244
"700","S1P6.C2",0.01785,1.11361
"701","S2P2.C2",0.01504,1.02123
"702","S2P4.C2",0.02722,1.07176
"703","S2P6.C2",0.01622,1.06391
"704","S3P2.C2",0.00657,1.15661
"705","S3P4.C2",0.0191,1.02138
"706","S3P6.C2",0.00134,1.05196
"707","S1P1.C1",0.01302,1.09922
"708","S1P3.C1",0.05533,1.04948
"709","S1P5.C1",-0.00618,-0.04964
"710","S2P1.C1",0.01465,1.10708
"711","S2P3.C1",0.02594,1.09926
"712","S2P5.C1",0.01492,1.00682
"713","S3P1.C1",0.02063,1.04972
"714","S3P3.C1",0.00711,1.08728
"715","S3P5.C1",0.00329,1.19193
"716","S1P2.C2",-0.00069,-0.04948
"717","S1P4.C2",0.01207,0.36705
"718","S1P6.C2",0.02204,1.15631
"719","S2P2.C2",0.03164,1.06398
"720","S2P4.C2",0.01779,1.1215
"721","S2P6.C2",0.01098,1.11366
"722","S3P2.C2",-0.00149,1.20639
"723","S3P4.C2",0.01041,1.06414
"724","S3P6.C2",0.00802,1.10169
"725","S1P1.C1",0.01538,1.14197
"726","S1P3.C1",0.04521,1.09921
"727","S1P5.C1",-0.03035,-0.000486
"728","S2P1.C1",0.01022,1.1498
"729","S2P5.C1",0.00565,1.04956
"730","S3P1.C1",0.00582,1.09953
"731","S3P3.C1",-0.01042,1.12999
"732","S3P5.C1",0.00847,1.23472
"733","S1P2.C2",0.02249,-0.000324
"734","S1P4.C2",0.00649,0.40271
"735","S1P6.C2",0.02904,1.20608
"736","S2P2.C2",0.02161,1.11377
"737","S2P4.C2",0.01117,1.16424
"738","S3P2.C2",-0.00476,1.24918
"739","S3P4.C2",0.0048,1.11392
"740","S3P6.C2",0.00948,1.14444
"741","S1P1.C1",0.01179,1.19175
"742","S1P3.C1",0.04609,1.1419
"743","S1P5.C1",0.00878,0.01374
"744","S2P1.C1",-0.00929,1.19959
"745","S2P5.C1",0.01358,1.09935
"746","S3P1.C1",0.00712,1.14226
"747","S3P3.C1",0.00289,1.17977
"748","S3P5.C1",-0.00686,1.29635
"749","S1P2.C2",0.0289,0.0139
"750","S1P4.C2",0.00931,0.44538
"751","S1P6.C2",0.0172,1.24881
"752","S2P2.C2",0.00959,1.15652
"753","S2P4.C2",0.02254,1.21404
"754","S3P2.C2",0.000166,1.29655
"755","S3P4.C2",0.00196,1.15669
"756","S3P6.C2",0.01462,1.19419
"757","S1P1.C1",0.01544,1.23447
"758","S1P3.C1",0.04367,1.19168
"759","S1P5.C1",-0.00173,0.02795
"760","S2P1.C1",0.00139,1.24236
"761","S2P5.C1",0.02186,1.14209
"762","S3P1.C1",0.00499,1.19208
"763","S3P3.C1",0.00438,1.22248
"764","S3P5.C1",-0.01541,1.33197
"765","S1P2.C2",-0.00239,0.02811
"766","S1P4.C2",0.00663,0.48106
"767","S1P6.C2",0.01491,1.28704
"768","S2P2.C2",0.01595,1.20626
"769","S2P4.C2",0.02363,1.25681
"770","S3P2.C2",-0.00536,1.33216
"771","S3P4.C2",0.01838,1.20648
"772","S3P6.C2",0.01761,1.2369
"773","S1P1.C1",0.02321,1.2895
"774","S1P3.C1",0.04488,1.23439
"775","S1P5.C1",0.00103,0.04218
"776","S2P1.C1",0.00828,1.30278
"777","S2P5.C1",0.02278,1.19183
"778","S3P1.C1",0.01863,1.23486
"779","S3P3.C1",0.00275,1.29109
"780","S3P5.C1",0.00305,1.37462
"781","S1P2.C2",0.00347,0.04235
"782","S1P4.C2",0.0104,0.52375
"783","S1P6.C2",0.02347,1.32267
"784","S2P2.C2",0.02403,1.24898
"785","S2P4.C2",0.02938,1.30296
"786","S3P2.C2",0.000494,1.37481
"787","S3P4.C2",0.02441,1.24926
"788","S3P6.C2",0.0117,1.29128
"789","S1P1.C1",0.02046,1.32515
"790","S1P3.C1",0.02801,1.28688
"791","S1P5.C1",-0.02103,0.05641
"792","S2P1.C1",0.000395,1.33846
"793","S2P3.C1",0.01534,1.3235
"794","S2P5.C1",0.01179,1.23455
"795","S3P1.C1",0.01414,1.31479
"796","S3P3.C1",0.00228,1.3267
"797","S3P5.C1",-0.00207,1.41027
"798","S1P2.C2",0.00722,0.05657
"799","S1P4.C2",0.00862,0.55942
"800","S1P6.C2",0.02182,1.36528
"801","S2P2.C2",0.01203,1.29876
"802","S2P4.C2",0.00913,1.33863
"803","S2P6.C2",0.00477,1.32369
"804","S3P2.C2",-0.00733,1.41046
"805","S3P4.C2",0.00437,1.31495
"806","S3P6.C2",0.00623,1.32689
"807","S1P1.C1",0.01091,1.3658
"808","S1P3.C1",0.04024,1.3225
"809","S1P5.C1",0.01556,0.07061
"810","S2P1.C1",-0.00299,1.38111
"811","S2P5.C1",-0.00577,1.28434
"812","S3P1.C1",0.01116,1.35047
"813","S3P3.C1",0.00678,1.36935
"814","S3P5.C1",0.00312,1.45295
"815","S1P2.C2",0.01298,0.07078
"816","S1P4.C2",-0.01174,0.60206
"817","S1P6.C2",-0.00279,1.40086
"818","S2P2.C2",0.02114,1.34148
"819","S2P4.C2",0.02229,1.38128
"820","S3P2.C2",0.01083,1.45316
"821","S3P4.C2",0.0094,1.35064
"822","S3P6.C2",0.01063,1.36954
"823","S1P1.C1",0.00357,1.40149
"824","S1P3.C1",0.02371,1.3651
"825","S1P5.C1",0.01306,0.09189
"826","S2P1.C1",0.01207,1.41677
"827","S2P3.C1",0.03384,1.40175
"828","S2P5.C1",0.01053,1.32707
"829","S3P1.C1",0.01272,1.39317
"830","S3P3.C1",0.00196,1.40497
"831","S3P5.C1",0.01033,1.48863
"832","S1P2.C2",-0.01117,0.09205
"833","S1P4.C2",0.01816,0.63775
"834","S1P6.C2",0.02297,1.44344
"835","S2P2.C2",0.01586,1.39127
"836","S2P4.C2",0.01974,1.41694
"837","S2P6.C2",-0.01288,1.40194
"838","S3P2.C2",-0.000313,1.48884
"839","S3P4.C2",0.03271,1.39333
"840","S3P6.C2",0.000868,1.40515
"841","S1P1.C1",0.01616,1.44218
"842","S1P3.C1",0.03359,1.40067
"843","S1P5.C1",0.00761,0.1061
"844","S2P1.C1",0.0072,1.45944
"845","S2P3.C1",0.01019,1.44444
"846","S2P5.C1",0.01483,1.37685
"847","S3P1.C1",0.01299,1.42883
"848","S3P3.C1",-0.00112,1.44764
"849","S3P5.C1",-0.00147,1.53133
"850","S1P2.C2",0.0075,0.10626
"851","S1P4.C2",0.00823,0.68039
"852","S1P6.C2",0.01144,1.47903
"853","S2P2.C2",0.02809,1.43403
"854","S2P4.C2",0.01093,1.45962
"855","S2P6.C2",0.0159,1.44464
"856","S3P2.C2",-0.00269,1.53153
"857","S3P4.C2",0.00929,1.429
"858","S3P6.C2",0.00277,1.44782
"859","S1P1.C1",0.00832,1.47785
"860","S1P3.C1",0.04202,1.44325
"861","S1P5.C1",0.01531,0.12034
"862","S2P1.C1",-0.00215,1.49513
"863","S2P3.C1",0.02293,1.48006
"864","S2P5.C1",0.00965,1.41959
"865","S3P1.C1",-0.000196,1.47155
"866","S3P3.C1",0.00616,1.48326
"867","S3P5.C1",-0.00698,1.56699
"868","S1P2.C2",0.000726,0.12049
"869","S1P4.C2",0.00906,0.71603
"870","S1P6.C2",0.00453,1.52164
"871","S2P2.C2",0.01509,1.48383
"872","S2P4.C2",-0.00747,1.4953
"873","S2P6.C2",0.01054,1.48027
"874","S3P2.C2",0.00197,1.5672
"875","S3P4.C2",0.00431,1.47171
"876","S3P6.C2",0.00124,1.48345
"877","S1P1.C1",0.0231,1.51855
"878","S1P3.C1",0.03713,1.47885
"879","S1P5.C1",0.02035,0.13454
"880","S2P1.C1",0.0055,1.53781
"881","S2P3.C1",0.03015,1.52279
"882","S2P5.C1",0.00628,1.46941
"883","S3P1.C1",0.01051,1.50721
"884","S3P3.C1",-0.00565,1.52594
"885","S1P2.C2",0.00106,0.1347
"886","S1P4.C2",0.00561,0.75866
"887","S1P6.C2",0.02621,1.55723
"888","S2P2.C2",0.00666,1.52659
"889","S2P4.C2",0.00989,1.53799
"890","S2P6.C2",-0.00297,1.52299
"891","S3P4.C2",0.01035,1.50737
"892","S3P6.C2",0.00231,1.52612
"893","S1P2.W",-0.01127,0.95789
"894","S1P4.W",0.00469,0.96501
"895","S1P1.C1",0.00253,1.55422
"896","S1P3.C1",0.02877,1.52147
"897","S1P5.C1",0.000259,0.14875
"898","S2P1.C1",-0.000836,1.57348
"899","S2P3.C1",-0.00418,1.55843
"900","S2P5.C1",-0.00928,1.51216
"901","S3P1.C1",0.016,1.54992
"902","S3P3.C1",-0.00261,1.56154
"903","S1P2.C2",0.00717,0.14891
"904","S1P4.C2",-0.01118,0.79429
"905","S2P2.C2",0.0094,1.57632
"906","S2P4.C2",0.01716,1.57366
"907","S2P6.C2",-0.00155,1.55862
"908","S3P4.C2",0.00574,1.55009
"909","S3P6.C2",0.00264,1.56172
"910","S1P2.W",-0.00514,0.97927
"911","S1P4.W",0.000835,0.98639
"912","S1P3.C1",0.03121,1.55705
"913","S1P5.C1",0.01995,0.16296
"914","S2P1.C1",0.02227,1.61615
"915","S2P5.C1",-0.00423,1.56192
"916","S3P1.C1",0.00442,1.5856
"917","S1P2.C2",0.0214,0.16314
"918","S1P4.C2",0.00785,0.83696
"919","S1P6.C2",0.03325,1.63544
"920","S2P4.C2",0.01462,1.61634
"921","S1P2.W",-0.01609,1.00771
"922","S1P4.W",0.01074,1.01481
"923","S1P5.C1",-0.00387,0.18421
"924","S2P1.C1",0.01075,1.65182
"925","S1P2.C2",0.004,0.18438
"926","S1P4.C2",0.01654,0.8726
"927","S1P6.C2",0.00419,1.67816
"928","S2P4.C2",0.00292,1.65199
"929","S2P6.C2",-0.00493,1.63696
"930","S3P6.C2",0.00325,1.63994
"931","S1P2.W",0.01514,1.0599
"932","S1P4.W",0.00117,1.06701
"933","S1P1.C1",0.01933,1.67135
"934","S1P5.C1",0.00825,0.19843
"935","S2P1.C1",-0.00509,1.69446
"936","S2P3.C1",0.02505,1.67947
"937","S3P1.C1",0.00668,1.66385
"938","S3P3.C1",0.00327,1.68242
"939","S1P2.C2",0.0067,0.1986
"940","S1P4.C2",0.01086,0.91525
"941","S1P6.C2",0.01921,1.71382
"942","S2P4.C2",0.00486,1.69463
"943","S2P6.C2",0.00115,1.67966
"944","S3P4.C2",0.00577,1.66402
"945","S3P6.C2",-0.00641,1.6826
"946","S1P2.W",0.00127,1.11903
"947","S1P4.W",-0.0024,1.12613
"948","S1P1.C1",0.01358,1.707
"949","S1P3.C1",0.02927,1.67797
"950","S1P5.C1",0.00167,0.21267
"951","S2P1.C1",0.01202,1.73009
"952","S2P3.C1",0.00295,1.71508
"953","S3P1.C1",0.00972,1.70659
"954","S3P3.C1",-0.00199,1.71804
"955","S1P2.C2",0.00929,0.21282
"956","S1P4.C2",0.01297,0.95091
"957","S1P6.C2",0.00928,1.7565
"958","S2P4.C2",0.01181,1.73027
"959","S2P6.C2",0.00389,1.71528
"960","S3P4.C2",-0.00441,1.70674
"961","S3P6.C2",-0.00495,1.71823
"962","S1P2.W",-0.00178,1.17814
"963","S1P4.W",-0.00183,1.18524
"964","S1P1.C1",-0.00784,1.74774
"965","S1P3.C1",0.01582,1.71363
"966","S1P5.C1",0.00829,0.22689
"967","S2P1.C1",0.0022,1.77272
"968","S2P3.C1",0.01345,1.75775
"969","S3P1.C1",-0.00344,1.74223
"970","S3P3.C1",-0.00273,1.76069
"971","S1P2.C2",0.01126,0.22705
"972","S1P4.C2",0.00566,1.0212
"973","S1P6.C2",0.0098,1.79218
"974","S2P4.C2",0.00429,1.77289
"975","S2P6.C2",0.00329,1.75792
"976","S3P4.C2",0.00524,1.74241
"977","S3P6.C2",-0.00175,1.76088
"978","S1P2.W",-0.00301,1.24434
"979","S1P4.W",-0.00376,1.25145
"980","S1P1.C1",0.0102,1.78341
"981","S1P3.C1",0.02154,1.75632
"982","S1P5.C1",0.02977,0.24111
"983","S2P1.C1",0.00874,1.80836
"984","S2P3.C1",0.00277,1.79333
"985","S3P1.C1",0.00891,1.78493
"986","S3P3.C1",0.00283,1.79631
"987","S1P2.C2",0.00202,0.24128
"988","S1P4.C2",0.00929,1.06392
"989","S1P6.C2",0.00466,1.83479
"990","S2P4.C2",0.01135,1.80853
"991","S2P6.C2",0.00251,1.7935
"992","S3P4.C2",0.02114,1.7851
"993","S3P6.C2",0.00936,1.79649
"994","S1P2.W",0.00876,1.30344
"995","S1P4.W",0.0065,1.31054
"996","S1P1.C1",0.00816,1.82413
"997","S1P3.C1",0.02242,1.79199
"998","S1P5.C1",0.01236,0.25534
"999","S2P1.C1",0.01409,1.85102
"1000","S2P3.C1",0.01977,1.83597
"1001","S3P1.C1",0.01309,1.82059
"1002","S3P3.C1",-0.01328,1.83899
"1003","S1P2.C2",-0.00333,0.2555
"1004","S1P4.C2",0.01391,1.11366
"1005","S1P6.C2",-0.00234,1.87046
"1006","S2P4.C2",0.007,1.85119
"1007","S2P6.C2",0.00782,1.83617
"1008","S3P4.C2",0.0277,1.82075
"1009","S3P6.C2",0.01197,1.83918
"1010","S1P2.W",0.00537,1.36259
"1011","S1P4.W",-0.000149,1.3697
"1012","S1P1.C1",0.01098,1.85981
"1013","S1P3.C1",0.00839,1.83464
"1014","S1P5.C1",0.000218,0.27657
"1015","S2P1.C1",0.00309,1.88667
"1016","S2P3.C1",0.00573,1.87161
"1017","S3P1.C1",0.01755,1.8633
"1018","S3P3.C1",0.00716,1.87462
"1019","S3P5.C1",0.00645,1.95865
"1020","S1P2.C2",0.0104,0.27674
"1021","S1P4.C2",0.00934,1.1564
"1022","S2P4.C2",0.01131,1.88684
"1023","S2P6.C2",0.01059,1.87181
"1024","S3P2.C2",0.00814,1.95884
"1025","S3P4.C2",0.01068,1.86347
"1026","S3P6.C2",0.01651,1.87481
"1027","S1P2.W",-0.01171,1.42877
"1028","S1P4.W",0.00521,1.43589
"1029","S1P1.C1",0.00534,1.9005
"1030","S1P3.C1",0.01549,1.87028
"1031","S1P5.C1",0.00269,0.29079
"1032","S2P1.C1",0.01278,1.92932
"1033","S2P3.C1",0.00379,1.91428
"1034","S3P1.C1",0.00528,1.89898
"1035","S3P3.C1",0.00479,1.91726
"1036","S1P2.C2",0.00781,0.29095
"1037","S1P4.C2",-0.00534,1.20617
"1038","S2P2.C2",-0.00289,1.989
"1039","S2P4.C2",-0.000327,1.92949
"1040","S2P6.C2",0.00663,1.91444
"1041","S3P4.C2",0.00621,1.89916
"1042","S3P6.C2",0.00722,1.91744
"1043","S1P2.W",0.00219,1.48791
"1044","S1P4.W",0.00697,1.49501
"1045","S1P1.C1",0.00269,1.93617
"1046","S1P5.C1",0.01604,0.30501
"1047","S2P1.C1",0.00684,1.96498
"1048","S2P3.C1",0.01312,1.94984
"1049","S2P5.C1",0.00676,1.97457
"1050","S3P1.C1",0.01066,1.94168
"1051","S3P3.C1",0.0039,1.95284
"1052","S1P2.C2",0.01359,0.30517
"1053","S1P4.C2",0.01239,1.24894
"1054","S2P4.C2",0.00247,1.96515
"1055","S2P6.C2",-0.00215,1.95
"1056","S3P4.C2",0.0037,1.94185
"1057","S3P6.C2",0.01215,1.95302
"1058","S1P2.W",-0.00417,1.54704
"1059","S1P4.W",-0.00261,1.55414
"1060","S1P1.C1",0.00143,1.97689
"1061","S1P5.C1",0.00693,0.31922
"1062","S2P5.C1",0.00365,2.02438
"1063","S3P1.C1",0.01149,1.97733
"1064","S1P2.C2",0.01446,0.31939
"1065","S1P4.C2",-0.01315,1.2897
"1066","S1P5.C1",0.01288,0.33345
"1067","S1P2.C2",0.01195,0.33361
"1068","S1P4.C2",-0.00338,1.32536
"1069","S1P4.W",-0.00126,1.67948
"1070","S1P5.C1",9.7e-05,0.34767
"1071","S1P2.C2",0.00788,0.34785
"1072","S1P4.C2",0.00524,1.36601
"1073","S1P2.W",0.00895,1.7315
"1074","S1P4.W",-0.00174,1.73862
"1075","S1P5.C1",0.00688,0.37656
"1076","S1P2.C2",0.00754,0.37672
"1077","S1P4.C2",0.01883,1.40169
"1078","S1P2.W",0.00129,1.79767
"1079","S1P4.W",-0.00562,1.80479
"1080","S1P5.C1",0.0219,0.39079
"1081","S1P2.C2",0.000679,0.39096
"1082","S1P4.C2",0.0175,1.44237
"1083","S1P4.W",-0.02711,1.8639
"1084","S1P5.C1",0.01596,0.41215
"1085","S1P2.C2",-0.01613,0.41231
"1086","S1P4.C2",0.00992,1.47804
"1087","S1P2.W",0.000523,1.91595
"1088","S1P4.W",0.00348,1.92306
"1089","S1P5.C1",0.00474,0.42638
"1090","S1P2.C2",0.01645,0.42655
"1091","S1P4.C2",0.0116,1.51875
"1092","S1P5.C1",0.02313,0.45475
"1093","S1P2.C2",0.01033,0.45491
"1094","S1P4.C2",-0.00702,1.55442
"1095","S1P5.C1",0.00409,0.46897
"1096","S1P2.C2",0.000371,0.46914
"1097","S1P5.C1",0.02069,0.49034
"1098","S1P2.C2",0.00301,0.49051
"1099","S1P5.C1",0.02239,0.50457
"1100","S1P2.C2",0.000809,0.50473
"1101","S1P4.C2",0.01113,1.67155
"1102","S1P5.C1",0.00311,0.53296
"1103","S1P2.C2",0.01223,0.53313
"1104","S1P4.C2",-0.00731,1.70721
"1105","S1P5.C1",0.0066,0.54719
"1106","S1P2.C2",0.00455,0.54735
"1107","S1P4.C2",0.000537,1.74793
"1108","S1P5.C1",0.00564,0.56853
"1109","S1P2.C2",0.00564,0.56869
"1110","S1P4.C2",0.00774,1.78362
"1111","S1P5.C1",0.00909,0.58275
"1112","S1P2.C2",-0.00391,0.58292
"1113","S1P4.C2",0.00734,1.82433
"1114","S1P5.C1",0.01824,0.61113
"1115","S1P2.C2",0.00896,0.61131
"1116","S1P4.C2",0.000898,1.86
"1117","S1P5.C1",0.00974,0.62537
"1118","S1P2.C2",0.00281,0.62553
"1119","S1P4.C2",0.00347,1.90069
"1120","S1P5.C1",0.01027,0.64671
"1121","S1P2.C2",-0.00118,0.64687
"1122","S1P4.C2",-0.000196,1.93635
"1123","S1P5.C1",0.01524,0.66094
"1124","S1P2.C2",-0.00165,0.66111
"1125","S1P5.C1",0.01016,0.68932
"1126","S1P2.C2",0.0027,0.68948
"1127","S1P5.C1",0.01386,0.70354
"1128","S1P2.C2",0.00665,0.70372
"1129","S1P5.C1",0.00857,0.72491
"1130","S1P2.C2",0.00437,0.72508
"1131","S1P5.C1",0.00362,0.73914
"1132","S1P2.C2",-0.00798,0.73931
"1133","S1P5.C1",0.01324,0.76752
"1134","S1P5.C1",8.01e-05,1.00744
"1135","S1P2.C2",0.00677,1.02184
"1136","S1P5.C1",0.0104,1.05015
"1137","S1P2.C2",-0.00543,1.06456
"1138","S1P5.C1",0.00394,1.09988
"1139","S1P2.C2",0.0092,1.11429
"1140","S1P5.C1",0.00176,1.14266
"1141","S1P2.C2",0.0046,1.15707
"1142","S1P5.C1",0.01051,1.19242
"1143","S1P2.C2",0.0132,1.2069
"1144","S1P5.C1",0.00938,1.23519
"1145","S1P2.C2",-0.00401,1.24959
"1146","S1P2.C2",-0.00401,1.30104
"1147","S1P2.C2",-0.00199,1.30104
"1148","S1P2.C2",-0.00199,1.33664
"1149","S1P2.C2",0.00367,1.33664
"1150","S1P2.C2",0.00367,1.37934
"1151","S1P2.C2",-0.00879,1.37934
"1152","S1P2.C2",-0.00879,1.41498
"1153","S1P2.C2",0.00254,1.41498
"1154","S1P2.C2",0.00254,1.45762
"1155","S1P2.C2",0.00113,1.45762
"1156","S1P2.C2",0.00113,1.49326
"1157","S1P2.C2",-0.00625,1.49326
"1158","S1P2.C2",-0.00625,1.53593
"1159","S1P2.C2",-0.00395,1.53593
"1160","S1P2.C2",-0.00395,1.57156
"1161","S1P2.C2",0.00585,1.57156
"1162","S1P2.C2",0.00585,1.61428
