Feature,Kingdom,Phylum,Class,Order,Family,Genus
x1806,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoplanus
x1807,Archaea,Euryarchaeota,Methanopyri,Methanopyrales,Methanopyraceae,Methanopyrus
x1808,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula
x1809,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosalsum
x1810,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina
x1811,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera
x1812,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanosphaerula
x1813,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanospirillaceae,Methanospirillum
x1814,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanothermobacter
x1815,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanothermococcus
x1816,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanothermaceae,Methanothermus
x1817,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanotrichaceae,Methanothrix
x1818,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanotorris
x1819,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methermicoccaceae,Methermicoccus
x1964,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natrarchaeobaculum
x1965,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natrialba
x1967,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natrinema
x1969,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Natronoarchaeum
x1970,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronobacterium
x1971,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronococcus
x1974,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronolimnohabitans
x1975,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas
x1976,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natronorubrum
x2144,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Palaeococcus
x2474,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus
x2622,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Salinarchaeum
x2629,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Salinigranum
x2967,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus
x1579,Eukaryota,Euglenozoa,Kinetoplastea,Trypanosomatida,Trypanosomatidae,Leishmania
x3084,Eukaryota,Euglenozoa,Kinetoplastea,Trypanosomatida,Trypanosomatidae,Trypanosoma
x991,Bacteria,Elusimicrobia,Elusimicrobia,Elusimicrobiales,Elusimicrobiaceae,Elusimicrobium
x1000,Bacteria,Elusimicrobia,Endomicrobia,Endomicrobiales,Endomicrobiaceae,Endomicrobium
x2,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Abidjanvirus
x6,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Acadianvirus
x92,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Autographiviridae,Aghbyvirus
x99,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Ahduovirus
x159,Viruses,"dsDNA_viruses,_no_RNA_stage",Naldaviricetes,Lefavirales,Baculoviridae,Alphabaculovirus
x160,Viruses,"dsDNA_viruses,_no_RNA_stage",Tectiliviricetes,Kalamavirales,Tectiviridae,Alphatectivirus
x226,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Myoviridae,Anaposvirus
x232,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Andromedavirus
x283,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Arequatrovirus
x298,Viruses,"dsDNA_viruses,_no_RNA_stage",Pokkesviricetes,Asfuvirales,Asfarviridae,Asfivirus
x301,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Myoviridae,Asteriusvirus
x304,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Myoviridae,Atlauavirus
x326,Viruses,"dsDNA_viruses,_no_RNA_stage",Herviviricetes,Herpesvirales,Malacoherpesviridae,Aurivirus
x327,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Myoviridae,Aurunvirus
x329,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Avanivirus
x330,Viruses,"dsDNA_viruses,_no_RNA_stage",Tectiliviricetes,Rowavirales,Adenoviridae,Aviadenovirus
x332,Viruses,"dsDNA_viruses,_no_RNA_stage",Pokkesviricetes,Chitovirales,Poxviridae,Avipoxvirus
x351,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Myoviridae,Baikalvirus
x356,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Autographiviridae,Banchanvirus
x357,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Bantamvirus
x359,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Barnyardvirus
x369,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Myoviridae,Bcepfunavirus
x375,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Myoviridae,Bellamyvirus
x378,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Myoviridae,Bendigovirus
x379,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Herelleviridae,Bequatrovirus
x382,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Autographiviridae,Berlinvirus
x386,Viruses,"dsDNA_viruses,_no_RNA_stage",Naldaviricetes,Lefavirales,Baculoviridae,Betabaculovirus
x387,Viruses,"dsDNA_viruses,_no_RNA_stage",unclassified,unclassified,Nudiviridae,Betanudivirus
x388,Viruses,"dsDNA_viruses,_no_RNA_stage",Tectiliviricetes,Kalamavirales,Tectiviridae,Betatectivirus
x393,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Myoviridae,Bielevirus
x400,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Myoviridae,Bixzunavirus
x417,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Bongovirus
x446,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Britbratvirus
x447,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Myoviridae,Brizovirus
x450,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Bronvirus
x453,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Brujitavirus
x454,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Podoviridae,Bruynoghevirus
x461,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Buttersvirus
x476,Viruses,"dsDNA_viruses,_no_RNA_stage",Megaviricetes,Imitervirales,Mimiviridae,Cafeteriavirus
x505,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Camvirus
x607,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Chaseviridae,Carltongylesvirus
x640,Viruses,"dsDNA_viruses,_no_RNA_stage",Pokkesviricetes,Chitovirales,Poxviridae,Cervidpoxvirus
x648,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Charlievirus
x650,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Autographiviridae,Chatterjeevirus
x654,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Chenonavirus
x655,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Cheoctovirus
x656,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Myoviridae,Chiangmaivirus
x670,Viruses,"dsDNA_viruses,_no_RNA_stage",Megaviricetes,Pimascovirales,Iridoviridae,Chloriridovirus
x677,Viruses,"dsDNA_viruses,_no_RNA_stage",Megaviricetes,Algavirales,Phycodnaviridae,Chlorovirus
x693,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Chunghsingvirus
x695,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Cimpunavirus
x719,Viruses,"dsDNA_viruses,_no_RNA_stage",Megaviricetes,Algavirales,Phycodnaviridae,Coccolithovirus
x733,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Colossusvirus
x748,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Coopervirus
x757,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Corndogvirus
x758,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Cornellvirus
x780,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Cronusvirus
x812,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Myoviridae,Cymopoleiavirus
x814,Viruses,"dsDNA_viruses,_no_RNA_stage",Herviviricetes,Herpesvirales,Alloherpesviridae,Cyprinivirus
x832,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Decurrovirus
x925,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Detrevirus
x928,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Myoviridae,Dhakavirus
x929,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Dhillonvirus
x962,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Autographiviridae,Drulisvirus
x985,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Eisenstarkvirus
x992,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Emalynvirus
x994,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Myoviridae,Emdodecavirus
x1002,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Podoviridae,Enhodamvirus
x1006,Viruses,"dsDNA_viruses,_no_RNA_stage",unclassified,unclassified,unclassified,Enquatrovirus
x1024,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Autographiviridae,Ermolevavirus
x1037,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Myoviridae,Eurybiavirus
x1047,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Eyrevirus
x1062,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Myoviridae,Felixounavirus
x1078,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Myoviridae,Ficleduovirus
x1088,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Fishburnevirus
x1092,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Myoviridae,Flaumdravirus
x1132,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
x1148,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Gaiavirus
x1153,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Podoviridae,Gamaleyavirus
x1154,Viruses,"dsDNA_viruses,_no_RNA_stage",Laserviricetes,Halopanivirales,Sphaerolipoviridae,Gammasphaerolipovirus
x1156,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Myoviridae,Gaprivervirus
x1163,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Myoviridae,Gelderlandvirus
x1188,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Gesputvirus
x1190,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Ghobesvirus
x1195,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Gilesvirus
x1216,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Myoviridae,Gofduovirus
x1221,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Gordtnkvirus
x1245,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Demerecviridae,Haartmanvirus
x1325,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Myoviridae,Hapunavirus
x1332,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Hawkeyevirus
x1342,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Helsingorvirus
x1358,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Autographiviridae,Higashivirus
x1366,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Podoviridae,Hollowayvirus
x1421,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Incheonvrus
x1424,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Inhavirus
x1433,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Myoviridae,Iodovirus
x1434,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Myoviridae,Ionavirus
x1435,Viruses,"dsDNA_viruses,_no_RNA_stage",Megaviricetes,Pimascovirales,Iridoviridae,Iridovirus
x1438,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Podoviridae,Ithacavirus
x1447,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Myoviridae,Jedunavirus
x1453,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Jerseyvirus
x1454,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Demerecviridae,Jesfedecavirus
x1457,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Myoviridae,Jiaodavirus
x1458,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Autographiviridae,Jiaoyazivirus
x1461,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Podoviridae,Johnsonvirus
x1466,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Podoviridae,Jwalphavirus
x1467,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Podoviridae,Kafunavirus
x1470,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Autographiviridae,Kajamvirus
x1477,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Autographiviridae,Kantovirus
x1478,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Autographiviridae,Kaohsiungvirus
x1480,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Herelleviridae,Kayvirus
x1482,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Kelleziovirus
x1490,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Kilunavirus
x1499,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Myoviridae,Kleczkowskavirus
x1500,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Klementvirus
x1506,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Podoviridae,Kochitakasuvirus
x1509,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Myoviridae,Kolesnikvirus
x1516,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Kostyavirus
x1523,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Myoviridae,Krischvirus
x1526,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Podoviridae,Kuravirus
x1529,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Ackermannviridae,Kuttervirus
x1598,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Podoviridae,Lessievirus
x1603,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Myoviridae,Leucotheavirus
x1609,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Myoviridae,Libanvirus
x1612,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Liefievirus
x1613,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Podoviridae,Lightbulbvirus
x1616,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Likavirus
x1627,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Autographiviridae,Lingvirus
x1639,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Podoviridae,Litunavirus
x1640,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Myoviridae,Llyrvirus
x1668,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Podoviridae,Luzseptimavirus
x1669,Viruses,"dsDNA_viruses,_no_RNA_stage",Herviviricetes,Herpesvirales,Herpesviridae,Lymphocryptovirus
x1675,Viruses,"dsDNA_viruses,_no_RNA_stage",Herviviricetes,Herpesvirales,Herpesviridae,Macavirus
x1676,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Myoviridae,Machinavirus
x1700,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Mapvirus
x1702,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Mardecavirus
x1703,Viruses,"dsDNA_viruses,_no_RNA_stage",Herviviricetes,Herpesvirales,Herpesviridae,Mardivirus
x1744,Viruses,"dsDNA_viruses,_no_RNA_stage",Megaviricetes,Pimascovirales,Marseilleviridae,Marseillevirus
x1748,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Marvinvirus
x1880,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Myoviridae,Mieseafarmvirus
x1884,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Myoviridae,Mimasvirus
x1885,Viruses,"dsDNA_viruses,_no_RNA_stage",Megaviricetes,Imitervirales,Mimiviridae,Mimivirus
x1887,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Minunavirus
x1911,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Herelleviridae,Mooreparkvirus
x1923,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Mudcatvirus
x1949,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Podoviridae,Myxoctovirus
x1953,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Myoviridae,Naesvirus
x1958,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Myoviridae,Nankokuvirus
x1981,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Nazgulvirus
x2006,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Myoviridae,Nereusvirus
x2019,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Nipunavirus
x2046,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Nonagvirus
x2058,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Nymphadoravirus
x2092,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Herelleviridae,Okubovirus
x2103,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Omegavirus
x2116,Viruses,"dsDNA_viruses,_no_RNA_stage",Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus
x2138,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Podoviridae,Pagevirus
x2139,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Pahexavirus
x2140,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Autographiviridae,Pairvirus
x2142,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Myoviridae,Pakpunavirus
x2143,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Myoviridae,Palaemonvirus
x2150,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Pamexvirus
x2153,Viruses,"dsDNA_viruses,_no_RNA_stage",unclassified,unclassified,unclassified,Pandoravirus
x2160,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Papyrusvirus
x2182,Viruses,"dsDNA_viruses,_no_RNA_stage",Pokkesviricetes,Chitovirales,Poxviridae,Parapoxvirus
x2215,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Myoviridae,Pbunavirus
x2216,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Herelleviridae,Pecentumvirus
x2224,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Pegunavirus
x2247,Viruses,"dsDNA_viruses,_no_RNA_stage",Herviviricetes,Herpesvirales,Herpesviridae,Percavirus
x2249,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Podoviridae,Perisivirus
x2261,Viruses,"dsDNA_viruses,_no_RNA_stage",Megaviricetes,Algavirales,Phycodnaviridae,Phaeovirus
x2264,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Myoviridae,Phapecoctavirus
x2268,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Phayoncevirus
x2270,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Phicbkvirus
x2271,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Myoviridae,Phikzvirus
x2272,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Autographiviridae,Phimunavirus
x2302,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Pipefishvirus
x2334,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Plotvirus
x2338,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Autographiviridae,Pokrovskaiavirus
x2354,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Myoviridae,Popoffvirus
x2363,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Autographiviridae,Pradovirus
x2365,Viruses,"dsDNA_viruses,_no_RNA_stage",Megaviricetes,Algavirales,Phycodnaviridae,Prasinovirus
x2397,Viruses,"dsDNA_viruses,_no_RNA_stage",Megaviricetes,Algavirales,Phycodnaviridae,Prymnesiovirus
x2398,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Autographiviridae,Przondovirus
x2453,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Psimunavirus
x2480,Viruses,"dsDNA_viruses,_no_RNA_stage",Herviviricetes,Herpesvirales,Herpesviridae,Quwivirus
x2481,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Myoviridae,Radnorvirus
x2489,Viruses,"dsDNA_viruses,_no_RNA_stage",Megaviricetes,Pimascovirales,Iridoviridae,Ranavirus
x2495,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Podoviridae,Rauchvirus
x2496,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Redivirus
x2501,Viruses,"dsDNA_viruses,_no_RNA_stage",Herviviricetes,Herpesvirales,Herpesviridae,Rhadinovirus
x2540,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Autographiviridae,Risjevirus
x2551,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Drexlerviridae,Rogunavirus
x2555,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Rosebushvirus
x2567,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Myoviridae,Rosemountvirus
x2602,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Podoviridae,Ryyoungvirus
x2617,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Myoviridae,Salacisavirus
x2647,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Samistivirus
x2654,Viruses,"dsDNA_viruses,_no_RNA_stage",Caudoviricetes,Caudovirales,Siphoviridae,Saphexavirus
