Feature,Kingdom,Phylum,Class,Order,Family,Genus
x452,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella
x457,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Buchnera
x458,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Budviciaceae,Budvicia
x460,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
x462,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Buttiauxella
x467,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Caballeronia
x470,Bacteria,Proteobacteria,Alphaproteobacteria,Holosporales,Caedimonadaceae,Caedimonas
x472,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Caenibius
x473,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Caenimonas
x474,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Caenispirillum
x487,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Caldimonas
x501,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Chelatococcaceae,Camelimonas
x502,Bacteria,Proteobacteria,Epsilonproteobacteria,Nautiliales,Nautiliaceae,Caminibacter
x504,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter
x517,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Candidatus_Berkiella
x518,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Candidatus_Blochmannia
x523,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,Candidatus_Competibacteraceae,Candidatus_Competibacter
x524,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,Candidatus_Competibacteraceae,Candidatus_Contendobacter
x525,Bacteria,Proteobacteria,Deltaproteobacteria,unclassified,Candidatus_Desulfofervidaceae,Candidatus_Desulfofervidus
x526,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Candidatus_Endobugula
x527,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,unclassified,Candidatus_Fonsibacter
x529,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Candidatus_Fukatsuia
x530,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Candidatus_Glomeribacter
x532,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Candidatus_Hamiltonella
x533,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,unclassified,Candidatus_Hepatobacter
x535,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Candidatus_Hoaglandella
x539,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Candidatus_Midichloriaceae,Candidatus_Jidaibacter
x540,Bacteria,Proteobacteria,Betaproteobacteria,unclassified,unclassified,Candidatus_Kinetoplastibacterium
x546,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Candidatus_Magnetomorum
x551,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Candidatus_Methylopumilus
x553,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,Candidatus_Micropelagos
x555,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Candidatus_Midichloriaceae,Candidatus_Midichloria
x556,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Candidatus_Moranella
x559,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Candidatus_Neoehrlichia
x563,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Candidatus_Nitrosoglobus
x566,Bacteria,Proteobacteria,Alphaproteobacteria,Holosporales,Caedimonadaceae,Candidatus_Nucleicultrix
x567,Bacteria,Proteobacteria,Alphaproteobacteria,Holosporales,Candidatus_Paracaedibacteraceae,Candidatus_Odyssella
x570,Bacteria,Proteobacteria,Alphaproteobacteria,Holosporales,Candidatus_Paracaedibacteraceae,Candidatus_Paracaedibacter
x571,Bacteria,Proteobacteria,Alphaproteobacteria,Holosporales,Caedimonadaceae,Candidatus_Paracaedimonas
x572,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus_Pelagibacter
x573,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Candidatus_Photodesmus
x578,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,Candidatus_Puniceispirillum
x579,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Candidatus_Regiella
x580,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Candidatus_Riesia
x582,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,Candidatus_Ruthia
x584,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Candidatus_Schmidhempelia
x590,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Candidatus_Tachikawaea
x591,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Candidatus_Tenderia
x592,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,Candidatus_Thioglobus
x593,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,unclassified,Candidatus_Tokpelaia
x594,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,Candidatus_Vesicomyosocius
x597,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Candidatus_Westeberhardia
x599,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Candidimonas
x600,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Canicola
x606,Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,Cardiobacterium
x608,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Carnimonas
x611,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Castellaniella
x617,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Catenovulum
x621,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter
x623,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Caviibacterium
x625,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cedecea
x626,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Celeribacter
x627,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,Celerinatantimonadaceae,Celerinatantimonas
x632,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio
x638,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Cereibacter
x642,Bacteria,Proteobacteria,Epsilonproteobacteria,Nautiliales,Nautiliaceae,Cetia
x647,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Chania
x651,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Chelativorans
x652,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Chelatococcaceae,Chelatococcus
x653,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Chelonobacter
x657,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Chimaeribacter
x659,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chitinibacter
x660,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chitinilyticum
x661,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Chitinimonas
x662,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chitiniphilus
x680,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Chondromyces
x682,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Chromatium
x683,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Chromatocurvus
x684,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium
x685,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Chromohalobacter
x694,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Ciceribacter
x697,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Citreicella
x698,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Citreimonas
x700,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Citrifermentans
x701,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter
x702,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Citromicrobium
x717,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Cobetia
x722,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Cocleimonas
x724,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Cognatishimia
x725,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Cognatiyoonia
x726,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Cohaesibacteraceae,Cohaesibacter
x731,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Collimonas
x734,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia
x735,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas
x736,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Commensalibacter
x739,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Conchiformibius
x742,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Congregibacter
x746,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Conservatibacter
x747,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Aurantimonadaceae,Consotaella
x755,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus
x759,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Corticibacter
x764,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Coxiella
x765,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Crenobacter
x767,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Cribrihabitans
x768,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Cricetibacter
x772,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Croceibacterium
x773,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Croceicoccus
x779,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cronobacter
x789,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Cucumibacter
x795,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Cupidesulfovibrio
x796,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus
x798,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Curvibacter
x808,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Cycloclasticus
x813,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Cypionkella
x815,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Cystobacter
x824,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Dakarella
x827,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,Dasania
x829,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Dechlorobacter
x830,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,Dechloromarinus
x831,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Azonexaceae,Dechloromonas
x833,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Deefgea
x835,Bacteria,Proteobacteria,Deltaproteobacteria,unclassified,unclassified,Deferrisoma
x836,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Defluviimonas
x844,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Delftia
x856,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Derxia
x861,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Desulfacinum
x863,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,Desulfarculus
x864,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfatibacillum
x865,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfatiglans
x866,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfatirhabdium
x867,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfatitalea
x870,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Desulfobacca
x871,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacter
x872,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacterium
x873,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacula
x874,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbus
x875,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfocapsa
x876,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,Desulfocarbo
x877,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfococcus
x879,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfocurvibacter
x880,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfocurvus
x881,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfofaba
x884,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfofustis
x885,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Desulfoglaeba
x886,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfohalobiaceae,Desulfohalobium
x888,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfohalovibrio
x889,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfoluna
x890,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfomicrobiaceae,Desulfomicrobium
x891,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Desulfomonile
x892,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfohalobiaceae,Desulfonatronospira
x893,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfohalobiaceae,Desulfonatronovibrio
x894,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfonatronaceae,Desulfonatronum
x895,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfohalobiaceae,Desulfonauticus
x896,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfonema
x898,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfopila
x899,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfomicrobiaceae,Desulfoplanes
x900,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulforegula
x901,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfosarcina
x903,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Desulfosoma
x904,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfospira
x906,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfotalea
x907,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfotignum
x909,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfohalobiaceae,Desulfovermiculus
x910,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio
x912,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfurellales,Desulfurellaceae,Desulfurella
x916,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfurivibrio
x919,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Desulfuromonas
x920,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Desulfuromusa
x922,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,Dethiosulfatarculus
x926,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Devosiaceae,Devosia
x932,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Diaphorobacter
x933,Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,Dichelobacter
x935,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Dichotomicrobium
x936,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya
x944,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Dinoroseobacter
x947,Bacteria,Proteobacteria,Deltaproteobacteria,unclassified,unclassified,Dissulfuribacter
x948,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dokdonella
x954,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Donghicola
x955,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Dongia
x964,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella
x965,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Duodenibacillus
x967,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella
x972,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Ectothiorhodosinus
x973,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Ectothiorhodospira
x976,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Hafniaceae,Edwardsiella
x980,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia
x981,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Eikenella
x982,Bacteria,Proteobacteria,Alphaproteobacteria,Kordiimonadales,Kordiimonadaceae,Eilatimonas
x988,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Elioraeaceae,Elioraea
x999,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Endobacter
x1001,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas
x1003,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,unclassified,Enhydrobacter
x1004,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,unclassified,Enhygromyxa
x1007,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Ensifer
x1010,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Hafniaceae,Enterobacillus
x1011,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter
x1015,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Enterovibrio
x1016,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Enterovirga
x1018,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Eoetvoesia
x1019,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Epibacterium
x1025,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia
x1029,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter
x1030,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
x1038,Bacteria,Proteobacteria,Alphaproteobacteria,Maricaulales,Maricaulaceae,Euryhalocaulis
x1041,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Ewingella
x1046,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Extensimonas
x1057,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Falsirhodobacter
x1058,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Falsochrobactrum
x1059,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Fastidiosibacteraceae,Fangia
x1066,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Ferrimonadaceae,Ferrimonas
x1070,Bacteria,Proteobacteria,Betaproteobacteria,Ferrovales,Ferrovaceae,Ferrovum
x1082,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Filomicrobium
x1095,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Flavimaricola
x1109,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Fluoribacter
