Sample,Pyruv,Condition,Type,Time,Flux
S2P1,C1,pre-drought,sample,10.24424,13.34535
S1P5,C1,pre-drought,sample,-1.08365,13.35399
S2P6,C2,drought,sample,0.22075,13.38896
S3P2,C2,pre-drought,sample,1.73159,13.40565
S1P6,C2,pre-drought,sample,0.34215,13.43935
S2P4,C2,pre-drought,sample,-0.16826,13.44794
S1P2,C2,pre-drought,sample,-0.04735,13.4554
S2P1,C1,pre-drought,sample,10.98493,13.47056
S1P5,C1,pre-drought,sample,-1.21551,13.5232
S2P1,C1,pre-drought,sample,1.39968,13.55696
S3P5,C1,drought,sample,1.14216,13.61507
S2P8,C2,pre-drought,sample,1.00028,13.6326
S1P6,C2,pre-drought,sample,0.28142,13.74441
S1P2,C2,pre-drought,sample,0.53091,13.90243
S2P5,C1,drought,sample,-0.54251,13.90512
S3P1,C1,pre-drought,sample,-0.24753,14.0078
S3P6,C2,pre-drought,sample,1.22134,14.05244
S1.4W,C2,drought,water,1.43589,14.06561
S2P6,C2,pre-drought,sample,0.2566,14.07662
S3P4,C2,pre-drought,sample,0.40442,14.08146
S1P6,C2,pre-drought,sample,0.79089,14.1409
S1P1,C1,pre-drought,sample,1.83191,14.15637
S3P1,C1,pre-drought,sample,0.85333,14.23336
S2P8,C2,pre-drought,sample,1.46441,14.25713
S3P3,C1,drought,sample,0.46459,14.28986
S1P2,C2,pre-drought,sample,1.17411,14.38125
S3P3,C1,pre-drought,sample,0.94181,14.42754
S1P2,C2,drought,sample,0.21282,14.44104
S1P5,C1,pre-drought,sample,0.28057,14.4507
S3P4,C2,pre-drought,sample,0.44353,14.5515
S3P4,C2,pre-drought,sample,0.19242,14.63252
S3P1,C1,drought,sample,0.17752,14.63687
S3P4,C2,pre-drought,sample,0.36887,14.67591
S1P6,C2,pre-drought,sample,1.90225,14.79589
S3P4,C2,drought,sample,-0.49757,14.80971
S2P6,C2,pre-drought,sample,1.86811,14.8149
S2P3,C1,drought,sample,0.53561,14.89803
S3P1,C1,pre-drought,sample,1.50678,14.96438
S2P6,C2,pre-drought,sample,0.86568,15.0702
S1P4,C2,pre-drought,sample,1.02135,15.09503
S1P1,C1,pre-drought,sample,1.71785,15.13948
S1P5,C1,drought,sample,0.1061,15.1781
S1P6,C2,pre-drought,sample,0.52743,15.18386
S2P6,C2,pre-drought,sample,1.82895,15.2186
S2P1,C1,pre-drought,sample,-0.04726,15.24893
S2P2,C2,drought,sample,0.18707,15.25309
S1P5,C1,pre-drought,sample,-0.15083,15.25615
S3P6,C2,drought,sample,-0.00729,15.28183
S1P4,C2,pre-drought,sample,0.38561,15.3259
S1P4,C2,pre-drought,sample,0.10404,15.33375
S1P5,C1,drought,sample,-4.86E-04,15.34157
S2P8,C2,pre-drought,sample,1.84191,15.40157
S2P1,C1,pre-drought,sample,-0.12216,15.44013
S1P5,C1,pre-drought,sample,0.53073,15.44655
S3P6,C2,pre-drought,sample,0.08222,15.52684
S1P6,C2,pre-drought,sample,0.90126,15.52774
S1P6,C2,pre-drought,sample,0.37781,15.52836
S3P3,C1,pre-drought,sample,0.14972,15.54692
S1P2,C2,pre-drought,sample,0.20587,15.56759
S3P3,C1,drought,sample,-0.07152,15.57399
S1P2,C2,pre-drought,sample,-0.22535,15.57616
S2P6,C2,drought,sample,0.45744,15.72791
S1P1,C1,drought,sample,-0.53278,15.75637
S1P1,C1,pre-drought,sample,0.17159,15.7642
S3P4,C2,pre-drought,sample,1.80319,15.82722
S1P5,C1,drought,sample,-0.61868,15.82844
S1P4,C2,drought,sample,0.2283,15.84158
S2P6,C2,drought,sample,0.14959,15.84803
S1P2,C2,drought,sample,0.16314,15.86098
S1P2,C2,pre-drought,sample,-0.46398,15.86911
S1P2,C2,drought,sample,-0.54024,15.9335
S2P1,C1,drought,sample,0.0353,15.97581
S1P5,C1,pre-drought,sample,1.74957,16.01322
S1P5,C1,pre-drought,sample,1.11681,16.06449
S2P1,C1,pre-drought,sample,0.8276,16.0921
S2P2,C2,drought,sample,0.20841,16.09919
S1P5,C1,pre-drought,sample,0.90412,16.11622
S3P4,C2,pre-drought,sample,1.00166,16.14557
S1P5,C1,pre-drought,sample,0.75464,16.22463
S2P8,C2,pre-drought,sample,1.97726,16.22518
S1P1,C1,pre-drought,sample,1.0069,16.23498
S1P5,C1,pre-drought,sample,0.07017,16.29699
S3P4,C2,pre-drought,sample,0.77863,16.33365
S2P1,C1,drought,sample,1.92932,16.3658
S2P4,C2,pre-drought,sample,1.43906,16.43751
S1P6,C2,pre-drought,sample,1.15297,16.44901
S2P1,C1,pre-drought,sample,12.20766,16.45286
S1P2,C2,drought,sample,-0.60426,16.49458
S1P1,C1,drought,sample,0.15692,16.51486
S1P5,C1,pre-drought,sample,-0.69888,16.65666
S2P3,C1,pre-drought,sample,1.3919,16.6704
S1P5,C1,pre-drought,sample,-0.28608,16.69133
S2P1,C1,drought,sample,1.05734,16.71973
S1P2,C2,pre-drought,sample,0.71927,16.745
S1P1,C1,pre-drought,sample,1.79271,16.74622
S1P5,C1,pre-drought,sample,-0.71312,16.76647
S3P6,C2,pre-drought,sample,1.08949,16.78375
S3P6,C2,drought,sample,0.12784,16.80595
S1P4,C2,pre-drought,sample,-0.00652,16.86733
S2P8,C2,pre-drought,sample,0.17786,16.91322
S3P3,C1,pre-drought,sample,1.1178,16.95766
S3P5,C1,drought,sample,0.47883,17.02985
S1P2,C2,pre-drought,sample,0.14522,17.10797
S3P5,C1,drought,sample,0.44319,17.17556
S3P6,C2,pre-drought,sample,0.45426,17.37851
S3P1,C1,drought,sample,-0.60461,17.39463
S2P1,C1,drought,sample,1.77272,17.42738
S2P6,C2,drought,sample,0.178,17.4276
S1P6,C2,pre-drought,sample,1.41459,17.42905
S1P4,C2,drought,sample,-1.23634,17.4912
S1P5,C1,pre-drought,sample,-0.74522,17.53048
S2P8,C2,pre-drought,sample,0.2206,17.54814
S1P2,C2,pre-drought,sample,1.37569,17.55647
S3P2,C2,pre-drought,sample,1.15322,17.65983
S2P6,C2,drought,sample,0.01427,17.68345
S2P8,C2,pre-drought,sample,0.44492,17.70444
S3P6,C2,drought,sample,0.08515,17.71643
S1P5,C1,pre-drought,sample,-1.27603,17.76897
S2P7,C1,pre-drought,sample,1.9452,17.86995
S1P5,C1,pre-drought,sample,0.82936,17.89087
S2P4,C2,pre-drought,sample,0.0819,17.92891
S1P3,C1,pre-drought,sample,1.48914,17.96269
S3P1,C1,drought,sample,-0.05639,17.98591
S1P2,C2,drought,sample,0.0139,18.06784
S1P6,C2,pre-drought,sample,0.01405,18.11676
S1P4,C2,drought,sample,0.11439,18.21123
S1P1,C1,pre-drought,sample,-0.10471,18.3457
S1P6,C2,pre-drought,sample,0.45263,18.35909
S2P1,C1,pre-drought,sample,10.89231,18.37933
S2P7,C1,pre-drought,sample,1.83478,18.38988
S1P5,C1,pre-drought,sample,-1.52872,18.39022
S1P5,C1,pre-drought,sample,0.94332,18.49159
S1P5,C1,pre-drought,sample,0.29484,18.54463
S2P8,C2,pre-drought,sample,1.39685,18.70731
S2P3,C1,pre-drought,sample,0.09008,18.73427
S2P7,C1,pre-drought,sample,1.06082,18.75498
S3P6,C2,pre-drought,sample,0.41865,18.77097
S1P3,C1,pre-drought,sample,1.04944,18.78508
S3P3,C1,pre-drought,sample,1.16412,18.80703
S2P8,C2,pre-drought,sample,0.13154,18.83885
S1P5,C1,pre-drought,sample,0.2485,18.86889
S3P2,C2,pre-drought,sample,1.06411,18.88165
S1P5,C1,pre-drought,sample,-0.07609,19.05072
S3P6,C2,pre-drought,sample,2.75362,19.05817
S2P7,C1,pre-drought,sample,0.10296,19.15134
S2P2,C2,drought,sample,0.22976,19.16546
S1P2,C2,pre-drought,sample,1.86376,19.22552
S1P5,C1,pre-drought,sample,0.02737,19.26583
S1P2,C2,pre-drought,sample,1.97431,19.36205
S2P8,C2,pre-drought,sample,1.44306,19.36919
S2P1,C1,drought,sample,0.10652,19.49903
S2P8,C2,pre-drought,sample,1.17623,19.51646
S1P5,C1,pre-drought,sample,-0.50689,19.52645
S2P2,C2,drought,sample,0.25817,19.60931
S3P4,C2,drought,sample,-0.00729,19.64814
S3P6,C2,pre-drought,sample,0.19274,19.66071
S2P8,C2,pre-drought,sample,1.41817,19.68022
S1P5,C1,pre-drought,sample,-0.1366,19.72184
S1P4,C2,drought,sample,0.09302,19.8267
S1P6,C2,pre-drought,sample,1.379,19.85554
S3P5,C1,pre-drought,sample,0.03475,20.05367
S3P3,C1,pre-drought,sample,0.79229,20.21892
S3P5,C1,pre-drought,sample,0.14536,20.26007
S2P8,C2,pre-drought,sample,0.77605,20.27378
S3P6,C2,pre-drought,sample,-0.02815,20.28689
S1P5,C1,pre-drought,sample,0.0559,20.39896
S2P2,C2,drought,sample,0.31264,20.43997
S3P6,C2,pre-drought,sample,2.71088,20.47756
S1P1,C1,pre-drought,sample,0.01469,20.49931
S3P3,C1,pre-drought,sample,2.78544,20.54186
S2P2,C2,drought,sample,0.27701,20.61486
S1P5,C1,pre-drought,sample,0.85427,20.64416
S3P6,C2,drought,sample,0.10649,20.79711
S1P3,C1,pre-drought,sample,0.21353,20.8371
S3P6,C2,drought,sample,1.10169,20.88757
S3P4,C2,drought,sample,0.08517,20.94097
S3P4,C2,drought,sample,0.01409,21.03668
S2P7,C1,pre-drought,sample,1.92383,21.1891
S1P2,C2,pre-drought,sample,1.52536,21.30648
S3P6,C2,drought,sample,0.05676,21.41547
S1P6,C2,pre-drought,sample,0.75174,21.43156
S2P6,C2,drought,sample,0.19939,21.74123
S3P6,C2,pre-drought,sample,2.30863,21.80256
S3P6,C2,pre-drought,sample,0.71773,21.83255
S1P5,C1,pre-drought,sample,0.20568,21.83866
S3P5,C1,pre-drought,sample,0.10253,21.91777
S3P6,C2,pre-drought,sample,1.13229,21.9928
S2P6,C2,drought,sample,0.8492,22.01943
S3P1,C1,pre-drought,sample,0.81766,22.31821
S2P4,C2,pre-drought,sample,0.32426,22.34682
S3P4,C2,pre-drought,sample,0.74299,22.40611
S1P2,C2,pre-drought,sample,1.45056,22.6105
S1P4,C2,pre-drought,sample,0.0577,22.87829
S1P6,C2,pre-drought,sample,0.49179,22.88361
S3P4,C2,pre-drought,sample,0.34922,23.02097
S1P2,C2,pre-drought,sample,1.82458,23.0935
S3P4,C2,pre-drought,sample,1.05462,23.17365
S1P5,C1,pre-drought,sample,0.3316,23.28536
S2P3,C1,drought,sample,-0.08523,23.41049
S1P4,C2,pre-drought,sample,0.29495,23.43465
S2P8,C2,pre-drought,sample,1.30795,23.4686
S2P6,C2,pre-drought,sample,1.18765,23.50238
S2P8,C2,pre-drought,sample,1.32928,23.54353
S1P5,C1,pre-drought,sample,1.02762,23.58843
S2P2,C2,drought,sample,0.35528,23.6212
S3P6,C2,pre-drought,sample,1.04316,23.80895
S3P2,C2,pre-drought,sample,0.2133,23.81451
S1P4,C2,pre-drought,sample,0.72416,23.8169
S1P2,C2,drought,sample,0.18438,23.83951
S3P6,C2,pre-drought,sample,0.86721,23.86843
S1P1,C1,drought,sample,0.3242,23.87013
S1P4,C2,drought,sample,0.20691,23.87227
S2P7,C1,pre-drought,sample,1.36839,23.97176
S2P1,C1,pre-drought,sample,16.02764,24.18285
S2P8,C2,pre-drought,sample,1.48583,24.28083
S2P4,C2,pre-drought,sample,1.06484,24.38402
S1P6,C2,drought,sample,0.30943,24.41739
S1P2,C2,pre-drought,sample,1.13127,24.59353
S3P4,C2,pre-drought,sample,0.85351,24.60563
S2P6,C2,drought,sample,0.12816,24.61494
S3P4,C2,drought,sample,-0.65424,24.67528
S3P6,C2,pre-drought,sample,1.31038,24.71373
S1P2,C2,pre-drought,sample,0.79399,24.8269
S1P5,C1,pre-drought,sample,-0.09035,24.88271
S3P6,C2,pre-drought,sample,1.26763,24.98705
S3P3,C1,pre-drought,sample,2.09697,25.00357
S1P5,C1,pre-drought,sample,-0.10811,25.1378
S1P5,C1,pre-drought,sample,0.92906,25.36976
S1P6,C2,pre-drought,sample,1.24209,25.40677
S1P6,C2,pre-drought,sample,0.08181,25.6724
S1P5,C1,pre-drought,sample,-0.52109,25.701
S3P1,C1,drought,sample,-0.68292,25.76326
S3P1,C1,pre-drought,sample,1.21833,26.07771
S3P6,C2,pre-drought,sample,0.01455,26.15111
S2P6,C2,pre-drought,sample,0.91491,26.17074
S1P6,C2,pre-drought,sample,0.71612,26.27348
S1P4,C2,drought,sample,0.15711,26.30299
S2P4,C2,pre-drought,sample,1.20032,26.55552
S2P4,C2,drought,sample,0.10669,26.62497
S3P4,C2,pre-drought,sample,1.27552,26.78191
S3P2,C2,drought,sample,0.12861,26.8877
S1P2,C2,pre-drought,sample,0.86872,27.16021
S1P3,C1,pre-drought,sample,1.13851,27.3327
S2P8,C2,pre-drought,sample,0.30966,27.34603
S2P7,C1,pre-drought,sample,0.99315,27.608
S1P6,C2,pre-drought,sample,0.30277,27.68955
S3P4,C2,pre-drought,sample,0.8927,27.90704
S3P6,C2,pre-drought,sample,0.37954,28.07437
S2P8,C2,pre-drought,sample,0.80095,28.19033
S1P1,C1,pre-drought,sample,0.0361,28.26342
S3P3,C1,pre-drought,sample,2.34043,28.33724
S1P2,C2,pre-drought,sample,1.41486,28.37748
S1P5,C1,drought,sample,-0.54042,28.41969
S1P5,C1,pre-drought,sample,-0.17931,28.42054
S3P5,C1,pre-drought,sample,-0.19205,28.4535
S2P1,C1,pre-drought,sample,0.01398,28.51324
S1P2,C2,pre-drought,sample,0.89005,28.72879
S1P4,C2,drought,sample,0.18553,28.95092
S1P2,C2,pre-drought,sample,0.96492,29.0296
S1P6,C2,pre-drought,sample,1.02112,29.13962
S2P8,C2,pre-drought,sample,1.93097,29.14117
S3P6,C2,pre-drought,sample,0.94201,29.14499
S1P2,C2,drought,sample,0.1986,29.21982
S1P5,C1,pre-drought,sample,0.2663,29.24854
S2P1,C1,pre-drought,sample,16.1203,29.34953
S2P7,C1,pre-drought,sample,1.12493,29.45327
S1P2,C2,pre-drought,sample,1.89942,29.65719
S1P6,C2,pre-drought,sample,0.82649,29.65846
S1P2,C2,pre-drought,sample,1.74976,29.6634
S1P6,C2,pre-drought,sample,-0.00735,29.68556
S2P8,C2,pre-drought,sample,1.35416,29.7299
S2P3,C1,drought,sample,0.01406,29.80151
S2P6,C2,drought,sample,0.80649,30.03688
S2P6,C2,drought,sample,0.77084,30.09685
S1P6,C2,pre-drought,sample,0.19233,30.32943
S3P3,C1,pre-drought,sample,1.96519,30.4516
S3P5,C1,pre-drought,sample,0.95986,30.52967
S3P3,C1,pre-drought,sample,1.9189,30.62126
S3P2,C2,drought,sample,0.14997,30.70613
S1P4,C2,drought,sample,0.28872,30.89688
S3P3,C1,pre-drought,sample,0.10339,31.14487
S2P2,C2,drought,sample,0.39089,31.25907
S3P6,C2,pre-drought,sample,1.97963,31.56482
S2P6,C2,pre-drought,sample,0.8281,31.65097
S1P5,C1,pre-drought,sample,0.10222,31.65326
S3P6,C2,pre-drought,sample,2.35485,31.93158
S2P8,C2,pre-drought,sample,0.93264,32.13125
S3P6,C2,drought,sample,1.14444,32.25731
S2P4,C2,drought,sample,0.03547,32.2717
S2P8,C2,pre-drought,sample,0.97892,32.53141
S2P7,C1,pre-drought,sample,1.30082,32.53724
S1P5,C1,pre-drought,sample,-0.01898,32.64553
S2P6,C2,drought,sample,0.88488,32.83687
S1P5,C1,pre-drought,sample,0.96473,32.89343
S2P1,C1,pre-drought,sample,0.12453,33.12681
S2P2,C2,drought,sample,0.43356,33.13155
S3P6,C2,drought,sample,0.14919,33.17953
S1P2,C2,pre-drought,sample,1.48972,33.26375
S2P6,C2,drought,sample,1.32369,33.33944
S3P6,C2,drought,sample,0.17762,33.34515
S1P1,C1,drought,sample,0.06444,33.44662
S2P6,C2,drought,sample,1.52299,33.56488
S1P2,C2,pre-drought,sample,1.71414,33.56877
S1P2,C2,pre-drought,sample,0.81529,33.58063
S3P6,C2,pre-drought,sample,1.00041,33.60787
S2P6,C2,drought,sample,0.53581,33.75031
S2P6,C2,drought,sample,0.37907,33.77647
S1P4,C2,drought,sample,-0.50404,33.86723
S3P3,C1,pre-drought,sample,2.69646,33.99208
S2P7,C1,pre-drought,sample,0.88278,34.3045
S1P2,C2,drought,sample,-0.583,34.92009
S1P2,C2,pre-drought,sample,0.77971,35.42159
S2P8,C2,pre-drought,sample,1.73153,35.86403
S2P6,C2,drought,sample,0.30069,35.93317
S1P2,C2,pre-drought,sample,1.26324,36.35133
S2P8,C2,pre-drought,sample,1.53213,36.46444
S1P6,C2,pre-drought,sample,1.06388,36.46851
S2P8,C2,pre-drought,sample,1.06796,36.753
S3P6,C2,pre-drought,sample,2.21968,36.8935
S1P2,C2,pre-drought,sample,1.34006,37.14223
S2P2,C2,drought,sample,0.51186,37.18988
S1P4,C2,drought,sample,0.24968,37.30899
S2P4,C2,drought,sample,0.05688,37.38742
S3P3,C1,pre-drought,sample,1.87617,37.40395
S2P6,C2,drought,sample,1.91444,37.42509
S2P8,C2,pre-drought,sample,1.82053,37.53948
S1P2,C2,pre-drought,sample,1.22043,37.91325
S3P4,C2,drought,sample,0.10654,38.06593
S3P6,C2,pre-drought,sample,2.06867,39.68801
S1P2,C2,pre-drought,sample,0.94351,40.3331
S1P2,C2,drought,sample,-0.63275,40.69816
S2P6,C2,drought,sample,0.33637,40.79677
S2P6,C2,drought,sample,0.96324,41.16309
S2P6,C2,drought,sample,0.92758,41.17043
S2P8,C2,pre-drought,sample,1.28657,41.17331
S2P6,C2,drought,sample,0.72814,42.96678
S2P6,C2,drought,sample,1.44464,43.10095
S1P2,C2,drought,sample,0.22705,44.21691
S2P6,C2,drought,sample,0.24215,44.8466
S3P3,C1,pre-drought,sample,2.2515,44.85245
S3P6,C2,drought,sample,0.22032,44.90784
S1P6,C2,pre-drought,sample,1.11016,46.02611
S2P4,C2,drought,sample,-0.49961,46.11574
S2P8,C2,pre-drought,sample,1.08932,46.35597
S2P6,C2,drought,sample,1.48027,46.36344
S3P6,C2,drought,sample,1.19419,47.06321
S2P2,C2,drought,sample,0.46919,47.2717
S3P6,C2,drought,sample,0.35104,47.48216
S1P6,C2,pre-drought,sample,0.94044,47.71768
S2P6,C2,drought,sample,1.06391,48.18675
S2P4,C2,drought,sample,0.08531,48.43249
S1P2,C2,pre-drought,sample,0.85446,48.65627
S1P2,C2,pre-drought,sample,0.82955,49.18859
S2P6,C2,drought,sample,1.40194,49.31433
S1P2,C2,drought,sample,-0.67541,49.31577
S2P6,C2,drought,sample,1.02123,49.51914
S1P6,C2,drought,sample,0.38769,50.07852
S2P2,C2,drought,sample,1.43403,50.59002
S1P6,C2,drought,sample,0.43038,51.49608
S1P2,C2,pre-drought,sample,1.08493,52.00984
S1P4,C2,drought,sample,0.36705,54.36326
S1P4,C2,drought,sample,0.3244,54.49879
S1P6,C2,pre-drought,sample,1.19931,55.02382
S3P6,C2,drought,sample,0.19896,55.78579
S3P2,C2,drought,sample,0.17837,55.82277
S1P2,C2,pre-drought,sample,0.90431,56.02315
S2P6,C2,drought,sample,1.83617,56.13569
S2P8,C2,pre-drought,sample,1.88821,56.55374
S3P6,C2,drought,sample,0.27281,56.66326
S3P6,C2,drought,sample,0.24168,58.60472
S3P6,C2,drought,sample,0.30844,59.87864
S2P2,C2,drought,sample,0.70396,60.88829
S2P2,C2,drought,sample,0.74662,61.58368
S3P6,C2,drought,sample,1.2369,61.98348
S2P6,C2,drought,sample,0.49311,61.99996
S3P6,C2,drought,sample,1.36954,62.09165
S1P2,C2,pre-drought,sample,0.97919,62.18626
S2P4,C2,drought,sample,0.12808,62.87417
S3P4,C2,drought,sample,0.17769,63.51217
S3P6,C2,drought,sample,1.32689,63.73132
S3P6,C2,drought,sample,1.29128,66.21331
S3P6,C2,drought,sample,1.40515,67.01171
S2P6,C2,drought,sample,1.95,67.05872
S3P6,C2,drought,sample,1.44782,69.89442
S2P4,C2,drought,sample,0.19921,71.35649
S2P2,C2,drought,sample,0.86053,71.37549
S2P2,C2,drought,sample,0.78223,71.62074
S2P2,C2,drought,sample,0.82491,71.66903
S3P4,C2,drought,sample,0.12791,72.58568
S1P6,C2,drought,sample,0.50873,74.5366
S2P6,C2,drought,sample,1.7935,74.8479
S1P4,C2,drought,sample,0.40271,75.14135
S3P4,C2,drought,sample,0.19906,75.18859
S1P2,C2,pre-drought,sample,1.04209,75.2328
S2P6,C2,drought,sample,1.75792,75.99299
S1P2,C2,drought,sample,0.2555,78.47409
S1P2,C2,drought,sample,0.29095,78.99344
S1P4,C2,drought,sample,0.44538,82.36907
S2P4,C2,drought,sample,0.14944,83.10435
S3P5,C1,drought,sample,0.03589,84.00882
S2P4,C2,drought,sample,0.22064,84.52329
S1P4,C2,drought,sample,0.91525,84.53179
S2P2,C2,drought,sample,0.90319,84.66509
S1P6,C2,drought,sample,1.32267,84.79193
S2P4,C2,drought,sample,0.242,84.90892
S3P6,C2,drought,sample,0.38661,85.44206
S2P2,C2,drought,sample,1.52659,86.0115
S1P4,C2,drought,sample,0.75866,86.53684
S2P2,C2,drought,sample,1.48383,87.04431
S3P2,C2,drought,sample,0.32242,87.92878
S2P4,C2,drought,sample,0.2823,88.16157
S2P2,C2,drought,sample,1.02123,89.94351
S2P2,C2,drought,sample,0.93877,90.1382
S2P6,C2,drought,sample,1.71528,90.29053
S1P6,C2,drought,sample,0.466,90.4034
S2P4,C2,drought,sample,0.17788,91.51039
S3P6,C2,drought,sample,1.48345,91.53035
S3P6,C2,drought,sample,0.42919,91.63563
S1P4,C2,drought,sample,0.52375,92.09681
S1P4,C2,drought,sample,1.40169,92.33878
S2P4,C2,drought,sample,0.36054,94.29542
S3P4,C2,drought,sample,0.14929,94.97524
S1P2,C2,drought,sample,0.24128,95.27632
S3P6,C2,drought,sample,1.52612,96.87619
S1P4,C2,drought,sample,1.11366,98.41578
S1P4,C2,drought,sample,0.83696,98.67607
S3P2,C2,drought,sample,0.28683,98.74816
S1P4,C2,drought,sample,0.48106,99.28239
S3P2,C2,drought,sample,0.24249,102.29499
S1P2,C2,drought,sample,0.31939,102.69034
S1P4,C2,drought,sample,1.24894,102.94107
S3P4,C2,drought,sample,1.06414,103.45283
S2P2,C2,drought,sample,1.989,103.62988
S3P2,C2,drought,sample,0.19979,103.78859
S1P2,C2,drought,sample,0.27674,104.04966
S3P4,C2,drought,sample,1.15669,104.8586
S3P2,C2,drought,sample,0.22113,105.36393
S2P2,C2,drought,sample,1.11377,105.38133
S2P4,C2,drought,sample,0.43884,105.76721
S3P6,C2,drought,sample,0.5074,106.26558
S1P4,C2,drought,sample,1.06392,106.36084
S1P2,C2,drought,sample,-0.55449,106.87794
S3P6,C2,drought,sample,0.46478,108.24619
S2P4,C2,drought,sample,0.39618,108.27539
S1P4,C2,drought,sample,1.2897,108.76202
S2P2,C2,drought,sample,1.39127,108.97084
S1P4,C2,drought,sample,1.1564,109.02764
S1P4,C2,drought,sample,0.79429,109.17626
S1P6,C2,drought,sample,0.90022,109.88818
S1P4,C2,drought,sample,1.20617,110.90113
S1P6,C2,drought,sample,0.93578,110.93675
S3P2,C2,drought,sample,0.75655,112.18202
S2P2,C2,drought,sample,1.06398,112.85029
S1P6,C2,drought,sample,1.20608,113.42597
S1P4,C2,drought,sample,0.71603,113.53483
S2P4,C2,drought,sample,0.31792,115.034
S1P6,C2,drought,sample,0.77927,115.5406
S3P4,C2,drought,sample,0.22042,115.63457
S3P2,C2,drought,sample,0.40076,116.09645
S2P2,C2,drought,sample,1.34148,116.1149
S1P4,C2,drought,sample,0.8726,116.32199
S1P2,C2,drought,sample,1.15707,116.75636
S1P6,C2,drought,sample,1.36528,116.75849
S1P4,C2,drought,sample,1.32536,116.94404
S1P4,C2,drought,sample,1.47804,117.39735
S1P6,C2,drought,sample,1.28704,118.24093
S3P4,C2,drought,sample,0.88644,118.39179
S2P2,C2,drought,sample,1.20626,118.4016
S1P6,C2,drought,sample,0.85755,118.80434
S2P2,C2,drought,sample,1.15652,119.6018
S3P4,C2,drought,sample,1.11392,120.30531
S1P6,C2,drought,sample,0.82191,121.28434
S1P4,C2,drought,sample,1.36601,121.31092
S1P2,C2,drought,sample,1.24959,121.34876
S1P6,C2,drought,sample,1.02119,121.36783
S1P4,C2,drought,sample,1.78362,121.60468
S1P4,C2,drought,sample,1.44237,122.37362
S3P6,C2,drought,sample,1.83918,123.03486
S1P6,C2,drought,sample,1.11361,124.5879
S2P2,C2,drought,sample,1.24898,124.86433
S1P4,C2,drought,sample,1.51875,124.88968
S2P2,C2,drought,sample,1.29876,125.57077
S1P6,C2,drought,sample,1.15631,126.24883
S1P6,C2,drought,sample,1.06388,126.32891
S1P4,C2,drought,sample,1.70721,126.47814
S3P2,C2,drought,sample,0.47904,126.65652
S3P6,C2,drought,sample,0.82056,127.07729
S3P4,C2,drought,sample,1.02138,127.32797
S1P2,C2,drought,sample,0.30517,127.64147
S1P6,C2,drought,sample,0.74369,129.68104
S1P4,C2,drought,sample,1.0212,130.61934
S1P2,C2,drought,sample,1.53593,130.7304
S1P2,C2,drought,sample,1.2069,131.13874
S1P2,C2,drought,sample,0.34785,131.47589
S1P6,C2,drought,sample,1.24881,131.80502
S2P4,C2,drought,sample,0.47453,132.04711
S2P4,C2,drought,sample,1.85119,132.28615
S3P2,C2,drought,sample,0.36513,132.32869
S1P2,C2,drought,sample,1.06456,132.5241
S1P2,C2,drought,sample,1.11429,132.91861
S1P2,C2,drought,sample,0.33361,133.30626
S1P6,C2,drought,sample,1.44344,133.88829
S3P2,C2,drought,sample,0.52171,134.22553
S1P2,C2,drought,sample,1.30104,134.64079
S3P6,C2,drought,sample,0.74225,134.77957
S1P4,C2,drought,sample,1.90069,135.43658
S1P4,C2,drought,sample,1.82433,136.1774
S1P4,C2,drought,sample,1.93635,136.22043
S1P6,C2,drought,sample,1.52164,136.79869
S1P2,C2,drought,sample,0.46914,137.54612
S3P2,C2,drought,sample,1.02126,137.74403
S1P6,C2,drought,sample,1.40086,139.28437
S2P4,C2,drought,sample,1.029,139.51557
S2P4,C2,drought,sample,1.25681,139.67032
S1P6,C2,drought,sample,1.71382,141.53364
S3P2,C2,drought,sample,0.87047,141.78447
S2P4,C2,drought,sample,1.21404,142.24983
S1P6,C2,drought,sample,1.47903,142.38843
S3P6,C2,drought,sample,1.71823,142.75152
S2P4,C2,drought,sample,1.1215,142.8773
S3P4,C2,drought,sample,0.27543,143.02662
S3P6,C2,drought,sample,1.91744,143.95164
S1P4,C2,drought,sample,0.95091,143.96972
S3P2,C2,drought,sample,0.83484,144.7196
S3P2,C2,drought,sample,0.94875,144.99889
S3P2,C2,drought,sample,0.71392,145.61741
S2P4,C2,drought,sample,1.88684,145.71931
S3P6,C2,drought,sample,1.87481,145.90537
S2P4,C2,drought,sample,1.07176,146.1361
S3P2,C2,drought,sample,1.06404,146.25608
S3P6,C2,drought,sample,1.76088,146.63236
S1P4,C2,drought,sample,1.74793,149.70417
S3P4,C2,drought,sample,1.20648,149.86006
S3P2,C2,drought,sample,0.79219,150.79195
S3P4,C2,drought,sample,0.31109,150.97395
S1P2,C2,drought,sample,0.50473,151.68732
S3P6,C2,drought,sample,1.79649,153.14761
S1P6,C2,drought,sample,1.83479,153.21089
S3P2,C2,drought,sample,0.44339,153.69385
S3P2,C2,drought,sample,-0.48812,153.97544
S1P2,C2,drought,sample,1.33664,154.88464
S1P2,C2,drought,sample,0.53313,156.00952
S1P2,C2,drought,sample,1.80641,156.15283
S3P2,C2,drought,sample,1.95884,156.86629
S3P2,C2,drought,sample,1.11385,157.35418
S3P4,C2,drought,sample,0.24182,158.04117
S1P2,C2,drought,sample,1.963,158.13703
S3P6,C2,drought,sample,0.77791,158.22974
S3P4,C2,drought,sample,1.89916,158.50671
