"","p.Weighted","q.Weighted","cor.Weighted","Z.Weighted","p.Standard","q.Standard","cor.Standard","Z.Standard"
"KO:K11473",0.993125461594525,0.999932788867681,0.00153506221854917,0.00868363346536758,0.597305274789344,0.345792523587284,-0.0939112487100103,-0.533600454588346
"KO:K11475",0.000389162674096166,0.0026221335770816,-0.573719830873352,-3.96244801353709,0.000554899452905211,0.00252877895490279,-0.56117982421437,-3.83537010927091
"KO:K11477",0.0105232050006894,0.0449585660172782,-0.433038019306631,-2.71766043656452,0.0732056474851395,0.0815085459809822,-0.311207505595616,-1.85244420248933
"KO:K11527",0.648356804416226,0.999932788867681,0.0811162571292622,0.460379958442346,0.597115129623632,0.345792523587284,0.0939597440650163,0.53387845720599
"KO:K11530",0.0984211198951954,0.29135358257745,-0.288141717791777,-1.70216844874881,0.071211223069586,0.0798269565143666,-0.313282222299586,-1.86613286781486
"KO:K11533",2.13918305291827e-09,6.96582716811621e-08,0.823959703041691,8.2255944923735,7.62501576456742e-06,0.000166625819174915,0.685709555388758,5.32915347351607
"KO:K11594",0.0640721475356485,0.206520037639117,0.321102590325159,1.91799932642916,0.0439381978947155,0.0574573277107886,0.347656597448459,2.09747941072644
"KO:K11600",0.482845848945852,0.897805981125324,0.124534535222261,0.710000877220485,0.058401291467137,0.0695051729052792,0.327818694945712,1.96289063013681
"KO:K11604",0.929061849935192,0.999932788867681,0.0158599991527583,0.0897289895098429,0.65546832251008,0.367613402320395,0.079366728766282,0.45038676839026
"KO:K11609",0.000691251079586674,0.00436965405122082,0.553156833230935,3.75610785602543,0.0484168100042699,0.0610849980227773,0.341017434381877,2.05209469378656
"KO:K11618",0.907600678678127,0.999932788867681,0.0206763444686404,0.116988076602357,0.383218616106644,0.261008755397204,0.154419632158413,0.884134230534005
"KO:K11645",5.56569591148026e-06,6.04119654257311e-05,-0.692975260326667,-5.43726784981887,0.00104046368494082,0.0038990715885009,-0.537667698658411,-3.60728595825998
"KO:K11646",0.832521491034834,0.999932788867681,-0.0376624995074573,-0.213202534090534,0.601269311819017,0.34748103104214,-0.0929017595326044,-0.527814362561138
"KO:K11688",0.166963378269328,0.443413586094641,-0.242531305123082,-1.41418679888603,0.0178487226429098,0.0306746713410261,-0.403866730260465,-2.49734444554092
"KO:K11689",0.270788940885172,0.627576044216531,-0.194323514724956,-1.12062165449608,0.0255042470730307,0.0390038485959522,-0.38267319686285,-2.34307232700141
"KO:K11690",0.998768478523789,0.999932788867681,0.000274991631348064,0.00155558763718322,0.985188315845629,0.463611374308354,-0.00330754316825759,-0.0187103919713815
"KO:K11705",0.134125085090456,0.373042418336417,0.262198710476688,1.53699328308063,0.0646457425539684,0.0745402508095917,0.320449685482603,1.91365260612195
"KO:K11707",0.00436000466111297,0.0212783602793612,0.476783833152908,3.06829751241707,0.0230749557993848,0.0363302212490975,0.388748724314887,2.38683413538466
"KO:K11710",0.0639176659188463,0.206400796196274,0.321279216743243,1.91917574212765,0.0142240531549289,0.026009363973071,0.416701971964557,2.59308075222638
"KO:K11717",3.69926311805102e-13,1.30314950749525e-10,0.901212429066021,11.7634764132518,7.10643056844873e-07,4.29645142905931e-05,0.735810113519092,6.14655172413793
"KO:K11719",0.764414255346874,0.999932788867681,-0.0533553742480683,-0.302254110067699,0.386193012361975,0.262050562809472,-0.15346789247905,-0.878553161323142
"KO:K11720",0.859657099976055,0.999932788867681,0.0314932777341092,0.178241296133185,0.938860011865688,0.451864169141667,0.0136649493303264,0.0773078449047531
"KO:K11731",0.262752027578618,0.613351871606715,-0.197551950521839,-1.13998901663348,0.0448426377550386,0.0581786478622945,-0.346273469660688,-2.08799526195364
"KO:K11734",0.89721113513019,0.999932788867681,0.0230129535755989,0.130215409576054,0.529645108126497,0.321717589490376,-0.111632852391707,-0.6354627231911
"KO:K11735",0.00599112093941168,0.0279033577406493,0.461641794083974,2.94390617407367,0.0183024329895716,0.0311994430578088,0.402417752138006,2.4866495075429
"KO:K11741",0.857418208521498,0.999932788867681,0.0320008285495518,0.181116783316947,0.660183726361888,0.369543533730648,0.0782107172401835,0.443786011113219
"KO:K11747",0.877447439340052,0.999932788867681,0.0274685690895792,0.155444345959692,0.448141569879631,0.288953621175354,0.134523342241889,0.767959364449942
"KO:K11749",0.502578555042465,0.913886391736064,-0.119021318289207,-0.678106434844758,0.467165804258557,0.295761438340065,-0.128998968008256,-0.73587681139308
"KO:K11752",0.759098021150131,0.999932788867681,0.0545955655554549,0.309300463222886,0.170350354122242,0.148244266520395,0.240667137660609,1.40264589371866
"KO:K11753",0.991808997036306,0.999932788867681,0.00182903354569686,0.0103465934920131,0.689020077987098,0.37858726157824,-0.0712074303405573,-0.403835178801655
"KO:K11754",0.0676009895430891,0.215777458385066,0.317156117393726,1.89177178395567,0.0228788806600395,0.0362101062637571,0.389261796840782,2.39054642404047
"KO:K11755",0.000711444798109806,0.00448268063849675,0.552090251443865,3.74568562977783,0.00418842920877438,0.0106100590568837,0.478649589509923,3.08386378222809
"KO:K11779",0.052095610153482,0.173928100843323,-0.335922155368224,-2.01750010275079,0.0245772083986937,0.0379379910211672,-0.384932920536636,-2.3593068747145
