"","Label","Pyr","Flux","Time","Condition"
"1434","S1P5","C1",-15.36537,0.40633,"Pre-Drought"
"1435","S2P1","C1",-10.56662,15.95685,"Pre-Drought"
"1436","S1P2","C2",16.57672,0.44205,"Pre-Drought"
"1437","S1P5","C1",-12.88236,0.42058,"Pre-Drought"
"1438","S2P1","C1",-26.1275,16.02764,"Pre-Drought"
"1439","S1P2","C2",-6.93259,0.45628,"Pre-Drought"
"1440","S1P5","C1",4.30421,0.44188,"Pre-Drought"
"1441","S2P1","C1",11.66701,16.1203,"Pre-Drought"
"1442","S1P2","C2",22.36108,0.48117,"Pre-Drought"
"1443","S1P5","C1",-2.12835,0.45611,"Pre-Drought"
"1444","S2P1","C1",-26.22594,16.21288,"Pre-Drought"
"1445","S1P2","C2",3.57555,0.49541,"Pre-Drought"
"1446","S1P5","C1",-1.51369,0.481,"Pre-Drought"
"1447","S2P1","C1",0.05292,16.35304,"Pre-Drought"
"1448","S1P2","C2",17.16602,0.51667,"Pre-Drought"
"1449","S1P5","C1",3.88196,0.49523,"Pre-Drought"
"1450","S2P1","C1",-0.36866,16.4948,"Pre-Drought"
"1451","S1P2","C2",-8.82822,0.53091,"Pre-Drought"
"1452","S1P5","C1",0.73367,0.51648,"Pre-Drought"
"1453","S2P1","C1",11.24606,16.6366,"Pre-Drought"
"1454","S1P2","C2",11.29122,0.55584,"Pre-Drought"
"1455","S1P5","C1",-3.39147,0.53073,"Pre-Drought"
"1456","S2P1","C1",0.07328,16.77836,"Pre-Drought"
"1457","S1P2","C2",12.13752,0.57006,"Pre-Drought"
"1458","S1P5","C1",0.63828,0.55566,"Pre-Drought"
"1459","S2P1","C1",0.36336,16.92005,"Pre-Drought"
"1460","S1P2","C2",-25.91033,0.59131,"Pre-Drought"
"1461","S1P5","C1",13.5435,0.56988,"Pre-Drought"
"1462","S2P1","C1",0.88441,17.0617,"Pre-Drought"
"1463","S1P5","C1",37.94728,0.59113,"Pre-Drought"
"1464","S2P1","C1",0.45104,17.20338,"Pre-Drought"
"1465","S1P2","C2",28.52297,0.63044,"Pre-Drought"
"1466","S1P5","C1",-23.00566,0.60537,"Pre-Drought"
"1467","S2P1","C1",-0.48168,17.34508,"Pre-Drought"
"1468","S1P2","C2",17.5605,0.64466,"Pre-Drought"
"1469","S1P2","C2",-0.66091,0.66591,"Pre-Drought"
"1470","S1P5","C1",2.0037,0.64448,"Pre-Drought"
"1471","S1P2","C2",14.52642,0.68014,"Pre-Drought"
"1472","S1P5","C1",10.10907,0.66573,"Pre-Drought"
"1473","S1P2","C2",17.29049,0.70506,"Pre-Drought"
"1474","S1P5","C1",8.74401,0.67995,"Pre-Drought"
"1475","S1P2","C2",14.58167,0.71927,"Pre-Drought"
"1476","S1P5","C1",15.28059,0.70488,"Pre-Drought"
"1477","S1P2","C2",-9.44275,0.74059,"Pre-Drought"
"1478","S1P5","C1",-7.84925,0.7191,"Pre-Drought"
"1479","S1P2","C2",-11.17561,0.75481,"Pre-Drought"
"1480","S1P5","C1",0.41416,0.74041,"Pre-Drought"
"1481","S1P2","C2",12.99503,0.77971,"Pre-Drought"
"1482","S1P5","C1",-4.06797,0.75464,"Pre-Drought"
"1483","S1P2","C2",-12.56482,0.79399,"Pre-Drought"
"1484","S1P5","C1",-5.48169,0.77953,"Pre-Drought"
"1485","S1P2","C2",13.30971,0.81529,"Pre-Drought"
"1486","S1P5","C1",-19.10317,0.7938,"Pre-Drought"
"1487","S1P2","C2",-6.2118,0.82955,"Pre-Drought"
"1488","S1P5","C1",8.85048,0.8151,"Pre-Drought"
"1489","S1P2","C2",-9.87082,0.85446,"Pre-Drought"
"1490","S1P5","C1",-0.14178,0.82936,"Pre-Drought"
"1491","S1P2","C2",-9.53588,0.86872,"Pre-Drought"
"1492","S1P5","C1",2.70794,0.85427,"Pre-Drought"
