S1P1.C1_time,S1P1.C1,S1P3.C1_time,S1P3.C1,S1P5.C1_time,S1P5.C1,S2P1.C1_time,S2P1.C1,S2P3.C1_time,S2P3.C1,S2P7.C1_time,S2P7.C1,S3P1.C1_time,S3P1.C1,S3P3.C1_time,S3P3.C1,S3P5.C1_time,S3P5.C1,S1P2.C2_time,S1P2.C2,S1P4.C2_time,S1P4.C2,S1P6.C2_time,S1P6.C2,S2P8.C2_time,S2P8.C2,S2P4.C2_time,S2P4.C2,S2P6.C2_time,S2P6.C2,S3P2.C2_time,S3P2.C2,S3P4.C2_time,S3P4.C2,S3P6.C2_time,S3P6.C2
1.38292,0.00717,1.41443,-0.00357,-0.8344,-0.00101,1.30904,-0.00584,1.43111,6.80E-04,0.92551,-4.89E-04,1.30742,7.77E-04,1.43122,0.01038,1.39316,-0.00801,-0.80208,-0.00956,1.4578,-0.0052,1.52854,-0.00532,0.93264,0.0176,1.43906,0.01166,1.49424,-0.00612,1.43242,0.00511,1.42009,-3.38E-04,1.53472,-0.01182
1.4185,0.00175,1.45353,-0.00356,-0.8201,-0.00348,1.36402,-0.00267,1.46671,-0.00836,0.94686,-0.00464,1.33347,0.00395,1.47396,-0.00678,1.43225,0.00359,-0.78781,0.00135,1.49343,-0.00234,1.56419,0.00592,0.95399,0.00763,1.47472,0.00509,1.52986,0.00395,1.468,0.00287,1.45569,0.01438,1.57744,-0.02263
1.4576,0.00171,1.48914,0.02005,-0.80229,-0.08064,1.39968,0.01293,1.50587,-0.0075,0.97179,-0.00933,1.36906,-0.00787,1.52027,0.00141,1.46782,-0.00226,-0.77356,-0.01444,1.53264,-0.01617,1.60333,-0.00383,0.97892,0.01307,1.5139,0.00562,1.56904,0.0724,1.50716,0.00234,1.50694,0.00389,1.62366,0.01028
1.49323,0.00273,1.52836,8.80E-04,-0.78801,-7.89E-04,1.43889,0.00132,1.54148,-2.05E-04,0.99315,0.01272,1.41993,-0.00697,1.56302,0.00448,1.50699,-0.00516,-0.75931,-0.00542,1.56832,0.00704,1.63896,0.01576,1.00028,0.0066,1.54956,0.01009,1.60466,-0.00544,1.54281,-0.00983,1.54256,-0.00628,1.66639,0.00952
1.53244,0.00183,1.564,-0.00906,-0.77376,-0.0057,1.47455,0.00753,1.58066,0.00416,1.01453,0.00151,1.45553,0.00235,1.60925,-0.00521,1.54264,0.00307,-0.74502,0.00688,1.60757,0.01237,1.67806,-0.00712,1.02166,-0.00452,1.58872,0.00983,1.64381,0.0042,1.58196,0.01098,1.59373,0.02087,1.71267,0.01072
1.56813,0.00874,1.60315,0.00107,-0.75949,0.00617,1.51373,-0.00376,1.61631,0.01052,1.03588,0.00423,1.50678,0.01468,1.65194,0.01404,1.58177,0.0033,-0.73075,-0.01231,1.64316,0.00781,1.71366,-0.01339,1.04301,6.04E-04,1.62437,4.83E-05,1.6794,3.45E-04,1.61762,-0.00468,1.62934,-0.00399,1.75541,-0.01133
1.60741,0.00652,1.6388,-6.41E-04,-0.74522,0.01468,1.54939,0.0012,1.65544,8.88E-04,1.06082,0.00649,1.54238,-0.00529,1.69822,-0.00576,1.61743,0.00815,-0.71293,-0.00568,1.6824,-0.00447,1.75278,-0.00696,1.06796,0.01309,1.66355,-0.00588,1.71858,0.00492,1.65676,-0.00873,1.68057,-0.00253,1.80166,0.00398
1.64296,-0.00129,1.67789,0.00277,-0.73095,-0.0022,1.58854,,1.69103,0.00534,1.08219,-5.17E-04,1.59356,2.06E-04,1.74096,-0.00285,1.65657,-0.00153,-0.69867,0.00217,1.71804,0.00746,1.7884,0.00561,1.08932,0.02265,1.69921,-0.00169,1.75419,7.84E-04,1.69242,0.00818,1.71619,0.00111,1.84438,-0.00184
1.6822,-0.00659,1.71348,0.01478,-0.71312,0.0851,1.6242,0.00122,1.7302,-0.01364,1.10358,0.00207,1.62918,-0.06341,1.78721,0.00132,1.69222,-0.00687,-0.68439,0.00389,1.75726,0.01839,1.82757,0.008,1.11071,-0.00954,1.73838,-0.00427,1.79334,0.00101,1.73159,0.01295,1.76736,7.20E-04,1.89063,0.00346
1.71785,0.01694,1.75262,0.00206,-0.69888,0.01747,1.66338,0.00394,1.76581,-0.00711,1.12493,0.01468,1.68041,0.005,1.82994,-0.00725,1.73138,9.53E-04,-0.6701,-0.00792,1.79291,0.00672,1.86315,6.62E-04,1.13206,-0.01734,1.77404,-0.00392,1.82895,0.01325,1.76723,0.00535,1.80319,0.00806,1.93334,-0.00164
1.75706,0.00691,1.78823,0.00589,-0.68461,-0.00581,1.69904,0.00187,1.80497,-0.01079,1.14985,0.00267,1.71602,0.00241,1.87617,0.01518,1.76704,-0.00726,-0.65588,-5.87E-05,1.83211,-0.00888,1.90225,0.00713,1.15698,-0.00868,1.81322,0.00417,1.86811,0.01111,1.80638,0.00417,1.85612,0.00288,1.97963,0.01288
1.79271,0.01585,1.8274,0.00309,-0.6703,-0.00888,1.73821,0.00571,1.84057,-0.00549,1.1691,-0.00781,1.7672,-0.0022,1.9189,0.00976,1.80619,0.00412,-0.64166,-0.00504,1.86778,-4.76E-04,1.93792,-0.00673,1.17623,0.00692,1.84884,-0.00353,1.90374,0.00282,1.84204,0.00578,1.89184,-3.05E-04,2.02236,0.00194
1.83191,0.01219,1.863,0.00953,-0.65606,0.00446,1.77385,0.00403,1.87972,7.55E-04,1.19045,-4.80E-04,1.80303,0.00145,1.96519,0.01306,1.84185,0.00886,-0.62392,0.0086,1.90696,2.54E-04,,,1.19758,-0.00616,1.88801,0.00291,1.94289,0.00216,1.88122,0.00355,1.94097,-0.00153,2.06867,0.01595
