S1P1.C1_time,S1P1.C1,S1P3.C1_time,S1P3.C1,S1P5.C1_time,S1P5.C1,S2P1.C1_time,S2P1.C1,S2P3.C1_time,S2P3.C1,S2P7.C1_time,S2P7.C1,S3P1.C1_time,S3P1.C1,S3P3.C1_time,S3P3.C1,S3P5.C1_time,S3P5.C1,S1P2.C2_time,S1P2.C2,S1P4.C2_time,S1P4.C2,S1P6.C2_time,S1P6.C2,S2P8.C2_time,S2P8.C2,S2P4.C2_time,S2P4.C2,S2P6.C2_time,S2P6.C2,S3P2.C2_time,S3P2.C2,S3P4.C2_time,S3P4.C2,S3P6.C2_time,S3P6.C2
1.4576,-0.8041,1.48914,-8.27949,-0.80229,-8.64924,1.39968,15.85465,1.50587,-15.32653,0.97179,12.72287,1.36906,-4.31543,1.52027,23.78676,1.46782,18.08704,-0.77356,-5.83819,1.53264,2.06893,1.60333,-1.62532,0.97892,-24.91964,1.5139,-7.85777,1.56904,28.30454,1.50716,-29.4133,1.50694,-14.72022,1.62366,-0.29449
1.49323,11.5712,1.52836,-28.82157,-0.78801,12.1472,1.43889,-33.23915,1.54148,10.05006,0.99315,-4.92117,1.41993,-3.36049,1.56302,-10.15409,1.50699,-18.02598,-0.75931,5.38917,1.56832,-16.08638,1.63896,-9.45734,1.00028,31.38167,1.54956,9.67103,1.60466,,1.54281,11.14432,1.54256,12.82757,1.66639,0.19542
1.53244,-8.0676,1.564,6.49514,-0.77376,11.35446,1.47455,-31.28008,1.58066,-16.46695,1.01453,-26.6063,1.45553,3.89369,1.60925,-7.4324,1.54264,-38.07462,-0.74502,27.84691,1.60757,-34.69139,1.67806,-3.34009,1.02166,,1.58872,,1.64381,-11.80588,1.58196,,1.59373,16.81791,1.71267,-6.45942
1.56813,1.51565,1.60315,,-0.75949,-10.00727,1.51373,-5.35868,1.61631,17.69409,1.03588,-1.66944,1.50678,18.6577,1.65194,16.96368,1.58177,19.34937,-0.73075,8.32249,1.64316,28.30211,1.71366,10.85757,1.04301,-11.56752,1.62437,15.47823,1.6794,-26.29289,1.61762,12.10256,1.62934,-29.69467,1.75541,-31.02862
1.60741,-19.05211,1.6388,,-0.74522,19.33666,1.54939,-0.75698,1.65544,7.45347,1.06082,2.6633,1.54238,22.71062,1.69822,1.0436,1.61743,,-0.71293,25.98836,1.6824,6.87761,1.75278,-21.13655,1.06796,-16.03877,1.66355,-35.64584,1.71858,-13.08062,1.65676,15.04325,1.68057,-5.98984,1.80166,-34.1777
1.64296,12.14404,1.67789,-28.02168,-0.73095,-9.76503,1.58854,,1.69103,-0.17549,1.08219,-38.47324,1.59356,-28.43603,1.74096,-12.74221,1.65657,15.37488,-0.69867,-17.80823,1.71804,-12.4821,1.7884,6.18149,1.08932,-21.23671,1.69921,11.60728,1.75419,39.86338,1.69242,-1.53267,1.71619,-5.67069,1.84438,-50.38734
1.6822,19.69279,1.71348,-19.83823,-0.71312,20.94225,1.6242,-16.74126,1.7302,7.44511,1.10358,-37.58364,1.62918,,1.78721,-35.05803,1.69222,2.44468,-0.68439,1.8237,1.75726,-13.32885,1.82757,-6.9192,1.11071,-21.90572,1.73838,6.95355,1.79334,28.46004,1.73159,22.57226,1.76736,4.81255,1.89063,-5.25079
1.71785,-2.83023,1.75262,7.52388,-0.69888,-14.52891,1.66338,18.99358,1.76581,-19.44373,1.12493,13.53571,1.68041,-6.32365,1.82994,-36.941,1.73138,8.36818,-0.6701,1.51028,1.79291,-12.50755,1.86315,-6.09369,1.13206,-24.62867,1.77404,6.56406,1.82895,-2.82501,1.76723,-24.84563,1.80319,-2.17058,1.93334,19.96737
1.75706,-0.86892,1.78823,-30.12882,-0.68461,3.38155,1.69904,37.32688,1.80497,0.57013,1.14985,-2.95677,1.71602,8.6695,1.87617,-23.20666,1.76704,-14.68103,-0.65588,-10.1651,1.83211,4.12307,1.90225,-15.36101,1.15698,-3.6076,1.81322,-7.88545,1.86811,24.9634,1.80638,-0.95955,1.85612,-7.63857,1.97963,-4.16948
1.79271,4.20333,1.8274,13.18804,-0.6703,5.847,1.73821,22.72791,1.84057,-3.59079,1.1691,-11.42159,1.7672,-12.38371,1.9189,-0.11538,1.80619,6.36345,-0.64166,-17.07786,1.86778,3.11667,1.93792,-16.51399,1.17623,-40.71375,1.84884,-16.36224,1.90374,-19.76655,1.84204,-18.56151,1.89184,18.75147,2.02236,0.91614
